file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/cli/run-cli-j-geJYS3.js:325
        throw new Error($, { cause: h });
              ^

Error: [05-Jun-2025 15:44:47 UTC] PHP Fatal error:  Uncaught Error: Call to undefined function create_function() in /wordpress/wp-content/plugins/audibase/audibase.php:157
[05-Jun-2025 15:47:53 UTC] PHP Warning:  require_once(/wordpress/wp-content/plugins/admin-bar-hide/freemius/start.php): Failed to open stream: No such file or directory in /wordpress/wp-content/plugins/admin-bar-hide/admin-bar-hide.php on line 45
[05-Jun-2025 15:47:53 UTC] PHP Fatal error:  Uncaught Error: Failed opening required '/wordpress/wp-content/plugins/admin-bar-hide/freemius/start.php' (include_path='.:') in /wordpress/wp-content/plugins/admin-bar-hide/admin-bar-hide.php:45
Stack trace:
#0 /wordpress/wp-content/plugins/admin-bar-hide/admin-bar-hide.php(66): abh()
#1 /wordpress/wp-admin/includes/plugin.php(2387): include_once('/wordpress/wp-c...')
#2 /wordpress/wp-admin/includes/plugin.php(673): plugin_sandbox_scrape('admin-bar-hide/...')
#3 /internal/eval.php(20): activate_plugin('admin-bar-hide/...')
#4 {main}
  thrown in /wordpress/wp-content/plugins/admin-bar-hide/admin-bar-hide.php on line 45
[05-Jun-2025 15:49:02 UTC] PHP Deprecated:  Required parameter $row_key follows optional parameter $post_rule in /wordpress/wp-content/plugins/advanced-comment-control/functions.php on line 5
[05-Jun-2025 15:49:02 UTC] PHP Deprecated:  Required parameter $row_key follows optional parameter $rule in /wordpress/wp-content/plugins/advanced-comment-control/functions.php on line 138
[05-Jun-2025 15:49:02 UTC] PHP Deprecated:  Required parameter $row_key follows optional parameter $rule in /wordpress/wp-content/plugins/advanced-comment-control/functions.php on line 172
[05-Jun-2025 15:49:02 UTC] PHP Deprecated:  Required parameter $row_key follows optional parameter $role_rule in /wordpress/wp-content/plugins/advanced-comment-control/functions.php on line 192
[05-Jun-2025 15:49:12 UTC] PHP Deprecated:  Required parameter $row_key follows optional parameter $post_rule in /wordpress/wp-content/plugins/advanced-comment-control/functions.php on line 5
[05-Jun-2025 15:49:12 UTC] PHP Deprecated:  Required parameter $row_key follows optional parameter $rule in /wordpress/wp-content/plugins/advanced-comment-control/functions.php on line 138
[05-Jun-2025 15:49:12 UTC] PHP Deprecated:  Required parameter $row_key follows optional parameter $rule in /wordpress/wp-content/plugins/advanced-comment-control/functions.php on line 172
[05-Jun-2025 15:49:12 UTC] PHP Deprecated:  Required parameter $row_key follows optional parameter $role_rule in /wordpress/wp-content/plugins/advanced-comment-control/functions.php on line 192
[05-Jun-2025 15:49:21 UTC] PHP Deprecated:  Required parameter $row_key follows optional parameter $post_rule in /wordpress/wp-content/plugins/advanced-comment-control/functions.php on line 5
[05-Jun-2025 15:49:21 UTC] PHP Deprecated:  Required parameter $row_key follows optional parameter $rule in /wordpress/wp-content/plugins/advanced-comment-control/functions.php on line 138
[05-Jun-2025 15:49:21 UTC] PHP Deprecated:  Required parameter $row_key follows optional parameter $rule in /wordpress/wp-content/plugins/advanced-comment-control/functions.php on line 172
[05-Jun-2025 15:49:21 UTC] PHP Deprecated:  Required parameter $row_key follows optional parameter $role_rule in /wordpress/wp-content/plugins/advanced-comment-control/functions.php on line 192
[05-Jun-2025 15:49:31 UTC] PHP Parse error:  syntax error, unexpected token "&" in /wordpress/wp-content/plugins/advanced-random-post/wordpress-plugin-framework.php on line 518
[05-Jun-2025 15:49:40 UTC] PHP Parse error:  syntax error, unexpected token "&" in /wordpress/wp-content/plugins/advanced-random-post/wordpress-plugin-framework.php on line 518
[05-Jun-2025 15:49:49 UTC] PHP Parse error:  syntax error, unexpected token "&" in /wordpress/wp-content/plugins/advanced-random-post/wordpress-plugin-framework.php on line 518
[05-Jun-2025 15:50:31 UTC] PHP Notice:  Function _load_textdomain_just_in_time was called <strong>incorrectly</strong>. Translation loading for the <code>ai-descriptions-for-woocommerce</code> domain was triggered too early. This is usually an indicator for some code in the plugin or theme running too early. Translations should be loaded at the <code>init</code> action or later. Please see <a href="https://developer.wordpress.org/advanced-administration/debug/debug-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 6.7.0.) in /wordpress/wp-includes/functions.php on line 6121
[05-Jun-2025 15:50:41 UTC] PHP Notice:  Function _load_textdomain_just_in_time was called <strong>incorrectly</strong>. Translation loading for the <code>ai-descriptions-for-woocommerce</code> domain was triggered too early. This is usually an indicator for some code in the plugin or theme running too early. Translations should be loaded at the <code>init</code> action or later. Please see <a href="https://developer.wordpress.org/advanced-administration/debug/debug-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 6.7.0.) in /wordpress/wp-includes/functions.php on line 6121
[05-Jun-2025 15:50:51 UTC] PHP Notice:  Function _load_textdomain_just_in_time was called <strong>incorrectly</strong>. Translation loading for the <code>ai-descriptions-for-woocommerce</code> domain was triggered too early. This is usually an indicator for some code in the plugin or theme running too early. Translations should be loaded at the <code>init</code> action or later. Please see <a href="https://developer.wordpress.org/advanced-administration/debug/debug-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 6.7.0.) in /wordpress/wp-includes/functions.php on line 6121
[05-Jun-2025 15:52:00 UTC] PHP Parse error:  syntax error, unexpected token "new" in /wordpress/wp-content/plugins/ajaxd-wordpress/aWP.php on line 613
[05-Jun-2025 15:52:09 UTC] PHP Parse error:  syntax error, unexpected token "new" in /wordpress/wp-content/plugins/ajaxd-wordpress/aWP.php on line 613
[05-Jun-2025 15:52:19 UTC] PHP Parse error:  syntax error, unexpected token "new" in /wordpress/wp-content/plugins/ajaxd-wordpress/aWP.php on line 613
[05-Jun-2025 15:53:41 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/amazon-s3-uploads/plugin/asssu/__init.php on line 170
[05-Jun-2025 15:53:41 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/amazon-s3-uploads/plugin/asssu/__init.php on line 174
[05-Jun-2025 15:53:41 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/amazon-s3-uploads/plugin/asssu/__init.php on line 170
[05-Jun-2025 15:53:41 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/amazon-s3-uploads/plugin/asssu/__init.php on line 174
[05-Jun-2025 15:53:41 UTC] PHP Notice:  Accessing static property asssu\AsssuDb::$table as non static in /wordpress/wp-content/plugins/amazon-s3-uploads/plugin/asssu/__init.php on line 533
[05-Jun-2025 15:53:41 UTC] PHP Notice:  Accessing static property asssu\AsssuDb::$table as non static in /wordpress/wp-content/plugins/amazon-s3-uploads/plugin/asssu/__init.php on line 76
[05-Jun-2025 15:53:41 UTC] WordPress database error <div style="clear:both">&nbsp;</div>
<div class="queries" style="clear:both;margin-bottom:2px;border:red dotted thin;">
<p>MySQL query:</p>
<p>SELECT * FROM wp_asssu WHERE site_url like "127.0.0.1:9400"</p>
<p>Queries made or created this session were:</p>
<ol>
<li>Executing: BEGIN IMMEDIATE | (no parameters)</li>
<li>Executing: SELECT * FROM `wp_asssu` WHERE `site_url` like '127.0.0.1:9400' ESCAPE '\' | (no parameters)</li>
<li>Executing: ROLLBACK | (no parameters)</li>
</ol>
</div>
<div style="clear:both;margin-bottom:2px;border:red dotted thin;" class="error_message" style="border-bottom:dotted blue thin;">
SQLSTATE[HY000]: General error: 1 no such table: wp_asssu
</div>
<p>Backtrace:</p>
<pre>#0 /internal/shared/sqlite-database-integration/wp-includes/sqlite-ast/class-wp-sqlite-driver.php(683): WP_SQLite_Driver->new_driver_exception('SQLSTATE[HY000]...', 'HY000', Object(PDOException))
#1 /internal/shared/sqlite-database-integration/wp-includes/sqlite/class-wp-sqlite-db.php(491): WP_SQLite_Driver->query('SELECT * FROM w...')
#2 /internal/shared/sqlite-database-integration/wp-includes/sqlite/class-wp-sqlite-db.php(432): WP_SQLite_DB->_do_query('SELECT * FROM w...')
#3 /wordpress/wp-includes/class-wpdb.php(3065): WP_SQLite_DB->query('SELECT * FROM w...')
#4 /wordpress/wp-content/plugins/amazon-s3-uploads/plugin/asssu/__init.php(76): wpdb->get_row('SELECT * FROM w...', 'ARRAY_A')
#5 /wordpress/wp-content/plugins/amazon-s3-uploads/asssu.php(12): asssu\Asssu->__construct()
#6 /wordpress/wp-admin/includes/plugin.php(2387): include_once('/wordpress/wp-c...')
#7 /wordpress/wp-admin/includes/plugin.php(673): plugin_sandbox_scrape('amazon-s3-uploa...')
#8 /internal/eval.php(20): activate_plugin('amazon-s3-uploa...')
#9 {main}</pre>
 for query SELECT * FROM wp_asssu WHERE site_url like "127.0.0.1:9400" made by activate_plugin, plugin_sandbox_scrape, include_once('/plugins/amazon-s3-uploads/asssu.php'), asssu\Asssu->__construct, WP_SQLite_DB->query, WP_SQLite_DB->print_error
[05-Jun-2025 15:53:41 UTC] PHP Notice:  Accessing static property asssu\AsssuDb::$table as non static in /wordpress/wp-content/plugins/amazon-s3-uploads/plugin/asssu/__init.php on line 95
[05-Jun-2025 15:53:41 UTC] PHP Notice:  Accessing static property asssu\AsssuDb::$table as non static in /wordpress/wp-content/plugins/amazon-s3-uploads/plugin/asssu/__init.php on line 563
[05-Jun-2025 15:53:41 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/amazon-s3-uploads/plugin/asssu/__init.php on line 170
[05-Jun-2025 15:53:41 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/amazon-s3-uploads/plugin/asssu/__init.php on line 174
[05-Jun-2025 15:53:41 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/amazon-s3-uploads/plugin/asssu/__init.php on line 170
[05-Jun-2025 15:53:41 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/amazon-s3-uploads/plugin/asssu/__init.php on line 174
[05-Jun-2025 15:53:41 UTC] PHP Notice:  Accessing static property asssu\AsssuDb::$table as non static in /wordpress/wp-content/plugins/amazon-s3-uploads/plugin/asssu/__init.php on line 533
[05-Jun-2025 15:53:41 UTC] PHP Notice:  Accessing static property asssu\AsssuDb::$table as non static in /wordpress/wp-content/plugins/amazon-s3-uploads/plugin/asssu/__init.php on line 76
[05-Jun-2025 15:53:41 UTC] PHP Notice:  Accessing static property asssu\AsssuDb::$table as non static in /wordpress/wp-content/plugins/amazon-s3-uploads/plugin/asssu/__init.php on line 95
[05-Jun-2025 15:53:41 UTC] PHP Notice:  Accessing static property asssu\AsssuDb::$table as non static in /wordpress/wp-content/plugins/amazon-s3-uploads/plugin/asssu/__init.php on line 99
[05-Jun-2025 15:53:42 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/amazon-s3-uploads/plugin/asssu/__init.php on line 170
[05-Jun-2025 15:53:42 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/amazon-s3-uploads/plugin/asssu/__init.php on line 174
[05-Jun-2025 15:53:42 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/amazon-s3-uploads/plugin/asssu/__init.php on line 170
[05-Jun-2025 15:53:42 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/amazon-s3-uploads/plugin/asssu/__init.php on line 174
[05-Jun-2025 15:53:42 UTC] PHP Notice:  Accessing static property asssu\AsssuDb::$table as non static in /wordpress/wp-content/plugins/amazon-s3-uploads/plugin/asssu/__init.php on line 533
[05-Jun-2025 15:53:42 UTC] PHP Notice:  Accessing static property asssu\AsssuDb::$table as non static in /wordpress/wp-content/plugins/amazon-s3-uploads/plugin/asssu/__init.php on line 76
[05-Jun-2025 15:53:42 UTC] PHP Notice:  Accessing static property asssu\AsssuDb::$table as non static in /wordpress/wp-content/plugins/amazon-s3-uploads/plugin/asssu/__init.php on line 95
[05-Jun-2025 15:53:42 UTC] PHP Notice:  Accessing static property asssu\AsssuDb::$table as non static in /wordpress/wp-content/plugins/amazon-s3-uploads/plugin/asssu/__init.php on line 99
[05-Jun-2025 15:53:55 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/amazon-s3-uploads/plugin/asssu/__init.php on line 170
[05-Jun-2025 15:53:55 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/amazon-s3-uploads/plugin/asssu/__init.php on line 174
[05-Jun-2025 15:53:55 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/amazon-s3-uploads/plugin/asssu/__init.php on line 170
[05-Jun-2025 15:53:55 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/amazon-s3-uploads/plugin/asssu/__init.php on line 174
[05-Jun-2025 15:53:55 UTC] PHP Notice:  Accessing static property asssu\AsssuDb::$table as non static in /wordpress/wp-content/plugins/amazon-s3-uploads/plugin/asssu/__init.php on line 533
[05-Jun-2025 15:53:55 UTC] PHP Notice:  Accessing static property asssu\AsssuDb::$table as non static in /wordpress/wp-content/plugins/amazon-s3-uploads/plugin/asssu/__init.php on line 76
[05-Jun-2025 15:53:55 UTC] WordPress database error <div style="clear:both">&nbsp;</div>
<div class="queries" style="clear:both;margin-bottom:2px;border:red dotted thin;">
<p>MySQL query:</p>
<p>SELECT * FROM wp_asssu WHERE site_url like "127.0.0.1:9400"</p>
<p>Queries made or created this session were:</p>
<ol>
<li>Executing: BEGIN IMMEDIATE | (no parameters)</li>
<li>Executing: SELECT * FROM `wp_asssu` WHERE `site_url` like '127.0.0.1:9400' ESCAPE '\' | (no parameters)</li>
<li>Executing: ROLLBACK | (no parameters)</li>
</ol>
</div>
<div style="clear:both;margin-bottom:2px;border:red dotted thin;" class="error_message" style="border-bottom:dotted blue thin;">
SQLSTATE[HY000]: General error: 1 no such table: wp_asssu
</div>
<p>Backtrace:</p>
<pre>#0 /internal/shared/sqlite-database-integration/wp-includes/sqlite-ast/class-wp-sqlite-driver.php(683): WP_SQLite_Driver->new_driver_exception('SQLSTATE[HY000]...', 'HY000', Object(PDOException))
#1 /internal/shared/sqlite-database-integration/wp-includes/sqlite/class-wp-sqlite-db.php(491): WP_SQLite_Driver->query('SELECT * FROM w...')
#2 /internal/shared/sqlite-database-integration/wp-includes/sqlite/class-wp-sqlite-db.php(432): WP_SQLite_DB->_do_query('SELECT * FROM w...')
#3 /wordpress/wp-includes/class-wpdb.php(3065): WP_SQLite_DB->query('SELECT * FROM w...')
#4 /wordpress/wp-content/plugins/amazon-s3-uploads/plugin/asssu/__init.php(76): wpdb->get_row('SELECT * FROM w...', 'ARRAY_A')
#5 /wordpress/wp-content/plugins/amazon-s3-uploads/asssu.php(12): asssu\Asssu->__construct()
#6 /wordpress/wp-admin/includes/plugin.php(2387): include_once('/wordpress/wp-c...')
#7 /wordpress/wp-admin/includes/plugin.php(673): plugin_sandbox_scrape('amazon-s3-uploa...')
#8 /internal/eval.php(20): activate_plugin('amazon-s3-uploa...')
#9 {main}</pre>
 for query SELECT * FROM wp_asssu WHERE site_url like "127.0.0.1:9400" made by activate_plugin, plugin_sandbox_scrape, include_once('/plugins/amazon-s3-uploads/asssu.php'), asssu\Asssu->__construct, WP_SQLite_DB->query, WP_SQLite_DB->print_error
[05-Jun-2025 15:53:55 UTC] PHP Notice:  Accessing static property asssu\AsssuDb::$table as non static in /wordpress/wp-content/plugins/amazon-s3-uploads/plugin/asssu/__init.php on line 95
[05-Jun-2025 15:53:55 UTC] PHP Notice:  Accessing static property asssu\AsssuDb::$table as non static in /wordpress/wp-content/plugins/amazon-s3-uploads/plugin/asssu/__init.php on line 563
[05-Jun-2025 15:53:55 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/amazon-s3-uploads/plugin/asssu/__init.php on line 170
[05-Jun-2025 15:53:55 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/amazon-s3-uploads/plugin/asssu/__init.php on line 174
[05-Jun-2025 15:53:55 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/amazon-s3-uploads/plugin/asssu/__init.php on line 170
[05-Jun-2025 15:53:55 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/amazon-s3-uploads/plugin/asssu/__init.php on line 174
[05-Jun-2025 15:53:55 UTC] PHP Notice:  Accessing static property asssu\AsssuDb::$table as non static in /wordpress/wp-content/plugins/amazon-s3-uploads/plugin/asssu/__init.php on line 533
[05-Jun-2025 15:53:55 UTC] PHP Notice:  Accessing static property asssu\AsssuDb::$table as non static in /wordpress/wp-content/plugins/amazon-s3-uploads/plugin/asssu/__init.php on line 76
[05-Jun-2025 15:53:55 UTC] PHP Notice:  Accessing static property asssu\AsssuDb::$table as non static in /wordpress/wp-content/plugins/amazon-s3-uploads/plugin/asssu/__init.php on line 95
[05-Jun-2025 15:53:55 UTC] PHP Notice:  Accessing static property asssu\AsssuDb::$table as non static in /wordpress/wp-content/plugins/amazon-s3-uploads/plugin/asssu/__init.php on line 99
[05-Jun-2025 15:53:56 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/amazon-s3-uploads/plugin/asssu/__init.php on line 170
[05-Jun-2025 15:53:56 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/amazon-s3-uploads/plugin/asssu/__init.php on line 174
[05-Jun-2025 15:53:56 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/amazon-s3-uploads/plugin/asssu/__init.php on line 170
[05-Jun-2025 15:53:56 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/amazon-s3-uploads/plugin/asssu/__init.php on line 174
[05-Jun-2025 15:53:56 UTC] PHP Notice:  Accessing static property asssu\AsssuDb::$table as non static in /wordpress/wp-content/plugins/amazon-s3-uploads/plugin/asssu/__init.php on line 533
[05-Jun-2025 15:53:56 UTC] PHP Notice:  Accessing static property asssu\AsssuDb::$table as non static in /wordpress/wp-content/plugins/amazon-s3-uploads/plugin/asssu/__init.php on line 76
[05-Jun-2025 15:53:56 UTC] PHP Notice:  Accessing static property asssu\AsssuDb::$table as non static in /wordpress/wp-content/plugins/amazon-s3-uploads/plugin/asssu/__init.php on line 95
[05-Jun-2025 15:53:56 UTC] PHP Notice:  Accessing static property asssu\AsssuDb::$table as non static in /wordpress/wp-content/plugins/amazon-s3-uploads/plugin/asssu/__init.php on line 99
[05-Jun-2025 15:54:11 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/amazon-s3-uploads/plugin/asssu/__init.php on line 170
[05-Jun-2025 15:54:11 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/amazon-s3-uploads/plugin/asssu/__init.php on line 174
[05-Jun-2025 15:54:11 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/amazon-s3-uploads/plugin/asssu/__init.php on line 170
[05-Jun-2025 15:54:11 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/amazon-s3-uploads/plugin/asssu/__init.php on line 174
[05-Jun-2025 15:54:11 UTC] PHP Notice:  Accessing static property asssu\AsssuDb::$table as non static in /wordpress/wp-content/plugins/amazon-s3-uploads/plugin/asssu/__init.php on line 533
[05-Jun-2025 15:54:11 UTC] PHP Notice:  Accessing static property asssu\AsssuDb::$table as non static in /wordpress/wp-content/plugins/amazon-s3-uploads/plugin/asssu/__init.php on line 76
[05-Jun-2025 15:54:11 UTC] WordPress database error <div style="clear:both">&nbsp;</div>
<div class="queries" style="clear:both;margin-bottom:2px;border:red dotted thin;">
<p>MySQL query:</p>
<p>SELECT * FROM wp_asssu WHERE site_url like "127.0.0.1:9400"</p>
<p>Queries made or created this session were:</p>
<ol>
<li>Executing: BEGIN IMMEDIATE | (no parameters)</li>
<li>Executing: SELECT * FROM `wp_asssu` WHERE `site_url` like '127.0.0.1:9400' ESCAPE '\' | (no parameters)</li>
<li>Executing: ROLLBACK | (no parameters)</li>
</ol>
</div>
<div style="clear:both;margin-bottom:2px;border:red dotted thin;" class="error_message" style="border-bottom:dotted blue thin;">
SQLSTATE[HY000]: General error: 1 no such table: wp_asssu
</div>
<p>Backtrace:</p>
<pre>#0 /internal/shared/sqlite-database-integration/wp-includes/sqlite-ast/class-wp-sqlite-driver.php(683): WP_SQLite_Driver->new_driver_exception('SQLSTATE[HY000]...', 'HY000', Object(PDOException))
#1 /internal/shared/sqlite-database-integration/wp-includes/sqlite/class-wp-sqlite-db.php(491): WP_SQLite_Driver->query('SELECT * FROM w...')
#2 /internal/shared/sqlite-database-integration/wp-includes/sqlite/class-wp-sqlite-db.php(432): WP_SQLite_DB->_do_query('SELECT * FROM w...')
#3 /wordpress/wp-includes/class-wpdb.php(3065): WP_SQLite_DB->query('SELECT * FROM w...')
#4 /wordpress/wp-content/plugins/amazon-s3-uploads/plugin/asssu/__init.php(76): wpdb->get_row('SELECT * FROM w...', 'ARRAY_A')
#5 /wordpress/wp-content/plugins/amazon-s3-uploads/asssu.php(12): asssu\Asssu->__construct()
#6 /wordpress/wp-admin/includes/plugin.php(2387): include_once('/wordpress/wp-c...')
#7 /wordpress/wp-admin/includes/plugin.php(673): plugin_sandbox_scrape('amazon-s3-uploa...')
#8 /internal/eval.php(20): activate_plugin('amazon-s3-uploa...')
#9 {main}</pre>
 for query SELECT * FROM wp_asssu WHERE site_url like "127.0.0.1:9400" made by activate_plugin, plugin_sandbox_scrape, include_once('/plugins/amazon-s3-uploads/asssu.php'), asssu\Asssu->__construct, WP_SQLite_DB->query, WP_SQLite_DB->print_error
[05-Jun-2025 15:54:11 UTC] PHP Notice:  Accessing static property asssu\AsssuDb::$table as non static in /wordpress/wp-content/plugins/amazon-s3-uploads/plugin/asssu/__init.php on line 95
[05-Jun-2025 15:54:11 UTC] PHP Notice:  Accessing static property asssu\AsssuDb::$table as non static in /wordpress/wp-content/plugins/amazon-s3-uploads/plugin/asssu/__init.php on line 563
[05-Jun-2025 15:54:11 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/amazon-s3-uploads/plugin/asssu/__init.php on line 170
[05-Jun-2025 15:54:11 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/amazon-s3-uploads/plugin/asssu/__init.php on line 174
[05-Jun-2025 15:54:11 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/amazon-s3-uploads/plugin/asssu/__init.php on line 170
[05-Jun-2025 15:54:11 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/amazon-s3-uploads/plugin/asssu/__init.php on line 174
[05-Jun-2025 15:54:11 UTC] PHP Notice:  Accessing static property asssu\AsssuDb::$table as non static in /wordpress/wp-content/plugins/amazon-s3-uploads/plugin/asssu/__init.php on line 533
[05-Jun-2025 15:54:11 UTC] PHP Notice:  Accessing static property asssu\AsssuDb::$table as non static in /wordpress/wp-content/plugins/amazon-s3-uploads/plugin/asssu/__init.php on line 76
[05-Jun-2025 15:54:11 UTC] PHP Notice:  Accessing static property asssu\AsssuDb::$table as non static in /wordpress/wp-content/plugins/amazon-s3-uploads/plugin/asssu/__init.php on line 95
[05-Jun-2025 15:54:11 UTC] PHP Notice:  Accessing static property asssu\AsssuDb::$table as non static in /wordpress/wp-content/plugins/amazon-s3-uploads/plugin/asssu/__init.php on line 99
[05-Jun-2025 15:54:12 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/amazon-s3-uploads/plugin/asssu/__init.php on line 170
[05-Jun-2025 15:54:12 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/amazon-s3-uploads/plugin/asssu/__init.php on line 174
[05-Jun-2025 15:54:12 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/amazon-s3-uploads/plugin/asssu/__init.php on line 170
[05-Jun-2025 15:54:12 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/amazon-s3-uploads/plugin/asssu/__init.php on line 174
[05-Jun-2025 15:54:12 UTC] PHP Notice:  Accessing static property asssu\AsssuDb::$table as non static in /wordpress/wp-content/plugins/amazon-s3-uploads/plugin/asssu/__init.php on line 533
[05-Jun-2025 15:54:12 UTC] PHP Notice:  Accessing static property asssu\AsssuDb::$table as non static in /wordpress/wp-content/plugins/amazon-s3-uploads/plugin/asssu/__init.php on line 76
[05-Jun-2025 15:54:12 UTC] PHP Notice:  Accessing static property asssu\AsssuDb::$table as non static in /wordpress/wp-content/plugins/amazon-s3-uploads/plugin/asssu/__init.php on line 95
[05-Jun-2025 15:54:12 UTC] PHP Notice:  Accessing static property asssu\AsssuDb::$table as non static in /wordpress/wp-content/plugins/amazon-s3-uploads/plugin/asssu/__init.php on line 99
[05-Jun-2025 15:54:53 UTC] PHP Warning:  Use of undefined constant STDERR - assumed 'STDERR' (this will throw an Error in a future version of PHP) in /wordpress/wp-content/plugins/ap-gist-api-code-insert/vendor/composer/platform_check.php on line 17
[05-Jun-2025 15:54:53 UTC] PHP Warning:  fwrite() expects parameter 1 to be resource, string given in /wordpress/wp-content/plugins/ap-gist-api-code-insert/vendor/composer/platform_check.php on line 17
[05-Jun-2025 15:54:53 UTC] PHP Fatal error:  Composer detected issues in your platform: Your Composer dependencies require a PHP version ">= 7.4.0". You are running 7.2.34-dev. in /wordpress/wp-content/plugins/ap-gist-api-code-insert/vendor/composer/platform_check.php on line 24
[05-Jun-2025 15:55:07 UTC] PHP Warning:  Use of undefined constant STDERR - assumed 'STDERR' (this will throw an Error in a future version of PHP) in /wordpress/wp-content/plugins/ap-gist-api-code-insert/vendor/composer/platform_check.php on line 17
[05-Jun-2025 15:55:07 UTC] PHP Warning:  fwrite() expects parameter 1 to be resource, string given in /wordpress/wp-content/plugins/ap-gist-api-code-insert/vendor/composer/platform_check.php on line 17
[05-Jun-2025 15:55:07 UTC] PHP Fatal error:  Composer detected issues in your platform: Your Composer dependencies require a PHP version ">= 7.4.0". You are running 7.2.34-dev. in /wordpress/wp-content/plugins/ap-gist-api-code-insert/vendor/composer/platform_check.php on line 24
[05-Jun-2025 15:55:20 UTC] PHP Warning:  Use of undefined constant STDERR - assumed 'STDERR' (this will throw an Error in a future version of PHP) in /wordpress/wp-content/plugins/ap-gist-api-code-insert/vendor/composer/platform_check.php on line 17
[05-Jun-2025 15:55:20 UTC] PHP Warning:  fwrite() expects parameter 1 to be resource, string given in /wordpress/wp-content/plugins/ap-gist-api-code-insert/vendor/composer/platform_check.php on line 17
[05-Jun-2025 15:55:20 UTC] PHP Fatal error:  Composer detected issues in your platform: Your Composer dependencies require a PHP version ">= 7.4.0". You are running 7.2.34-dev. in /wordpress/wp-content/plugins/ap-gist-api-code-insert/vendor/composer/platform_check.php on line 24

    at Object.onBind (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/cli/run-cli-j-geJYS3.js:325:15)
    at process.processTicksAndRejections (node:internal/process/task_queues:105:5)
    at async re (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/cli/run-cli-j-geJYS3.js:149:10) {
  [cause]: Error: Error when executing the blueprint step #1 ({"step":"installPlugin","pluginData":{"resource":"wordpress.org/plugins","slug":"ap-gist-api-code-insert"},"options":{"activate":true}}) : PHP.run() failed with exit code 255 and the following output: 
      at Object.run (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/blueprints/index.js:12093:19)
      at process.processTicksAndRejections (node:internal/process/task_queues:105:5)
      at async ys (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/blueprints/index.js:12196:3)
