file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/cli/index.js:237
        throw new Error(y, { cause: u });
              ^

Error: [14-Apr-2025 16:34:27 UTC] PHP Warning:  Undefined array key "dashboard_right_now" in /wordpress/wp-content/plugins/cawaii-admin/cawaii-admin.php on line 26
  thrown in /wordpress/wp-content/plugins/college-football-d1a-team-stats/extlib/Snoopy.class.inc on line 426
[14-Apr-2025 16:39:02 UTC] PHP Fatal error:  Uncaught Error: Undefined constant "gzinflate" in /wordpress/wp-content/plugins/college-football-d1a-team-stats/extlib/Snoopy.class.inc:426
Stack trace:
#0 /wordpress/wp-content/plugins/college-football-d1a-team-stats/extlib/Snoopy.class.inc(152): AutoBlogSnoopy->_httprequest('/cfbd1a_stats_m...', Resource id #508, 'http://www.ibet...', 'GET')
#1 /wordpress/wp-content/plugins/college-football-d1a-team-stats/rss_fetch.inc(277): AutoBlogSnoopy->fetch('http://www.ibet...')
#2 /wordpress/wp-content/plugins/college-football-d1a-team-stats/rss_fetch.inc(99): _cfb_d1a_fetch_remote_file('http://www.ibet...')
#3 /wordpress/wp-content/plugins/college-football-d1a-team-stats/cfb-d1a-team-stats.php(60): cfb_d1a_fetch_rss('http://www.ibet...')
#4 /wordpress/wp-includes/class-wp-hook.php(324): cfb_d1a_stats_install(false)
#5 /wordpress/wp-includes/class-wp-hook.php(348): WP_Hook->apply_filters('', Array)
#6 /wordpress/wp-includes/plugin.php(517): WP_Hook->do_action(Array)
#7 /wordpress/wp-admin/includes/plugin.php(703): do_action('activate_colleg...', false)
#8 /internal/eval.php(20): activate_plugin('college-footbal...')
#9 {main}
  thrown in /wordpress/wp-content/plugins/college-football-d1a-team-stats/extlib/Snoopy.class.inc on line 426
[14-Apr-2025 16:39:10 UTC] PHP Fatal error:  Uncaught Error: Undefined constant "gzinflate" in /wordpress/wp-content/plugins/college-football-d1a-team-stats/extlib/Snoopy.class.inc:426
Stack trace:
#0 /wordpress/wp-content/plugins/college-football-d1a-team-stats/extlib/Snoopy.class.inc(152): AutoBlogSnoopy->_httprequest('/cfbd1a_stats_m...', Resource id #508, 'http://www.ibet...', 'GET')
#1 /wordpress/wp-content/plugins/college-football-d1a-team-stats/rss_fetch.inc(277): AutoBlogSnoopy->fetch('http://www.ibet...')
#2 /wordpress/wp-content/plugins/college-football-d1a-team-stats/rss_fetch.inc(99): _cfb_d1a_fetch_remote_file('http://www.ibet...')
#3 /wordpress/wp-content/plugins/college-football-d1a-team-stats/cfb-d1a-team-stats.php(60): cfb_d1a_fetch_rss('http://www.ibet...')
#4 /wordpress/wp-includes/class-wp-hook.php(324): cfb_d1a_stats_install(false)
#5 /wordpress/wp-includes/class-wp-hook.php(348): WP_Hook->apply_filters('', Array)
#6 /wordpress/wp-includes/plugin.php(517): WP_Hook->do_action(Array)
#7 /wordpress/wp-admin/includes/plugin.php(703): do_action('activate_colleg...', false)
#8 /internal/eval.php(20): activate_plugin('college-footbal...')
#9 {main}
  thrown in /wordpress/wp-content/plugins/college-football-d1a-team-stats/extlib/Snoopy.class.inc on line 426
[14-Apr-2025 16:40:08 UTC] PHP Deprecated:  Required parameter $atts follows optional parameter $object in /wordpress/wp-content/plugins/connections-business-directory-offers/connections-business-directory-offers.php on line 166
[14-Apr-2025 16:40:09 UTC] PHP Deprecated:  Required parameter $atts follows optional parameter $object in /wordpress/wp-content/plugins/connections-business-directory-offers/connections-business-directory-offers.php on line 166
[14-Apr-2025 16:40:17 UTC] PHP Deprecated:  Required parameter $atts follows optional parameter $object in /wordpress/wp-content/plugins/connections-business-directory-offers/connections-business-directory-offers.php on line 166
[14-Apr-2025 16:40:18 UTC] PHP Deprecated:  Required parameter $atts follows optional parameter $object in /wordpress/wp-content/plugins/connections-business-directory-offers/connections-business-directory-offers.php on line 166
[14-Apr-2025 16:40:26 UTC] PHP Deprecated:  Required parameter $atts follows optional parameter $object in /wordpress/wp-content/plugins/connections-business-directory-offers/connections-business-directory-offers.php on line 166
[14-Apr-2025 16:40:27 UTC] PHP Deprecated:  Required parameter $atts follows optional parameter $object in /wordpress/wp-content/plugins/connections-business-directory-offers/connections-business-directory-offers.php on line 166
[14-Apr-2025 16:42:18 UTC] PHP Fatal error:  Uncaught Error: Call to undefined function create_function() in /wordpress/wp-content/plugins/cr3ativ-carousel/cr3ativ-carousel-widget.php:135
Stack trace:
#0 /wordpress/wp-content/plugins/cr3ativ-carousel/cr3ativ-carousel.php(174): include_once()
#1 /wordpress/wp-admin/includes/plugin.php(2387): include_once('/wordpress/wp-c...')
#2 /wordpress/wp-admin/includes/plugin.php(673): plugin_sandbox_scrape('cr3ativ-carouse...')
#3 /internal/eval.php(20): activate_plugin('cr3ativ-carouse...')
#4 {main}
  thrown in /wordpress/wp-content/plugins/cr3ativ-carousel/cr3ativ-carousel-widget.php on line 135
[14-Apr-2025 16:42:27 UTC] PHP Fatal error:  Uncaught Error: Call to undefined function create_function() in /wordpress/wp-content/plugins/cr3ativ-carousel/cr3ativ-carousel-widget.php:135
Stack trace:
#0 /wordpress/wp-content/plugins/cr3ativ-carousel/cr3ativ-carousel.php(174): include_once()
#1 /wordpress/wp-admin/includes/plugin.php(2387): include_once('/wordpress/wp-c...')
#2 /wordpress/wp-admin/includes/plugin.php(673): plugin_sandbox_scrape('cr3ativ-carouse...')
#3 /internal/eval.php(20): activate_plugin('cr3ativ-carouse...')
#4 {main}
  thrown in /wordpress/wp-content/plugins/cr3ativ-carousel/cr3ativ-carousel-widget.php on line 135
[14-Apr-2025 16:42:34 UTC] PHP Fatal error:  Uncaught Error: Call to undefined function create_function() in /wordpress/wp-content/plugins/cr3ativ-carousel/cr3ativ-carousel-widget.php:135
Stack trace:
#0 /wordpress/wp-content/plugins/cr3ativ-carousel/cr3ativ-carousel.php(174): include_once()
#1 /wordpress/wp-admin/includes/plugin.php(2387): include_once('/wordpress/wp-c...')
#2 /wordpress/wp-admin/includes/plugin.php(673): plugin_sandbox_scrape('cr3ativ-carouse...')
#3 /internal/eval.php(20): activate_plugin('cr3ativ-carouse...')
#4 {main}
  thrown in /wordpress/wp-content/plugins/cr3ativ-carousel/cr3ativ-carousel-widget.php on line 135
[14-Apr-2025 16:42:45 UTC] PHP Fatal error:  Uncaught Exception: Unable to set up the private key. error:0200102C:system library:fopen:No such file or directory. Please try activating the plugin again! in /wordpress/wp-content/plugins/cryptocurrency-donation-box/includes/Api.php:100
Stack trace:
#0 /wordpress/wp-content/plugins/cryptocurrency-donation-box/cryptocurrency-donation-box.php(247): CdbbcMetaApi::setupKeypair()
#1 /wordpress/wp-includes/class-wp-hook.php(324): Cryptocurrency_Donation_Box::activate(false)
#2 /wordpress/wp-includes/class-wp-hook.php(348): WP_Hook->apply_filters('', Array)
#3 /wordpress/wp-includes/plugin.php(517): WP_Hook->do_action(Array)
#4 /wordpress/wp-admin/includes/plugin.php(703): do_action('activate_crypto...', false)
#5 /internal/eval.php(20): activate_plugin('cryptocurrency-...')
#6 {main}
  thrown in /wordpress/wp-content/plugins/cryptocurrency-donation-box/includes/Api.php on line 100
[14-Apr-2025 16:42:54 UTC] PHP Fatal error:  Uncaught Exception: Unable to set up the private key. error:0200102C:system library:fopen:No such file or directory. Please try activating the plugin again! in /wordpress/wp-content/plugins/cryptocurrency-donation-box/includes/Api.php:100
Stack trace:
#0 /wordpress/wp-content/plugins/cryptocurrency-donation-box/cryptocurrency-donation-box.php(247): CdbbcMetaApi::setupKeypair()
#1 /wordpress/wp-includes/class-wp-hook.php(324): Cryptocurrency_Donation_Box::activate(false)
#2 /wordpress/wp-includes/class-wp-hook.php(348): WP_Hook->apply_filters('', Array)
#3 /wordpress/wp-includes/plugin.php(517): WP_Hook->do_action(Array)
#4 /wordpress/wp-admin/includes/plugin.php(703): do_action('activate_crypto...', false)
#5 /internal/eval.php(20): activate_plugin('cryptocurrency-...')
#6 {main}
  thrown in /wordpress/wp-content/plugins/cryptocurrency-donation-box/includes/Api.php on line 100

    at Object.onBind (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/cli/index.js:237:15)
    at process.processTicksAndRejections (node:internal/process/task_queues:105:5)
    at async V (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/cli/index.js:64:10)
    at async ja (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/cli/cli.js:8161:12) {
  [cause]: Error: Error when executing the blueprint step #1 ({"step":"installPlugin","pluginData":{"resource":"wordpress.org/plugins","slug":"cryptocurrency-donation-box"},"options":{"activate":true}}) : PHP.run() failed with exit code 255 and the following output: 
      at Object.run (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/blueprints/index.js:12449:19)
      at process.processTicksAndRejections (node:internal/process/task_queues:105:5)
      at async ms (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/blueprints/index.js:12552:3)
      ... 2 lines matching cause stack trace ...
      at async ja (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/cli/cli.js:8161:12) {
    [cause]: PHPExecutionFailureError: PHP.run() failed with exit code 255 and the following output: 
        at PHP.run (file:///home/runner/work/playground-tester/playground-tester/node_modules/@php-wasm/universal/index.js:987:19)
        at process.processTicksAndRejections (node:internal/process/task_queues:105:5)
        at async wr (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/blueprints/index.js:33:39)
        at async Object.gt [as installPlugin] (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/blueprints/index.js:974:42)
        at async g (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/blueprints/index.js:12517:30)
        at async Object.run (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/blueprints/index.js:12446:23)
        at async ms (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/blueprints/index.js:12552:3)
        at async Object.onBind (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/cli/index.js:227:48)
        at async V (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/cli/index.js:64:10)
        at async ja (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/cli/cli.js:8161:12) {
      response: PHPResponse {
        httpStatusCode: 500,
        headers: {
          'x-powered-by': [ 'PHP/8.0.30-dev' ],
          'content-type': [ 'text/html; charset=UTF-8' ]
        },
        bytes: Uint8Array(4) [ 32, 32, 32, 32 ],
        exitCode: 255,
        errors: ''
      },
      source: 'request'
    }
  }
}

Node.js v23.11.0
