file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/cli/run-cli-j-geJYS3.js:325
        throw new Error($, { cause: h });
              ^

Error: [17-Jun-2025 11:49:01 UTC] PHP Warning:  Undefined array key 0 in /wordpress/wp-content/plugins/pararius-office/lib/Base.php on line 28
[17-Jun-2025 11:58:30 UTC] PHP Warning:  Undefined array key "tit" in /wordpress/wp-content/plugins/realtime-tech-news/realtimetechnews.php on line 16
[17-Jun-2025 11:58:30 UTC] PHP Deprecated:  Function register_sidebar_widget is <strong>deprecated</strong> since version 2.8.0! Use wp_register_sidebar_widget() instead. in /wordpress/wp-includes/functions.php on line 6121
[17-Jun-2025 11:58:30 UTC] PHP Deprecated:  Function register_widget_control is <strong>deprecated</strong> since version 2.8.0! Use wp_register_widget_control() instead. in /wordpress/wp-includes/functions.php on line 6121
[17-Jun-2025 11:58:38 UTC] PHP Warning:  Undefined array key "width" in /wordpress/wp-content/plugins/realtime-tech-news/realtimetechnews.php on line 16
[17-Jun-2025 11:58:38 UTC] PHP Warning:  Undefined array key "height" in /wordpress/wp-content/plugins/realtime-tech-news/realtimetechnews.php on line 16
[17-Jun-2025 11:58:38 UTC] PHP Warning:  Undefined array key "background" in /wordpress/wp-content/plugins/realtime-tech-news/realtimetechnews.php on line 16
[17-Jun-2025 11:58:38 UTC] PHP Warning:  Undefined array key "boxback" in /wordpress/wp-content/plugins/realtime-tech-news/realtimetechnews.php on line 16
[17-Jun-2025 11:58:38 UTC] PHP Warning:  Undefined array key "color" in /wordpress/wp-content/plugins/realtime-tech-news/realtimetechnews.php on line 16
[17-Jun-2025 11:58:38 UTC] PHP Warning:  Undefined array key "zc" in /wordpress/wp-content/plugins/realtime-tech-news/realtimetechnews.php on line 16
[17-Jun-2025 11:58:38 UTC] PHP Warning:  Undefined array key "zbc" in /wordpress/wp-content/plugins/realtime-tech-news/realtimetechnews.php on line 16
[17-Jun-2025 11:58:38 UTC] PHP Warning:  Undefined array key "n" in /wordpress/wp-content/plugins/realtime-tech-news/realtimetechnews.php on line 16
[17-Jun-2025 11:58:38 UTC] PHP Warning:  Undefined array key "ctn" in /wordpress/wp-content/plugins/realtime-tech-news/realtimetechnews.php on line 16
[17-Jun-2025 11:58:38 UTC] PHP Warning:  Undefined array key "tit" in /wordpress/wp-content/plugins/realtime-tech-news/realtimetechnews.php on line 16
[17-Jun-2025 11:58:39 UTC] PHP Warning:  Undefined array key "width" in /wordpress/wp-content/plugins/realtime-tech-news/realtimetechnews.php on line 16
[17-Jun-2025 11:58:39 UTC] PHP Warning:  Undefined array key "height" in /wordpress/wp-content/plugins/realtime-tech-news/realtimetechnews.php on line 16
[17-Jun-2025 11:58:39 UTC] PHP Warning:  Undefined array key "background" in /wordpress/wp-content/plugins/realtime-tech-news/realtimetechnews.php on line 16
[17-Jun-2025 11:58:39 UTC] PHP Warning:  Undefined array key "boxback" in /wordpress/wp-content/plugins/realtime-tech-news/realtimetechnews.php on line 16
[17-Jun-2025 11:58:39 UTC] PHP Warning:  Undefined array key "color" in /wordpress/wp-content/plugins/realtime-tech-news/realtimetechnews.php on line 16
[17-Jun-2025 11:58:39 UTC] PHP Warning:  Undefined array key "zc" in /wordpress/wp-content/plugins/realtime-tech-news/realtimetechnews.php on line 16
[17-Jun-2025 11:58:39 UTC] PHP Warning:  Undefined array key "zbc" in /wordpress/wp-content/plugins/realtime-tech-news/realtimetechnews.php on line 16
[17-Jun-2025 11:58:39 UTC] PHP Warning:  Undefined array key "n" in /wordpress/wp-content/plugins/realtime-tech-news/realtimetechnews.php on line 16
[17-Jun-2025 11:58:39 UTC] PHP Warning:  Undefined array key "ctn" in /wordpress/wp-content/plugins/realtime-tech-news/realtimetechnews.php on line 16
[17-Jun-2025 11:58:39 UTC] PHP Warning:  Undefined array key "tit" in /wordpress/wp-content/plugins/realtime-tech-news/realtimetechnews.php on line 16
[17-Jun-2025 11:58:39 UTC] PHP Deprecated:  Function register_sidebar_widget is <strong>deprecated</strong> since version 2.8.0! Use wp_register_sidebar_widget() instead. in /wordpress/wp-includes/functions.php on line 6121
[17-Jun-2025 11:58:39 UTC] PHP Deprecated:  Function register_widget_control is <strong>deprecated</strong> since version 2.8.0! Use wp_register_widget_control() instead. in /wordpress/wp-includes/functions.php on line 6121
[17-Jun-2025 11:58:47 UTC] PHP Warning:  Undefined array key "width" in /wordpress/wp-content/plugins/realtime-tech-news/realtimetechnews.php on line 16
[17-Jun-2025 11:58:47 UTC] PHP Warning:  Undefined array key "height" in /wordpress/wp-content/plugins/realtime-tech-news/realtimetechnews.php on line 16
[17-Jun-2025 11:58:47 UTC] PHP Warning:  Undefined array key "background" in /wordpress/wp-content/plugins/realtime-tech-news/realtimetechnews.php on line 16
[17-Jun-2025 11:58:47 UTC] PHP Warning:  Undefined array key "boxback" in /wordpress/wp-content/plugins/realtime-tech-news/realtimetechnews.php on line 16
[17-Jun-2025 11:58:47 UTC] PHP Warning:  Undefined array key "color" in /wordpress/wp-content/plugins/realtime-tech-news/realtimetechnews.php on line 16
[17-Jun-2025 11:58:47 UTC] PHP Warning:  Undefined array key "zc" in /wordpress/wp-content/plugins/realtime-tech-news/realtimetechnews.php on line 16
[17-Jun-2025 11:58:47 UTC] PHP Warning:  Undefined array key "zbc" in /wordpress/wp-content/plugins/realtime-tech-news/realtimetechnews.php on line 16
[17-Jun-2025 11:58:47 UTC] PHP Warning:  Undefined array key "n" in /wordpress/wp-content/plugins/realtime-tech-news/realtimetechnews.php on line 16
[17-Jun-2025 11:58:47 UTC] PHP Warning:  Undefined array key "ctn" in /wordpress/wp-content/plugins/realtime-tech-news/realtimetechnews.php on line 16
[17-Jun-2025 11:58:47 UTC] PHP Warning:  Undefined array key "tit" in /wordpress/wp-content/plugins/realtime-tech-news/realtimetechnews.php on line 16
[17-Jun-2025 11:58:48 UTC] PHP Warning:  Undefined array key "width" in /wordpress/wp-content/plugins/realtime-tech-news/realtimetechnews.php on line 16
[17-Jun-2025 11:58:48 UTC] PHP Warning:  Undefined array key "height" in /wordpress/wp-content/plugins/realtime-tech-news/realtimetechnews.php on line 16
[17-Jun-2025 11:58:48 UTC] PHP Warning:  Undefined array key "background" in /wordpress/wp-content/plugins/realtime-tech-news/realtimetechnews.php on line 16
[17-Jun-2025 11:58:48 UTC] PHP Warning:  Undefined array key "boxback" in /wordpress/wp-content/plugins/realtime-tech-news/realtimetechnews.php on line 16
[17-Jun-2025 11:58:48 UTC] PHP Warning:  Undefined array key "color" in /wordpress/wp-content/plugins/realtime-tech-news/realtimetechnews.php on line 16
[17-Jun-2025 11:58:48 UTC] PHP Warning:  Undefined array key "zc" in /wordpress/wp-content/plugins/realtime-tech-news/realtimetechnews.php on line 16
[17-Jun-2025 11:58:48 UTC] PHP Warning:  Undefined array key "zbc" in /wordpress/wp-content/plugins/realtime-tech-news/realtimetechnews.php on line 16
[17-Jun-2025 11:58:48 UTC] PHP Warning:  Undefined array key "n" in /wordpress/wp-content/plugins/realtime-tech-news/realtimetechnews.php on line 16
[17-Jun-2025 11:58:48 UTC] PHP Warning:  Undefined array key "ctn" in /wordpress/wp-content/plugins/realtime-tech-news/realtimetechnews.php on line 16
[17-Jun-2025 11:58:48 UTC] PHP Warning:  Undefined array key "tit" in /wordpress/wp-content/plugins/realtime-tech-news/realtimetechnews.php on line 16
[17-Jun-2025 11:58:48 UTC] PHP Deprecated:  Function register_sidebar_widget is <strong>deprecated</strong> since version 2.8.0! Use wp_register_sidebar_widget() instead. in /wordpress/wp-includes/functions.php on line 6121
[17-Jun-2025 11:58:48 UTC] PHP Deprecated:  Function register_widget_control is <strong>deprecated</strong> since version 2.8.0! Use wp_register_widget_control() instead. in /wordpress/wp-includes/functions.php on line 6121
[17-Jun-2025 11:59:47 UTC] PHP Fatal error:  Uncaught Error: Undefined constant "recipe_day_URL_RSS_DEFAULT" in /wordpress/wp-content/plugins/recipe-of-the-day/recipe_of_the_day.php:11
Stack trace:
#0 /wordpress/wp-admin/includes/plugin.php(2387): include_once()
#1 /wordpress/wp-admin/includes/plugin.php(673): plugin_sandbox_scrape('recipe-of-the-d...')
#2 /internal/eval.php(20): activate_plugin('recipe-of-the-d...')
#3 {main}
  thrown in /wordpress/wp-content/plugins/recipe-of-the-day/recipe_of_the_day.php on line 11

    at Object.onBind (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/cli/run-cli-j-geJYS3.js:325:15)
    at process.processTicksAndRejections (node:internal/process/task_queues:105:5)
    at async re (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/cli/run-cli-j-geJYS3.js:149:10) {
  [cause]: Error: Error when executing the blueprint step #5 ({"step":"installPlugin","pluginData":{"resource":"wordpress.org/plugins","slug":"recipe-of-the-day"},"options":{"activate":true}}) : PHP.run() failed with exit code 255 and the following output: 
      at Object.run (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/blueprints/index.js:12093:19)
      at process.processTicksAndRejections (node:internal/process/task_queues:105:5)
      at async ys (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/blueprints/index.js:12196:3)
      at async Object.onBind (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/cli/run-cli-j-geJYS3.js:315:48)
      at async re (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/cli/run-cli-j-geJYS3.js:149:10) {
    [cause]: PHPExecutionFailureError: PHP.run() failed with exit code 255 and the following output: 
        at PHP.run (file:///home/runner/work/playground-tester/playground-tester/node_modules/@php-wasm/universal/index.js:1034:19)
        at process.processTicksAndRejections (node:internal/process/task_queues:105:5)
        at async wr (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/blueprints/index.js:34:39)
        at async Object.gt [as installPlugin] (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/blueprints/index.js:631:42)
        at async g (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/blueprints/index.js:12161:30)
        at async Object.run (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/blueprints/index.js:12090:23)
        at async ys (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/blueprints/index.js:12196:3)
        at async Object.onBind (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/cli/run-cli-j-geJYS3.js:315:48)
        at async re (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/cli/run-cli-j-geJYS3.js:149:10) {
      response: PHPResponse {
        httpStatusCode: 500,
        headers: {
          'x-powered-by': [ 'PHP/8.0.30-dev' ],
          'content-type': [ 'text/html; charset=UTF-8' ]
        },
        bytes: Uint8Array(0) [],
        exitCode: 255,
        errors: ''
      },
      source: 'request'
    }
  }
}

Node.js v23.11.0
