file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/cli/index.js:237
        throw new Error(y, { cause: u });
              ^

Error: [24-May-2025 06:56:15 UTC] PHP Warning:  Undefined variable $theme in /wordpress/wp-content/plugins/wordpress-sand-box/sandbox.php on line 218
#5 /internal/eval.php(20): activate_plugin('wp-review-bank/...')
#6 {main}
  thrown in /wordpress/wp-content/plugins/wp-review-bank/lib/install-script.php on line 44
[24-May-2025 07:03:02 UTC] PHP Notice:  Only variables should be passed by reference in /wordpress/wp-content/plugins/wp-forum-extention/register.php on line 8
[24-May-2025 07:03:02 UTC] PHP Deprecated:  Required parameter $menu follows optional parameter $page in /wordpress/wp-content/plugins/wp-forum-extention/system/add.php on line 117
[24-May-2025 07:03:02 UTC] PHP Fatal error:  Unparenthesized `a ? b : c ? d : e` is not supported. Use either `(a ? b : c) ? d : e` or `a ? b : (c ? d : e)` in /wordpress/wp-content/plugins/wp-forum-extention/system/html.php on line 143
[24-May-2025 07:03:10 UTC] PHP Notice:  Only variables should be passed by reference in /wordpress/wp-content/plugins/wp-forum-extention/register.php on line 8
[24-May-2025 07:03:10 UTC] PHP Deprecated:  Required parameter $menu follows optional parameter $page in /wordpress/wp-content/plugins/wp-forum-extention/system/add.php on line 117
[24-May-2025 07:03:10 UTC] PHP Fatal error:  Unparenthesized `a ? b : c ? d : e` is not supported. Use either `(a ? b : c) ? d : e` or `a ? b : (c ? d : e)` in /wordpress/wp-content/plugins/wp-forum-extention/system/html.php on line 143
[24-May-2025 07:03:18 UTC] PHP Notice:  Only variables should be passed by reference in /wordpress/wp-content/plugins/wp-forum-extention/register.php on line 8
[24-May-2025 07:03:18 UTC] PHP Deprecated:  Required parameter $menu follows optional parameter $page in /wordpress/wp-content/plugins/wp-forum-extention/system/add.php on line 117
[24-May-2025 07:03:18 UTC] PHP Fatal error:  Unparenthesized `a ? b : c ? d : e` is not supported. Use either `(a ? b : c) ? d : e` or `a ? b : (c ? d : e)` in /wordpress/wp-content/plugins/wp-forum-extention/system/html.php on line 143
[24-May-2025 07:03:29 UTC] PHP Warning:  Undefined variable $wp_geometa_version in /wordpress/wp-content/plugins/wp-geometa/lib/wp-geometa-lib/wp-geometa-lib.php on line 34
[24-May-2025 07:03:29 UTC] PHP Warning:  Undefined variable $wp_geometa_max_version in /wordpress/wp-content/plugins/wp-geometa/lib/wp-geometa-lib/wp-geometa-lib.php on line 34
[24-May-2025 07:03:39 UTC] PHP Warning:  Undefined variable $wp_geometa_version in /wordpress/wp-content/plugins/wp-geometa/lib/wp-geometa-lib/wp-geometa-lib.php on line 34
[24-May-2025 07:03:39 UTC] PHP Warning:  Undefined variable $wp_geometa_max_version in /wordpress/wp-content/plugins/wp-geometa/lib/wp-geometa-lib/wp-geometa-lib.php on line 34
[24-May-2025 07:03:49 UTC] PHP Warning:  Undefined variable $wp_geometa_version in /wordpress/wp-content/plugins/wp-geometa/lib/wp-geometa-lib/wp-geometa-lib.php on line 34
[24-May-2025 07:03:49 UTC] PHP Warning:  Undefined variable $wp_geometa_max_version in /wordpress/wp-content/plugins/wp-geometa/lib/wp-geometa-lib/wp-geometa-lib.php on line 34

    at Object.onBind (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/cli/index.js:237:15)
    at process.processTicksAndRejections (node:internal/process/task_queues:105:5)
    at async V (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/cli/index.js:64:10)
    at async ja (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/cli/cli.js:8161:12) {
  [cause]: Error: Error when executing the blueprint step #1 ({"step":"installPlugin","pluginData":{"resource":"wordpress.org/plugins","slug":"wp-ldap"},"options":{"activate":true}}) : Plugin /wordpress/wp-content/plugins/wp-ldap could not be activated – WordPress exited with no error. Sometimes, when $_SERVER or site options are not configured correctly, WordPress exits early with a 301 redirect. Inspect the "debug" logs in the console for more details.
      at Object.run (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/blueprints/index.js:12449:19)
      at process.processTicksAndRejections (node:internal/process/task_queues:105:5)
      at async ms (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/blueprints/index.js:12552:3)
      ... 2 lines matching cause stack trace ...
      at async ja (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/cli/cli.js:8161:12) {
    [cause]: Error: Plugin /wordpress/wp-content/plugins/wp-ldap could not be activated – WordPress exited with no error. Sometimes, when $_SERVER or site options are not configured correctly, WordPress exits early with a 301 redirect. Inspect the "debug" logs in the console for more details.
        at wr (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/blueprints/index.js:119:51)
        at process.processTicksAndRejections (node:internal/process/task_queues:105:5)
        at async Object.gt [as installPlugin] (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/blueprints/index.js:974:42)
        at async g (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/blueprints/index.js:12517:30)
        at async Object.run (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/blueprints/index.js:12446:23)
        at async ms (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/blueprints/index.js:12552:3)
        at async Object.onBind (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/cli/index.js:227:48)
        at async V (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/cli/index.js:64:10)
        at async ja (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/cli/cli.js:8161:12)
  }
}

Node.js v23.11.0
