file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/cli/index.js:237
        throw new Error(y, { cause: u });
              ^

Error: [11-May-2025 09:47:32 UTC] PHP Warning:  Undefined variable $wp_faster_options in /wordpress/wp-content/plugins/wp-hash-filename/wp-faster.php on line 792
[11-May-2025 09:47:49 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/wp-hash-filename/wp-faster.php on line 910
[11-May-2025 09:47:49 UTC] PHP Warning:  Undefined variable $wp_faster_options in /wordpress/wp-content/plugins/wp-hash-filename/wp-faster.php on line 915
[11-May-2025 09:47:49 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/wp-hash-filename/wp-faster.php on line 915
[11-May-2025 09:47:49 UTC] PHP Warning:  Undefined variable $wp_faster_options in /wordpress/wp-content/plugins/wp-hash-filename/wp-faster.php on line 926
[11-May-2025 09:47:49 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/wp-hash-filename/wp-faster.php on line 926
[11-May-2025 09:47:49 UTC] PHP Warning:  Undefined variable $wp_faster_options in /wordpress/wp-content/plugins/wp-hash-filename/wp-faster.php on line 933
[11-May-2025 09:47:49 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/wp-hash-filename/wp-faster.php on line 933
[11-May-2025 09:47:49 UTC] PHP Warning:  Undefined variable $wp_faster_options in /wordpress/wp-content/plugins/wp-hash-filename/wp-faster.php on line 950
[11-May-2025 09:47:49 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/wp-hash-filename/wp-faster.php on line 950
[11-May-2025 09:47:49 UTC] PHP Warning:  Undefined variable $wp_faster_options in /wordpress/wp-content/plugins/wp-hash-filename/wp-faster.php on line 958
[11-May-2025 09:47:49 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/wp-hash-filename/wp-faster.php on line 958
[11-May-2025 09:47:49 UTC] PHP Warning:  Undefined variable $wp_faster_options in /wordpress/wp-content/plugins/wp-hash-filename/wp-faster.php on line 970
[11-May-2025 09:47:49 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/wp-hash-filename/wp-faster.php on line 970
[11-May-2025 09:47:49 UTC] PHP Warning:  Undefined variable $wp_faster_options in /wordpress/wp-content/plugins/wp-hash-filename/wp-faster.php on line 976
[11-May-2025 09:47:49 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/wp-hash-filename/wp-faster.php on line 976
[11-May-2025 09:47:49 UTC] PHP Warning:  Undefined variable $wp_faster_options in /wordpress/wp-content/plugins/wp-hash-filename/wp-faster.php on line 989
[11-May-2025 09:47:49 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/wp-hash-filename/wp-faster.php on line 989
[11-May-2025 09:47:49 UTC] PHP Warning:  Undefined variable $wp_faster_options in /wordpress/wp-content/plugins/wp-hash-filename/wp-faster.php on line 994
[11-May-2025 09:47:49 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/wp-hash-filename/wp-faster.php on line 994
[11-May-2025 09:47:49 UTC] PHP Warning:  Undefined variable $wp_faster_options in /wordpress/wp-content/plugins/wp-hash-filename/wp-faster.php on line 999
[11-May-2025 09:47:49 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/wp-hash-filename/wp-faster.php on line 999
[11-May-2025 09:47:49 UTC] PHP Warning:  Undefined variable $wp_faster_options in /wordpress/wp-content/plugins/wp-hash-filename/wp-faster.php on line 1009
[11-May-2025 09:47:49 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/wp-hash-filename/wp-faster.php on line 1009
[11-May-2025 09:47:49 UTC] PHP Warning:  Undefined variable $wp_faster_options in /wordpress/wp-content/plugins/wp-hash-filename/wp-faster.php on line 1032
[11-May-2025 09:47:49 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/wp-hash-filename/wp-faster.php on line 1032
[11-May-2025 09:47:49 UTC] PHP Warning:  Undefined variable $wp_faster_options in /wordpress/wp-content/plugins/wp-hash-filename/wp-faster.php on line 1040
[11-May-2025 09:47:49 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/wp-hash-filename/wp-faster.php on line 1040
[11-May-2025 09:47:49 UTC] PHP Warning:  Undefined variable $wp_faster_options in /wordpress/wp-content/plugins/wp-hash-filename/wp-faster.php on line 1048
[11-May-2025 09:47:49 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/wp-hash-filename/wp-faster.php on line 1048
[11-May-2025 09:47:49 UTC] PHP Warning:  Undefined variable $wp_faster_options in /wordpress/wp-content/plugins/wp-hash-filename/wp-faster.php on line 1062
[11-May-2025 09:47:49 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/wp-hash-filename/wp-faster.php on line 1062
[11-May-2025 09:47:49 UTC] PHP Warning:  Undefined variable $wp_faster_options in /wordpress/wp-content/plugins/wp-hash-filename/wp-faster.php on line 1070
[11-May-2025 09:47:49 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/wp-hash-filename/wp-faster.php on line 1070
[11-May-2025 09:47:49 UTC] PHP Warning:  Undefined variable $wp_faster_options in /wordpress/wp-content/plugins/wp-hash-filename/wp-faster.php on line 1075
[11-May-2025 09:47:49 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/wp-hash-filename/wp-faster.php on line 1075
[11-May-2025 09:47:49 UTC] PHP Warning:  Undefined variable $wp_faster_options in /wordpress/wp-content/plugins/wp-hash-filename/wp-faster.php on line 1086
[11-May-2025 09:47:49 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/wp-hash-filename/wp-faster.php on line 1086
[11-May-2025 09:47:49 UTC] PHP Warning:  Undefined variable $wp_faster_options in /wordpress/wp-content/plugins/wp-hash-filename/wp-faster.php on line 1095
[11-May-2025 09:47:49 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/wp-hash-filename/wp-faster.php on line 1095
[11-May-2025 09:47:49 UTC] PHP Warning:  Undefined variable $wp_faster_options in /wordpress/wp-content/plugins/wp-hash-filename/wp-faster.php on line 1110
[11-May-2025 09:47:49 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/wp-hash-filename/wp-faster.php on line 1110
[11-May-2025 09:47:49 UTC] PHP Fatal error:  Uncaught Error: Call to undefined function create_function() in /wordpress/wp-content/plugins/wp-hash-filename/wp-faster.php:1112
Stack trace:
#0 /wordpress/wp-admin/includes/plugin.php(2387): include_once()
#1 /wordpress/wp-admin/includes/plugin.php(673): plugin_sandbox_scrape('wp-hash-filenam...')
#2 /internal/eval.php(20): activate_plugin('wp-hash-filenam...')
#3 {main}
  thrown in /wordpress/wp-content/plugins/wp-hash-filename/wp-faster.php on line 1112
[11-May-2025 09:47:58 UTC] wp_new_user_notification already defined
[11-May-2025 09:47:58 UTC] created directory: 1
[11-May-2025 09:48:07 UTC] wp_new_user_notification already defined
[11-May-2025 09:48:15 UTC] wp_new_user_notification already defined
[11-May-2025 09:48:50 UTC] PHP Warning:  require_once(/wordpress/wp-content/plugins/wpcontakt/admin.php): Failed to open stream: No such file or directory in /wordpress/wp-content/plugins/wpcontakt/index.php on line 16
[11-May-2025 09:48:50 UTC] PHP Fatal error:  Uncaught Error: Failed opening required '/wordpress/wp-content/plugins/wpcontakt/admin.php' (include_path='.:') in /wordpress/wp-content/plugins/wpcontakt/index.php:16
Stack trace:
#0 /wordpress/wp-admin/includes/plugin.php(2387): include_once()
#1 /wordpress/wp-admin/includes/plugin.php(673): plugin_sandbox_scrape('wpcontakt/index...')
#2 /internal/eval.php(20): activate_plugin('wpcontakt/index...')
#3 {main}
  thrown in /wordpress/wp-content/plugins/wpcontakt/index.php on line 16
[11-May-2025 09:48:57 UTC] PHP Warning:  require_once(/wordpress/wp-content/plugins/wpcontakt/admin.php): Failed to open stream: No such file or directory in /wordpress/wp-content/plugins/wpcontakt/index.php on line 16
[11-May-2025 09:48:57 UTC] PHP Fatal error:  Uncaught Error: Failed opening required '/wordpress/wp-content/plugins/wpcontakt/admin.php' (include_path='.:') in /wordpress/wp-content/plugins/wpcontakt/index.php:16
Stack trace:
#0 /wordpress/wp-admin/includes/plugin.php(2387): include_once()
#1 /wordpress/wp-admin/includes/plugin.php(673): plugin_sandbox_scrape('wpcontakt/index...')
#2 /internal/eval.php(20): activate_plugin('wpcontakt/index...')
#3 {main}
  thrown in /wordpress/wp-content/plugins/wpcontakt/index.php on line 16
[11-May-2025 09:49:05 UTC] PHP Warning:  require_once(/wordpress/wp-content/plugins/wpcontakt/admin.php): Failed to open stream: No such file or directory in /wordpress/wp-content/plugins/wpcontakt/index.php on line 16
[11-May-2025 09:49:05 UTC] PHP Fatal error:  Uncaught Error: Failed opening required '/wordpress/wp-content/plugins/wpcontakt/admin.php' (include_path='.:') in /wordpress/wp-content/plugins/wpcontakt/index.php:16
Stack trace:
#0 /wordpress/wp-admin/includes/plugin.php(2387): include_once()
#1 /wordpress/wp-admin/includes/plugin.php(673): plugin_sandbox_scrape('wpcontakt/index...')
#2 /internal/eval.php(20): activate_plugin('wpcontakt/index...')
#3 {main}
  thrown in /wordpress/wp-content/plugins/wpcontakt/index.php on line 16
[11-May-2025 09:49:12 UTC] WordPress database error <div style="clear:both">&nbsp;</div>
<div class="queries" style="clear:both;margin-bottom:2px;border:red dotted thin;">
<p>MySQL query:</p>
<p>SELECT * FROM wp_cushy_settings</p>
<p>Queries made or created this session were:</p>
<ol>
<li>Executing: BEGIN | (no parameters)</li>
<li>Executing: SELECT * FROM `wp_cushy_settings` | (no parameters)</li>
<li>Executing: ROLLBACK | (no parameters)</li>
</ol>
</div>
<div style="clear:both;margin-bottom:2px;border:red dotted thin;" class="error_message" style="border-bottom:dotted blue thin;">
SQLSTATE[HY000]: General error: 1 no such table: wp_cushy_settings
</div>
<p>Backtrace:</p>
<pre>#0 /internal/shared/sqlite-database-integration/wp-includes/sqlite-ast/class-wp-sqlite-driver.php(683): WP_SQLite_Driver->new_driver_exception('SQLSTATE[HY000]...', 'HY000', Object(PDOException))
#1 /internal/shared/sqlite-database-integration/wp-includes/sqlite/class-wp-sqlite-db.php(491): WP_SQLite_Driver->query('SELECT * FROM w...')
#2 /internal/shared/sqlite-database-integration/wp-includes/sqlite/class-wp-sqlite-db.php(432): WP_SQLite_DB->_do_query('SELECT * FROM w...')
#3 /wordpress/wp-includes/class-wpdb.php(3065): WP_SQLite_DB->query('SELECT * FROM w...')
#4 /wordpress/wp-content/plugins/wpcushy/cushy.php(407): wpdb->get_row('SELECT * FROM w...')
#5 /wordpress/wp-content/plugins/wpcushy/cushy.php(417): cushy_get_wp_data()
#6 /wordpress/wp-admin/includes/plugin.php(2387): include_once('/wordpress/wp-c...')
#7 /wordpress/wp-admin/includes/plugin.php(673): plugin_sandbox_scrape('wpcushy/cushy.p...')
#8 /internal/eval.php(20): activate_plugin('wpcushy/cushy.p...')
#9 {main}</pre>
 for query SELECT * FROM wp_cushy_settings made by activate_plugin, plugin_sandbox_scrape, include_once('/plugins/wpcushy/cushy.php'), cushy_get_wp_data, WP_SQLite_DB->query, WP_SQLite_DB->print_error
[11-May-2025 09:49:20 UTC] WordPress database error <div style="clear:both">&nbsp;</div>
<div class="queries" style="clear:both;margin-bottom:2px;border:red dotted thin;">
<p>MySQL query:</p>
<p>SELECT * FROM wp_cushy_settings</p>
<p>Queries made or created this session were:</p>
<ol>
<li>Executing: BEGIN | (no parameters)</li>
<li>Executing: SELECT * FROM wp_cushy_settings | (no parameters)</li>
<li>Executing: ROLLBACK | (no parameters)</li>
</ol>
</div>
<div style="clear:both;margin-bottom:2px;border:red dotted thin;" class="error_message" style="border-bottom:dotted blue thin;">
Error occurred at line 4117 in Function <code>handle_error</code>. Error message was: SQLSTATE[HY000]: General error: 1 no such table: wp_cushy_settings.
</div>
<p>Backtrace:</p>
<pre>#0 /internal/shared/sqlite-database-integration/wp-includes/sqlite/class-wp-sqlite-db.php(287): WP_SQLite_Translator->get_error_message()
#1 /wordpress/wp-includes/class-wpdb.php(3065): WP_SQLite_DB->query('SELECT * FROM w...')
#2 /wordpress/wp-content/plugins/wpcushy/cushy.php(407): wpdb->get_row('SELECT * FROM w...')
#3 /wordpress/wp-content/plugins/wpcushy/cushy.php(417): cushy_get_wp_data()
#4 /wordpress/wp-admin/includes/plugin.php(2387): include_once('/wordpress/wp-c...')
#5 /wordpress/wp-admin/includes/plugin.php(673): plugin_sandbox_scrape('wpcushy/cushy.p...')
#6 /internal/eval.php(20): activate_plugin('wpcushy/cushy.p...')
#7 {main}</pre>
 for query SELECT * FROM wp_cushy_settings made by activate_plugin, plugin_sandbox_scrape, include_once('/plugins/wpcushy/cushy.php'), cushy_get_wp_data, WP_SQLite_DB->query, WP_SQLite_DB->print_error
[11-May-2025 09:49:28 UTC] WordPress database error <div style="clear:both">&nbsp;</div>
<div class="queries" style="clear:both;margin-bottom:2px;border:red dotted thin;">
<p>MySQL query:</p>
<p>SELECT * FROM wp_cushy_settings</p>
<p>Queries made or created this session were:</p>
<ol>
<li>Executing: BEGIN | (no parameters)</li>
<li>Executing: SELECT * FROM wp_cushy_settings | (no parameters)</li>
<li>Executing: ROLLBACK | (no parameters)</li>
</ol>
</div>
<div style="clear:both;margin-bottom:2px;border:red dotted thin;" class="error_message" style="border-bottom:dotted blue thin;">
Error occurred at line 4117 in Function <code>handle_error</code>. Error message was: SQLSTATE[HY000]: General error: 1 no such table: wp_cushy_settings.
</div>
<p>Backtrace:</p>
<pre>#0 /internal/shared/sqlite-database-integration/wp-includes/sqlite/class-wp-sqlite-db.php(287): WP_SQLite_Translator->get_error_message()
#1 /wordpress/wp-includes/class-wpdb.php(3065): WP_SQLite_DB->query('SELECT * FROM w...')
#2 /wordpress/wp-content/plugins/wpcushy/cushy.php(407): wpdb->get_row('SELECT * FROM w...')
#3 /wordpress/wp-content/plugins/wpcushy/cushy.php(417): cushy_get_wp_data()
#4 /wordpress/wp-admin/includes/plugin.php(2387): include_once('/wordpress/wp-c...')
#5 /wordpress/wp-admin/includes/plugin.php(673): plugin_sandbox_scrape('wpcushy/cushy.p...')
#6 /internal/eval.php(20): activate_plugin('wpcushy/cushy.p...')
#7 {main}</pre>
 for query SELECT * FROM wp_cushy_settings made by activate_plugin, plugin_sandbox_scrape, include_once('/plugins/wpcushy/cushy.php'), cushy_get_wp_data, WP_SQLite_DB->query, WP_SQLite_DB->print_error
[11-May-2025 09:51:20 UTC] PHP Fatal error:  Uncaught ArgumentCountError: Too few arguments to function WP_Widget::__construct(), 0 passed in /wordpress/wp-includes/class-wp-widget-factory.php on line 62 and at least 2 expected in /wordpress/wp-includes/class-wp-widget.php:163
Stack trace:
#0 /wordpress/wp-includes/class-wp-widget-factory.php(62): WP_Widget->__construct()
#1 /wordpress/wp-includes/widgets.php(123): WP_Widget_Factory->register('WIAM_Widget')
#2 /wordpress/wp-content/plugins/where-i-am/where-i-am.php(68): register_widget('WIAM_Widget')
#3 /wordpress/wp-includes/class-wp-hook.php(324): wiam_widget('')
#4 /wordpress/wp-includes/class-wp-hook.php(348): WP_Hook->apply_filters(NULL, Array)
#5 /wordpress/wp-includes/plugin.php(517): WP_Hook->do_action(Array)
#6 /wordpress/wp-includes/widgets.php(1870): do_action('widgets_init')
#7 /wordpress/wp-includes/class-wp-hook.php(324): wp_widgets_init('')
#8 /wordpress/wp-includes/class-wp-hook.php(348): WP_Hook->apply_filters(NULL, Array)
#9 /wordpress/wp-includes/plugin.php(517): WP_Hook->do_action(Array)
#10 /wordpress/wp-settings.php(727): do_action('init')
#11 /wordpress/wp-config.php(102): require_once('/wordpress/wp-s...')
#12 /wordpress/wp-load.php(50): require_once('/wordpress/wp-c...')
#13 /internal/eval.php(3): require_once('/wordpress/wp-l...')
#14 {main}
  thrown in /wordpress/wp-includes/class-wp-widget.php on line 163
[11-May-2025 09:51:29 UTC] PHP Fatal error:  Uncaught ArgumentCountError: Too few arguments to function WP_Widget::__construct(), 0 passed in /wordpress/wp-includes/class-wp-widget-factory.php on line 62 and at least 2 expected in /wordpress/wp-includes/class-wp-widget.php:163
Stack trace:
#0 /wordpress/wp-includes/class-wp-widget-factory.php(62): WP_Widget->__construct()
#1 /wordpress/wp-includes/widgets.php(123): WP_Widget_Factory->register('WIAM_Widget')
#2 /wordpress/wp-content/plugins/where-i-am/where-i-am.php(68): register_widget('WIAM_Widget')
#3 /wordpress/wp-includes/class-wp-hook.php(324): wiam_widget('')
#4 /wordpress/wp-includes/class-wp-hook.php(348): WP_Hook->apply_filters(NULL, Array)
#5 /wordpress/wp-includes/plugin.php(517): WP_Hook->do_action(Array)
#6 /wordpress/wp-includes/widgets.php(1870): do_action('widgets_init')
#7 /wordpress/wp-includes/class-wp-hook.php(324): wp_widgets_init('')
#8 /wordpress/wp-includes/class-wp-hook.php(348): WP_Hook->apply_filters(NULL, Array)
#9 /wordpress/wp-includes/plugin.php(517): WP_Hook->do_action(Array)
#10 /wordpress/wp-settings.php(727): do_action('init')
#11 /wordpress/wp-config.php(102): require_once('/wordpress/wp-s...')
#12 /wordpress/wp-load.php(50): require_once('/wordpress/wp-c...')
#13 /internal/eval.php(3): require_once('/wordpress/wp-l...')
#14 {main}
  thrown in /wordpress/wp-includes/class-wp-widget.php on line 163
[11-May-2025 09:51:39 UTC] PHP Fatal error:  Uncaught ArgumentCountError: Too few arguments to function WP_Widget::__construct(), 0 passed in /wordpress/wp-includes/class-wp-widget-factory.php on line 62 and at least 2 expected in /wordpress/wp-includes/class-wp-widget.php:163
Stack trace:
#0 /wordpress/wp-includes/class-wp-widget-factory.php(62): WP_Widget->__construct()
#1 /wordpress/wp-includes/widgets.php(123): WP_Widget_Factory->register('WIAM_Widget')
#2 /wordpress/wp-content/plugins/where-i-am/where-i-am.php(68): register_widget('WIAM_Widget')
#3 /wordpress/wp-includes/class-wp-hook.php(324): wiam_widget('')
#4 /wordpress/wp-includes/class-wp-hook.php(348): WP_Hook->apply_filters(NULL, Array)
#5 /wordpress/wp-includes/plugin.php(517): WP_Hook->do_action(Array)
#6 /wordpress/wp-includes/widgets.php(1870): do_action('widgets_init')
#7 /wordpress/wp-includes/class-wp-hook.php(324): wp_widgets_init('')
#8 /wordpress/wp-includes/class-wp-hook.php(348): WP_Hook->apply_filters(NULL, Array)
#9 /wordpress/wp-includes/plugin.php(517): WP_Hook->do_action(Array)
#10 /wordpress/wp-settings.php(727): do_action('init')
#11 /wordpress/wp-config.php(102): require_once('/wordpress/wp-s...')
#12 /wordpress/wp-load.php(50): require_once('/wordpress/wp-c...')
#13 /internal/eval.php(3): require_once('/wordpress/wp-l...')
#14 {main}
  thrown in /wordpress/wp-includes/class-wp-widget.php on line 163
[11-May-2025 09:52:55 UTC] PHP Notice:  Function _load_textdomain_just_in_time was called <strong>incorrectly</strong>. Translation loading for the <code>woocommerce</code> domain was triggered too early. This is usually an indicator for some code in the plugin or theme running too early. Translations should be loaded at the <code>init</code> action or later. Please see <a href="https://developer.wordpress.org/advanced-administration/debug/debug-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 6.7.0.) in /wordpress/wp-includes/functions.php on line 6121
[11-May-2025 09:53:37 UTC] PHP Notice:  Function _load_textdomain_just_in_time was called <strong>incorrectly</strong>. Translation loading for the <code>woocommerce</code> domain was triggered too early. This is usually an indicator for some code in the plugin or theme running too early. Translations should be loaded at the <code>init</code> action or later. Please see <a href="https://developer.wordpress.org/advanced-administration/debug/debug-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 6.7.0.) in /wordpress/wp-includes/functions.php on line 6121
[11-May-2025 09:54:15 UTC] PHP Notice:  Function _load_textdomain_just_in_time was called <strong>incorrectly</strong>. Translation loading for the <code>woocommerce</code> domain was triggered too early. This is usually an indicator for some code in the plugin or theme running too early. Translations should be loaded at the <code>init</code> action or later. Please see <a href="https://developer.wordpress.org/advanced-administration/debug/debug-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 6.7.0.) in /wordpress/wp-includes/functions.php on line 6121
[11-May-2025 09:54:56 UTC] PHP Warning:  Undefined array key "js" in /wordpress/wp-content/plugins/wp-paged-comments/wp-paged-comments.php on line 492
[11-May-2025 09:54:57 UTC] PHP Warning:  Undefined array key "js" in /wordpress/wp-content/plugins/wp-paged-comments/wp-paged-comments.php on line 492
[11-May-2025 09:55:04 UTC] PHP Warning:  Undefined array key "js" in /wordpress/wp-content/plugins/wp-paged-comments/wp-paged-comments.php on line 492
[11-May-2025 09:55:05 UTC] PHP Warning:  Undefined array key "js" in /wordpress/wp-content/plugins/wp-paged-comments/wp-paged-comments.php on line 492
[11-May-2025 09:55:13 UTC] PHP Warning:  Undefined array key "js" in /wordpress/wp-content/plugins/wp-paged-comments/wp-paged-comments.php on line 492
[11-May-2025 09:55:14 UTC] PHP Warning:  Undefined array key "js" in /wordpress/wp-content/plugins/wp-paged-comments/wp-paged-comments.php on line 492
[11-May-2025 09:56:20 UTC] PHP Deprecated:  Function get_page_by_title is <strong>deprecated</strong> since version 6.2.0! Use WP_Query instead. in /wordpress/wp-includes/functions.php on line 6121
[11-May-2025 09:56:33 UTC] PHP Deprecated:  Function get_page_by_title is <strong>deprecated</strong> since version 6.2.0! Use WP_Query instead. in /wordpress/wp-includes/functions.php on line 6121
[11-May-2025 09:56:45 UTC] PHP Deprecated:  Function get_page_by_title is <strong>deprecated</strong> since version 6.2.0! Use WP_Query instead. in /wordpress/wp-includes/functions.php on line 6121
[11-May-2025 09:56:57 UTC] PHP Deprecated:  Function register_sidebar_widget is <strong>deprecated</strong> since version 2.8.0! Use wp_register_sidebar_widget() instead. in /wordpress/wp-includes/functions.php on line 6121
[11-May-2025 09:57:07 UTC] PHP Deprecated:  Function register_sidebar_widget is <strong>deprecated</strong> since version 2.8.0! Use wp_register_sidebar_widget() instead. in /wordpress/wp-includes/functions.php on line 6121
[11-May-2025 09:57:16 UTC] PHP Deprecated:  Function register_sidebar_widget is <strong>deprecated</strong> since version 2.8.0! Use wp_register_sidebar_widget() instead. in /wordpress/wp-includes/functions.php on line 6121
[11-May-2025 09:58:14 UTC] PHP Warning:  require_once(/wordpress/wp-content/plugins/wp-auto-links/vendor/autoload.php): Failed to open stream: No such file or directory in /wordpress/wp-content/plugins/wp-auto-links/wp-auto-links.php on line 19
[11-May-2025 09:58:14 UTC] PHP Fatal error:  Uncaught Error: Failed opening required '/wordpress/wp-content/plugins/wp-auto-links/vendor/autoload.php' (include_path='.:') in /wordpress/wp-content/plugins/wp-auto-links/wp-auto-links.php:19
Stack trace:
#0 /wordpress/wp-admin/includes/plugin.php(2387): include_once()
#1 /wordpress/wp-admin/includes/plugin.php(673): plugin_sandbox_scrape('wp-auto-links/w...')
#2 /internal/eval.php(20): activate_plugin('wp-auto-links/w...')
#3 {main}
  thrown in /wordpress/wp-content/plugins/wp-auto-links/wp-auto-links.php on line 19
[11-May-2025 09:58:22 UTC] PHP Warning:  require_once(/wordpress/wp-content/plugins/wp-auto-links/vendor/autoload.php): Failed to open stream: No such file or directory in /wordpress/wp-content/plugins/wp-auto-links/wp-auto-links.php on line 19
[11-May-2025 09:58:22 UTC] PHP Fatal error:  Uncaught Error: Failed opening required '/wordpress/wp-content/plugins/wp-auto-links/vendor/autoload.php' (include_path='.:') in /wordpress/wp-content/plugins/wp-auto-links/wp-auto-links.php:19
Stack trace:
#0 /wordpress/wp-admin/includes/plugin.php(2387): include_once()
#1 /wordpress/wp-admin/includes/plugin.php(673): plugin_sandbox_scrape('wp-auto-links/w...')
#2 /internal/eval.php(20): activate_plugin('wp-auto-links/w...')
#3 {main}
  thrown in /wordpress/wp-content/plugins/wp-auto-links/wp-auto-links.php on line 19
[11-May-2025 09:58:30 UTC] PHP Warning:  require_once(/wordpress/wp-content/plugins/wp-auto-links/vendor/autoload.php): Failed to open stream: No such file or directory in /wordpress/wp-content/plugins/wp-auto-links/wp-auto-links.php on line 19
[11-May-2025 09:58:30 UTC] PHP Fatal error:  Uncaught Error: Failed opening required '/wordpress/wp-content/plugins/wp-auto-links/vendor/autoload.php' (include_path='.:') in /wordpress/wp-content/plugins/wp-auto-links/wp-auto-links.php:19
Stack trace:
#0 /wordpress/wp-admin/includes/plugin.php(2387): include_once()
#1 /wordpress/wp-admin/includes/plugin.php(673): plugin_sandbox_scrape('wp-auto-links/w...')
#2 /internal/eval.php(20): activate_plugin('wp-auto-links/w...')
#3 {main}
  thrown in /wordpress/wp-content/plugins/wp-auto-links/wp-auto-links.php on line 19
[11-May-2025 18:58:39 Asia/Tokyo] PHP Warning:  Undefined array key 0 in /wordpress/wp-includes/plugin.php on line 1001
[11-May-2025 18:58:39 Asia/Tokyo] PHP Warning:  Undefined array key 0 in /wordpress/wp-includes/plugin.php on line 1004
[11-May-2025 18:58:39 Asia/Tokyo] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/wp-bemoove/util/UserAccountInfo.php on line 114
[11-May-2025 18:58:39 Asia/Tokyo] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/wp-bemoove/util/UserAccountInfo.php on line 115
[11-May-2025 18:58:39 Asia/Tokyo] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/wp-bemoove/util/UserAccountInfo.php on line 116
[11-May-2025 18:58:39 Asia/Tokyo] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/wp-bemoove/util/UserAccountInfo.php on line 117
[11-May-2025 18:58:39 Asia/Tokyo] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/wp-bemoove/util/UserAccountInfo.php on line 118
[11-May-2025 18:58:39 Asia/Tokyo] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/wp-bemoove/util/UserAccountInfo.php on line 119
[11-May-2025 18:58:39 Asia/Tokyo] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/wp-bemoove/util/UserAccountInfo.php on line 120
[11-May-2025 18:58:39 Asia/Tokyo] PHP Fatal error:  Uncaught TypeError: count(): Argument #1 ($value) must be of type Countable|array, null given in /wordpress/wp-content/plugins/wp-bemoove/bm_cgvidposts.php:360
Stack trace:
#0 /wordpress/wp-content/plugins/wp-bemoove/bm_cgvidposts.php(349): wp_cgmCLass->checkBehlsAccountInfo('http://127.0.0....')
#1 /wordpress/wp-content/plugins/wp-bemoove/bemoove.php(31): wp_cgmCLass->createBM_account_table(Array)
#2 /wordpress/wp-admin/includes/plugin.php(2387): include_once('/wordpress/wp-c...')
#3 /wordpress/wp-admin/includes/plugin.php(673): plugin_sandbox_scrape('wp-bemoove/bemo...')
#4 /internal/eval.php(20): activate_plugin('wp-bemoove/bemo...')
#5 {main}
  thrown in /wordpress/wp-content/plugins/wp-bemoove/bm_cgvidposts.php on line 360
[11-May-2025 18:58:47 Asia/Tokyo] PHP Warning:  Undefined array key 0 in /wordpress/wp-includes/plugin.php on line 1001
[11-May-2025 18:58:47 Asia/Tokyo] PHP Warning:  Undefined array key 0 in /wordpress/wp-includes/plugin.php on line 1004
[11-May-2025 18:58:47 Asia/Tokyo] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/wp-bemoove/util/UserAccountInfo.php on line 114
[11-May-2025 18:58:47 Asia/Tokyo] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/wp-bemoove/util/UserAccountInfo.php on line 115
