file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/cli/index.js:237
        throw new Error(y, { cause: u });
              ^

Error: [29-Apr-2025 07:28:46 UTC] PHP Warning:  Undefined variable $plugin_basename in /wordpress/wp-content/plugins/vdpetform/includes/class-vdpetform.php on line 154
[29-Apr-2025 07:29:05 UTC] PHP Warning:  Undefined variable $post_data in /wordpress/wp-content/plugins/vdpetform/includes/class-vdpetform-activator.php on line 82
[29-Apr-2025 07:29:05 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/vdpetform/includes/class-vdpetform-activator.php on line 82
[29-Apr-2025 07:29:05 UTC] PHP Warning:  Undefined variable $post_data in /wordpress/wp-content/plugins/vdpetform/includes/class-vdpetform-activator.php on line 83
[29-Apr-2025 07:29:05 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/vdpetform/includes/class-vdpetform-activator.php on line 83
[29-Apr-2025 07:29:05 UTC] PHP Warning:  Undefined variable $post_data in /wordpress/wp-content/plugins/vdpetform/includes/class-vdpetform-activator.php on line 84
[29-Apr-2025 07:29:05 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/vdpetform/includes/class-vdpetform-activator.php on line 84
[29-Apr-2025 07:29:05 UTC] PHP Warning:  Undefined variable $post_data in /wordpress/wp-content/plugins/vdpetform/includes/class-vdpetform-activator.php on line 85
[29-Apr-2025 07:29:05 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/vdpetform/includes/class-vdpetform-activator.php on line 85
[29-Apr-2025 07:29:05 UTC] PHP Warning:  Undefined variable $post_data in /wordpress/wp-content/plugins/vdpetform/includes/class-vdpetform-activator.php on line 86
[29-Apr-2025 07:29:05 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/vdpetform/includes/class-vdpetform-activator.php on line 86
[29-Apr-2025 07:29:05 UTC] PHP Warning:  Undefined variable $post_data in /wordpress/wp-content/plugins/vdpetform/includes/class-vdpetform-activator.php on line 87
[29-Apr-2025 07:29:05 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/vdpetform/includes/class-vdpetform-activator.php on line 87
[29-Apr-2025 07:29:06 UTC] PHP Warning:  Undefined variable $post_data in /wordpress/wp-content/plugins/vdpetform/includes/class-vdpetform-activator.php on line 77
[29-Apr-2025 07:29:06 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/vdpetform/includes/class-vdpetform-activator.php on line 77
[29-Apr-2025 07:29:06 UTC] PHP Warning:  Undefined variable $post_data in /wordpress/wp-content/plugins/vdpetform/includes/class-vdpetform-activator.php on line 78
[29-Apr-2025 07:29:06 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/vdpetform/includes/class-vdpetform-activator.php on line 78
[29-Apr-2025 07:29:06 UTC] PHP Warning:  Undefined variable $post_data in /wordpress/wp-content/plugins/vdpetform/includes/class-vdpetform-activator.php on line 79
[29-Apr-2025 07:29:06 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/vdpetform/includes/class-vdpetform-activator.php on line 79
[29-Apr-2025 07:29:06 UTC] PHP Warning:  Undefined variable $post_data in /wordpress/wp-content/plugins/vdpetform/includes/class-vdpetform-activator.php on line 80
[29-Apr-2025 07:29:06 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/vdpetform/includes/class-vdpetform-activator.php on line 80
[29-Apr-2025 07:29:06 UTC] PHP Warning:  Undefined variable $post_data in /wordpress/wp-content/plugins/vdpetform/includes/class-vdpetform-activator.php on line 81
[29-Apr-2025 07:29:06 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/vdpetform/includes/class-vdpetform-activator.php on line 81
[29-Apr-2025 07:29:06 UTC] PHP Warning:  Undefined variable $post_data in /wordpress/wp-content/plugins/vdpetform/includes/class-vdpetform-activator.php on line 82
[29-Apr-2025 07:29:06 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/vdpetform/includes/class-vdpetform-activator.php on line 82
[29-Apr-2025 07:29:06 UTC] PHP Warning:  Undefined variable $post_data in /wordpress/wp-content/plugins/vdpetform/includes/class-vdpetform-activator.php on line 83
[29-Apr-2025 07:29:06 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/vdpetform/includes/class-vdpetform-activator.php on line 83
[29-Apr-2025 07:29:06 UTC] PHP Warning:  Undefined variable $post_data in /wordpress/wp-content/plugins/vdpetform/includes/class-vdpetform-activator.php on line 84
[29-Apr-2025 07:29:06 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/vdpetform/includes/class-vdpetform-activator.php on line 84
[29-Apr-2025 07:29:06 UTC] PHP Warning:  Undefined variable $post_data in /wordpress/wp-content/plugins/vdpetform/includes/class-vdpetform-activator.php on line 85
[29-Apr-2025 07:29:06 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/vdpetform/includes/class-vdpetform-activator.php on line 85
[29-Apr-2025 07:29:06 UTC] PHP Warning:  Undefined variable $post_data in /wordpress/wp-content/plugins/vdpetform/includes/class-vdpetform-activator.php on line 86
[29-Apr-2025 07:29:06 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/vdpetform/includes/class-vdpetform-activator.php on line 86
[29-Apr-2025 07:29:06 UTC] PHP Warning:  Undefined variable $post_data in /wordpress/wp-content/plugins/vdpetform/includes/class-vdpetform-activator.php on line 87
[29-Apr-2025 07:29:06 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/vdpetform/includes/class-vdpetform-activator.php on line 87
[29-Apr-2025 07:29:06 UTC] PHP Warning:  Undefined variable $plugin_basename in /wordpress/wp-content/plugins/vdpetform/includes/class-vdpetform.php on line 154
[29-Apr-2025 07:33:48 UTC] PHP Notice:  Function _load_textdomain_just_in_time was called <strong>incorrectly</strong>. Translation loading for the <code>vertical-scroll-recent-comments</code> domain was triggered too early. This is usually an indicator for some code in the plugin or theme running too early. Translations should be loaded at the <code>init</code> action or later. Please see <a href="https://developer.wordpress.org/advanced-administration/debug/debug-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 6.7.0.) in /wordpress/wp-includes/functions.php on line 6121
[29-Apr-2025 07:33:57 UTC] PHP Notice:  Function _load_textdomain_just_in_time was called <strong>incorrectly</strong>. Translation loading for the <code>vertical-scroll-recent-comments</code> domain was triggered too early. This is usually an indicator for some code in the plugin or theme running too early. Translations should be loaded at the <code>init</code> action or later. Please see <a href="https://developer.wordpress.org/advanced-administration/debug/debug-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 6.7.0.) in /wordpress/wp-includes/functions.php on line 6121
[29-Apr-2025 07:34:05 UTC] PHP Notice:  Function _load_textdomain_just_in_time was called <strong>incorrectly</strong>. Translation loading for the <code>vertical-scroll-recent-comments</code> domain was triggered too early. This is usually an indicator for some code in the plugin or theme running too early. Translations should be loaded at the <code>init</code> action or later. Please see <a href="https://developer.wordpress.org/advanced-administration/debug/debug-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 6.7.0.) in /wordpress/wp-includes/functions.php on line 6121
[29-Apr-2025 07:35:53 UTC] PHP Deprecated:  Required parameter $bp_email follows optional parameter $content in /wordpress/wp-content/plugins/vibe-buddypress-to-wp-mail-fix/loader.php on line 100
[29-Apr-2025 07:35:54 UTC] PHP Deprecated:  Required parameter $bp_email follows optional parameter $content in /wordpress/wp-content/plugins/vibe-buddypress-to-wp-mail-fix/loader.php on line 100
[29-Apr-2025 07:36:01 UTC] PHP Deprecated:  Required parameter $bp_email follows optional parameter $content in /wordpress/wp-content/plugins/vibe-buddypress-to-wp-mail-fix/loader.php on line 100
[29-Apr-2025 07:36:02 UTC] PHP Deprecated:  Required parameter $bp_email follows optional parameter $content in /wordpress/wp-content/plugins/vibe-buddypress-to-wp-mail-fix/loader.php on line 100
[29-Apr-2025 07:36:10 UTC] PHP Deprecated:  Required parameter $bp_email follows optional parameter $content in /wordpress/wp-content/plugins/vibe-buddypress-to-wp-mail-fix/loader.php on line 100
[29-Apr-2025 07:36:11 UTC] PHP Deprecated:  Required parameter $bp_email follows optional parameter $content in /wordpress/wp-content/plugins/vibe-buddypress-to-wp-mail-fix/loader.php on line 100
[29-Apr-2025 07:37:14 UTC] PHP Warning:  require(/wordpress/wp-content/plugins/video-downloader-for-x/includes/class-video-downloader-for-x.php): failed to open stream: No such file or directory in /wordpress/wp-content/plugins/video-downloader-for-x/video-downloader-for-x.php on line 26
[29-Apr-2025 07:37:14 UTC] PHP Fatal error:  require(): Failed opening required '/wordpress/wp-content/plugins/video-downloader-for-x/includes/class-video-downloader-for-x.php' (include_path='.:') in /wordpress/wp-content/plugins/video-downloader-for-x/video-downloader-for-x.php on line 26
[29-Apr-2025 07:37:23 UTC] PHP Warning:  require(/wordpress/wp-content/plugins/video-downloader-for-x/includes/class-video-downloader-for-x.php): failed to open stream: No such file or directory in /wordpress/wp-content/plugins/video-downloader-for-x/video-downloader-for-x.php on line 26
[29-Apr-2025 07:37:23 UTC] PHP Fatal error:  require(): Failed opening required '/wordpress/wp-content/plugins/video-downloader-for-x/includes/class-video-downloader-for-x.php' (include_path='.:') in /wordpress/wp-content/plugins/video-downloader-for-x/video-downloader-for-x.php on line 26
[29-Apr-2025 07:37:32 UTC] PHP Warning:  require(/wordpress/wp-content/plugins/video-downloader-for-x/includes/class-video-downloader-for-x.php): failed to open stream: No such file or directory in /wordpress/wp-content/plugins/video-downloader-for-x/video-downloader-for-x.php on line 26
[29-Apr-2025 07:37:32 UTC] PHP Fatal error:  require(): Failed opening required '/wordpress/wp-content/plugins/video-downloader-for-x/includes/class-video-downloader-for-x.php' (include_path='.:') in /wordpress/wp-content/plugins/video-downloader-for-x/video-downloader-for-x.php on line 26
[29-Apr-2025 07:38:34 UTC] PHP Fatal error:  Declaration of Walker_Category_Checklist2::start_lvl(&$output, $depth, $args) must be compatible with Walker::start_lvl(&$output, $depth = 0, $args = []) in /wordpress/wp-content/plugins/vastsubcat/VastSubCat.php on line 147
[29-Apr-2025 07:38:43 UTC] PHP Fatal error:  Declaration of Walker_Category_Checklist2::start_lvl(&$output, $depth, $args) must be compatible with Walker::start_lvl(&$output, $depth = 0, $args = []) in /wordpress/wp-content/plugins/vastsubcat/VastSubCat.php on line 147
[29-Apr-2025 07:38:51 UTC] PHP Fatal error:  Declaration of Walker_Category_Checklist2::start_lvl(&$output, $depth, $args) must be compatible with Walker::start_lvl(&$output, $depth = 0, $args = []) in /wordpress/wp-content/plugins/vastsubcat/VastSubCat.php on line 147

    at Object.onBind (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/cli/index.js:237:15)
    at process.processTicksAndRejections (node:internal/process/task_queues:105:5)
    at async V (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/cli/index.js:64:10)
    at async ja (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/cli/cli.js:8161:12) {
  [cause]: Error: Error when executing the blueprint step #1 ({"step":"installPlugin","pluginData":{"resource":"wordpress.org/plugins","slug":"vastsubcat"},"options":{"activate":true}}) : PHP.run() failed with exit code 255 and the following output: 
      at Object.run (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/blueprints/index.js:12449:19)
      at process.processTicksAndRejections (node:internal/process/task_queues:105:5)
      at async ms (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/blueprints/index.js:12552:3)
      ... 2 lines matching cause stack trace ...
      at async ja (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/cli/cli.js:8161:12) {
    [cause]: PHPExecutionFailureError: PHP.run() failed with exit code 255 and the following output: 
        at PHP.run (file:///home/runner/work/playground-tester/playground-tester/node_modules/@php-wasm/universal/index.js:987:19)
        at process.processTicksAndRejections (node:internal/process/task_queues:105:5)
        at async wr (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/blueprints/index.js:33:39)
        at async Object.gt [as installPlugin] (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/blueprints/index.js:974:42)
        at async g (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/blueprints/index.js:12517:30)
        at async Object.run (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/blueprints/index.js:12446:23)
        at async ms (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/blueprints/index.js:12552:3)
        at async Object.onBind (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/cli/index.js:227:48)
        at async V (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/cli/index.js:64:10)
        at async ja (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/cli/cli.js:8161:12) {
      response: PHPResponse {
        httpStatusCode: 500,
        headers: {
          'x-powered-by': [ 'PHP/8.0.30-dev' ],
          'content-type': [ 'text/html; charset=UTF-8' ]
        },
        bytes: Uint8Array(0) [],
        exitCode: 255,
        errors: ''
      },
      source: 'request'
    }
  }
}

Node.js v23.11.0
