file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/cli/run-cli-j-geJYS3.js:325
        throw new Error($, { cause: h });
              ^

Error: [05-Jul-2025 19:24:39 UTC] PHP Deprecated:  Required parameter $endPoint follows optional parameter $httpVerb in /wordpress/wp-content/plugins/money-smart-advertising/inc/paypal/RestApi.php on line 202
[05-Jul-2025 19:26:27 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/multipurpose-css3-animated-buttons/mab.php on line 74
[05-Jul-2025 19:26:27 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/multipurpose-css3-animated-buttons/mab.php on line 75
[05-Jul-2025 19:26:27 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/multipurpose-css3-animated-buttons/mab.php on line 76
[05-Jul-2025 19:26:27 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/multipurpose-css3-animated-buttons/mab.php on line 77
[05-Jul-2025 19:26:27 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/multipurpose-css3-animated-buttons/mab.php on line 78
[05-Jul-2025 19:26:27 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/multipurpose-css3-animated-buttons/mab.php on line 79
[05-Jul-2025 19:26:27 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/multipurpose-css3-animated-buttons/mab.php on line 80
[05-Jul-2025 19:26:27 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/multipurpose-css3-animated-buttons/mab.php on line 81
[05-Jul-2025 19:26:27 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/multipurpose-css3-animated-buttons/mab.php on line 82
[05-Jul-2025 19:26:27 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/multipurpose-css3-animated-buttons/mab.php on line 83
[05-Jul-2025 19:26:27 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/multipurpose-css3-animated-buttons/mab.php on line 84
[05-Jul-2025 19:26:27 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/multipurpose-css3-animated-buttons/mab.php on line 85
[05-Jul-2025 19:26:27 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/multipurpose-css3-animated-buttons/mab.php on line 86
[05-Jul-2025 19:26:27 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/multipurpose-css3-animated-buttons/mab.php on line 87
[05-Jul-2025 19:26:27 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/multipurpose-css3-animated-buttons/mab.php on line 88
[05-Jul-2025 19:26:27 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/multipurpose-css3-animated-buttons/mab.php on line 89
[05-Jul-2025 19:26:27 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/multipurpose-css3-animated-buttons/mab.php on line 90
[05-Jul-2025 19:26:27 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/multipurpose-css3-animated-buttons/mab.php on line 91
[05-Jul-2025 19:26:27 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/multipurpose-css3-animated-buttons/mab.php on line 92
[05-Jul-2025 19:26:27 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/multipurpose-css3-animated-buttons/mab.php on line 93
[05-Jul-2025 19:26:27 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/multipurpose-css3-animated-buttons/mab.php on line 94
[05-Jul-2025 19:26:27 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/multipurpose-css3-animated-buttons/mab.php on line 95
[05-Jul-2025 19:26:27 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/multipurpose-css3-animated-buttons/mab.php on line 96
[05-Jul-2025 19:26:27 UTC] PHP Warning:  Undefined array key "button-1-visited" in /wordpress/wp-content/plugins/multipurpose-css3-animated-buttons/mab.php on line 97
[05-Jul-2025 19:26:27 UTC] PHP Warning:  Undefined array key "button-2-visited" in /wordpress/wp-content/plugins/multipurpose-css3-animated-buttons/mab.php on line 98
[05-Jul-2025 19:26:27 UTC] PHP Warning:  Undefined array key "button-3-visited" in /wordpress/wp-content/plugins/multipurpose-css3-animated-buttons/mab.php on line 99
[05-Jul-2025 19:26:27 UTC] PHP Warning:  Undefined array key "button-4-visited" in /wordpress/wp-content/plugins/multipurpose-css3-animated-buttons/mab.php on line 100
[05-Jul-2025 19:26:27 UTC] PHP Warning:  Undefined array key "button-5-visited" in /wordpress/wp-content/plugins/multipurpose-css3-animated-buttons/mab.php on line 101
[05-Jul-2025 19:26:27 UTC] PHP Warning:  Undefined array key "button-6-visited" in /wordpress/wp-content/plugins/multipurpose-css3-animated-buttons/mab.php on line 102
[05-Jul-2025 19:26:27 UTC] PHP Warning:  Undefined array key "button-7-visited" in /wordpress/wp-content/plugins/multipurpose-css3-animated-buttons/mab.php on line 103
[05-Jul-2025 19:26:27 UTC] PHP Warning:  Undefined array key "button-8-visited" in /wordpress/wp-content/plugins/multipurpose-css3-animated-buttons/mab.php on line 104
[05-Jul-2025 19:26:27 UTC] PHP Warning:  Undefined array key "button-9-visited" in /wordpress/wp-content/plugins/multipurpose-css3-animated-buttons/mab.php on line 105
[05-Jul-2025 19:26:27 UTC] PHP Warning:  Undefined array key "button-0-visited" in /wordpress/wp-content/plugins/multipurpose-css3-animated-buttons/mab.php on line 106
[05-Jul-2025 19:26:27 UTC] PHP Warning:  Undefined array key "mab_reset_settings" in /wordpress/wp-content/plugins/multipurpose-css3-animated-buttons/mab.php on line 110
[05-Jul-2025 19:26:27 UTC] PHP Warning:  Undefined array key "advanced_toggle_footer_link" in /wordpress/wp-content/plugins/multipurpose-css3-animated-buttons/mab.php on line 240
[05-Jul-2025 19:26:28 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/multipurpose-css3-animated-buttons/mab.php on line 66
[05-Jul-2025 19:26:28 UTC] PHP Warning:  Undefined array key "link_font_size" in /wordpress/wp-content/plugins/multipurpose-css3-animated-buttons/mab.php on line 69
[05-Jul-2025 19:26:28 UTC] PHP Warning:  Undefined array key "link_1" in /wordpress/wp-content/plugins/multipurpose-css3-animated-buttons/mab.php on line 71
[05-Jul-2025 19:26:28 UTC] PHP Warning:  Undefined array key "link_2" in /wordpress/wp-content/plugins/multipurpose-css3-animated-buttons/mab.php on line 72
[05-Jul-2025 19:26:28 UTC] PHP Warning:  Undefined array key "link_3" in /wordpress/wp-content/plugins/multipurpose-css3-animated-buttons/mab.php on line 73
[05-Jul-2025 19:26:28 UTC] PHP Warning:  Undefined array key "link_4" in /wordpress/wp-content/plugins/multipurpose-css3-animated-buttons/mab.php on line 74
[05-Jul-2025 19:26:28 UTC] PHP Warning:  Undefined array key "link_5" in /wordpress/wp-content/plugins/multipurpose-css3-animated-buttons/mab.php on line 75
[05-Jul-2025 19:26:28 UTC] PHP Warning:  Undefined array key "link_1_title" in /wordpress/wp-content/plugins/multipurpose-css3-animated-buttons/mab.php on line 76
[05-Jul-2025 19:26:28 UTC] PHP Warning:  Undefined array key "link_2_title" in /wordpress/wp-content/plugins/multipurpose-css3-animated-buttons/mab.php on line 77
[05-Jul-2025 19:26:28 UTC] PHP Warning:  Undefined array key "link_3_title" in /wordpress/wp-content/plugins/multipurpose-css3-animated-buttons/mab.php on line 78
[05-Jul-2025 19:26:28 UTC] PHP Warning:  Undefined array key "link_4_title" in /wordpress/wp-content/plugins/multipurpose-css3-animated-buttons/mab.php on line 79
[05-Jul-2025 19:26:28 UTC] PHP Warning:  Undefined array key "link_5_title" in /wordpress/wp-content/plugins/multipurpose-css3-animated-buttons/mab.php on line 80
[05-Jul-2025 19:26:28 UTC] PHP Warning:  Undefined array key "facebook" in /wordpress/wp-content/plugins/multipurpose-css3-animated-buttons/mab.php on line 81
[05-Jul-2025 19:26:28 UTC] PHP Warning:  Undefined array key "twitter" in /wordpress/wp-content/plugins/multipurpose-css3-animated-buttons/mab.php on line 83
[05-Jul-2025 19:26:28 UTC] PHP Warning:  Undefined array key "google" in /wordpress/wp-content/plugins/multipurpose-css3-animated-buttons/mab.php on line 84
[05-Jul-2025 19:26:28 UTC] PHP Warning:  Undefined array key "pinterest" in /wordpress/wp-content/plugins/multipurpose-css3-animated-buttons/mab.php on line 85
[05-Jul-2025 19:26:28 UTC] PHP Warning:  Undefined array key "feed" in /wordpress/wp-content/plugins/multipurpose-css3-animated-buttons/mab.php on line 86
[05-Jul-2025 19:26:28 UTC] PHP Warning:  Undefined array key "feed_src" in /wordpress/wp-content/plugins/multipurpose-css3-animated-buttons/mab.php on line 87
[05-Jul-2025 19:26:28 UTC] PHP Warning:  Undefined array key "toggle_custom_css" in /wordpress/wp-content/plugins/multipurpose-css3-animated-buttons/mab.php on line 92
[05-Jul-2025 19:26:28 UTC] PHP Warning:  Undefined array key "custom_css" in /wordpress/wp-content/plugins/multipurpose-css3-animated-buttons/mab.php on line 93
[05-Jul-2025 19:26:28 UTC] PHP Warning:  Undefined array key "toggle_delete_settings" in /wordpress/wp-content/plugins/multipurpose-css3-animated-buttons/mab.php on line 95
[05-Jul-2025 19:26:28 UTC] PHP Warning:  Undefined array key "button-1-visited" in /wordpress/wp-content/plugins/multipurpose-css3-animated-buttons/mab.php on line 97
[05-Jul-2025 19:26:28 UTC] PHP Warning:  Undefined array key "button-2-visited" in /wordpress/wp-content/plugins/multipurpose-css3-animated-buttons/mab.php on line 98
[05-Jul-2025 19:26:28 UTC] PHP Warning:  Undefined array key "button-3-visited" in /wordpress/wp-content/plugins/multipurpose-css3-animated-buttons/mab.php on line 99
[05-Jul-2025 19:26:28 UTC] PHP Warning:  Undefined array key "button-4-visited" in /wordpress/wp-content/plugins/multipurpose-css3-animated-buttons/mab.php on line 100
[05-Jul-2025 19:26:28 UTC] PHP Warning:  Undefined array key "button-5-visited" in /wordpress/wp-content/plugins/multipurpose-css3-animated-buttons/mab.php on line 101
[05-Jul-2025 19:26:28 UTC] PHP Warning:  Undefined array key "button-6-visited" in /wordpress/wp-content/plugins/multipurpose-css3-animated-buttons/mab.php on line 102
[05-Jul-2025 19:26:28 UTC] PHP Warning:  Undefined array key "button-7-visited" in /wordpress/wp-content/plugins/multipurpose-css3-animated-buttons/mab.php on line 103
[05-Jul-2025 19:26:28 UTC] PHP Warning:  Undefined array key "button-8-visited" in /wordpress/wp-content/plugins/multipurpose-css3-animated-buttons/mab.php on line 104
[05-Jul-2025 19:26:28 UTC] PHP Warning:  Undefined array key "button-9-visited" in /wordpress/wp-content/plugins/multipurpose-css3-animated-buttons/mab.php on line 105
[05-Jul-2025 19:26:28 UTC] PHP Warning:  Undefined array key "button-0-visited" in /wordpress/wp-content/plugins/multipurpose-css3-animated-buttons/mab.php on line 106
[05-Jul-2025 19:27:06 UTC] PHP Fatal error:  Uncaught ArgumentCountError: Too few arguments to function WP_Widget::__construct(), 0 passed in /wordpress/wp-includes/class-wp-widget-factory.php on line 62 and at least 2 expected in /wordpress/wp-includes/class-wp-widget.php:163
Stack trace:
#0 /wordpress/wp-includes/class-wp-widget-factory.php(62): WP_Widget->__construct()
#1 /wordpress/wp-includes/widgets.php(123): WP_Widget_Factory->register('Most_Popular_Ca...')
#2 /wordpress/wp-content/plugins/most-popular-categories/most-popular-categories.php(12): register_widget('Most_Popular_Ca...')
#3 /wordpress/wp-includes/class-wp-hook.php(324): popular_categories_load_widget('')
#4 /wordpress/wp-includes/class-wp-hook.php(348): WP_Hook->apply_filters(NULL, Array)
#5 /wordpress/wp-includes/plugin.php(517): WP_Hook->do_action(Array)
#6 /wordpress/wp-includes/widgets.php(1870): do_action('widgets_init')
#7 /wordpress/wp-includes/class-wp-hook.php(324): wp_widgets_init('')
#8 /wordpress/wp-includes/class-wp-hook.php(348): WP_Hook->apply_filters(NULL, Array)
#9 /wordpress/wp-includes/plugin.php(517): WP_Hook->do_action(Array)
#10 /wordpress/wp-settings.php(727): do_action('init')
#11 /wordpress/wp-config.php(102): require_once('/wordpress/wp-s...')
#12 /wordpress/wp-load.php(50): require_once('/wordpress/wp-c...')
#13 /internal/eval.php(3): require_once('/wordpress/wp-l...')
#14 {main}
  thrown in /wordpress/wp-includes/class-wp-widget.php on line 163
[05-Jul-2025 19:27:16 UTC] PHP Fatal error:  Uncaught ArgumentCountError: Too few arguments to function WP_Widget::__construct(), 0 passed in /wordpress/wp-includes/class-wp-widget-factory.php on line 62 and at least 2 expected in /wordpress/wp-includes/class-wp-widget.php:163
Stack trace:
#0 /wordpress/wp-includes/class-wp-widget-factory.php(62): WP_Widget->__construct()
#1 /wordpress/wp-includes/widgets.php(123): WP_Widget_Factory->register('Most_Popular_Ca...')
#2 /wordpress/wp-content/plugins/most-popular-categories/most-popular-categories.php(12): register_widget('Most_Popular_Ca...')
#3 /wordpress/wp-includes/class-wp-hook.php(324): popular_categories_load_widget('')
#4 /wordpress/wp-includes/class-wp-hook.php(348): WP_Hook->apply_filters(NULL, Array)
#5 /wordpress/wp-includes/plugin.php(517): WP_Hook->do_action(Array)
#6 /wordpress/wp-includes/widgets.php(1870): do_action('widgets_init')
#7 /wordpress/wp-includes/class-wp-hook.php(324): wp_widgets_init('')
#8 /wordpress/wp-includes/class-wp-hook.php(348): WP_Hook->apply_filters(NULL, Array)
#9 /wordpress/wp-includes/plugin.php(517): WP_Hook->do_action(Array)
#10 /wordpress/wp-settings.php(727): do_action('init')
#11 /wordpress/wp-config.php(102): require_once('/wordpress/wp-s...')
#12 /wordpress/wp-load.php(50): require_once('/wordpress/wp-c...')
#13 /internal/eval.php(3): require_once('/wordpress/wp-l...')
#14 {main}
  thrown in /wordpress/wp-includes/class-wp-widget.php on line 163
[05-Jul-2025 19:27:25 UTC] PHP Fatal error:  Uncaught ArgumentCountError: Too few arguments to function WP_Widget::__construct(), 0 passed in /wordpress/wp-includes/class-wp-widget-factory.php on line 62 and at least 2 expected in /wordpress/wp-includes/class-wp-widget.php:163
Stack trace:
#0 /wordpress/wp-includes/class-wp-widget-factory.php(62): WP_Widget->__construct()
#1 /wordpress/wp-includes/widgets.php(123): WP_Widget_Factory->register('Most_Popular_Ca...')
#2 /wordpress/wp-content/plugins/most-popular-categories/most-popular-categories.php(12): register_widget('Most_Popular_Ca...')
#3 /wordpress/wp-includes/class-wp-hook.php(324): popular_categories_load_widget('')
#4 /wordpress/wp-includes/class-wp-hook.php(348): WP_Hook->apply_filters(NULL, Array)
#5 /wordpress/wp-includes/plugin.php(517): WP_Hook->do_action(Array)
#6 /wordpress/wp-includes/widgets.php(1870): do_action('widgets_init')
#7 /wordpress/wp-includes/class-wp-hook.php(324): wp_widgets_init('')
#8 /wordpress/wp-includes/class-wp-hook.php(348): WP_Hook->apply_filters(NULL, Array)
#9 /wordpress/wp-includes/plugin.php(517): WP_Hook->do_action(Array)
#10 /wordpress/wp-settings.php(727): do_action('init')
#11 /wordpress/wp-config.php(102): require_once('/wordpress/wp-s...')
#12 /wordpress/wp-load.php(50): require_once('/wordpress/wp-c...')
#13 /internal/eval.php(3): require_once('/wordpress/wp-l...')
#14 {main}
  thrown in /wordpress/wp-includes/class-wp-widget.php on line 163

    at Object.onBind (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/cli/run-cli-j-geJYS3.js:325:15)
    at process.processTicksAndRejections (node:internal/process/task_queues:105:5)
    at async re (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/cli/run-cli-j-geJYS3.js:149:10) {
  [cause]: Error: Error when executing the blueprint step #1 ({"step":"installPlugin","pluginData":{"resource":"wordpress.org/plugins","slug":"most-popular-categories"},"options":{"activate":true}}) : PHP.run() failed with exit code 255 and the following output: 
      at Object.run (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/blueprints/index.js:12093:19)
      at process.processTicksAndRejections (node:internal/process/task_queues:105:5)
      at async ys (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/blueprints/index.js:12196:3)
      at async Object.onBind (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/cli/run-cli-j-geJYS3.js:315:48)
      at async re (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/cli/run-cli-j-geJYS3.js:149:10) {
    [cause]: PHPExecutionFailureError: PHP.run() failed with exit code 255 and the following output: 
        at PHP.run (file:///home/runner/work/playground-tester/playground-tester/node_modules/@php-wasm/universal/index.js:1034:19)
        at process.processTicksAndRejections (node:internal/process/task_queues:105:5)
        at async wr (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/blueprints/index.js:74:13)
        at async Object.gt [as installPlugin] (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/blueprints/index.js:631:42)
        at async g (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/blueprints/index.js:12161:30)
        at async Object.run (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/blueprints/index.js:12090:23)
        at async ys (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/blueprints/index.js:12196:3)
        at async Object.onBind (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/cli/run-cli-j-geJYS3.js:315:48)
        at async re (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/cli/run-cli-j-geJYS3.js:149:10) {
      response: PHPResponse {
        httpStatusCode: 500,
        headers: {
          'x-powered-by': [ 'PHP/8.0.30-dev' ],
          'content-type': [ 'text/html; charset=UTF-8' ],
          expires: [ 'Wed, 11 Jan 1984 05:00:00 GMT' ],
          'cache-control': [ 'no-cache, must-revalidate, max-age=0, no-store, private' ]
        },
        bytes: Uint8Array(2653) [
           60,  33,  68,  79,  67,  84,  89,  80,  69,  32, 104, 116,
          109, 108,  62,  10,  60, 104, 116, 109, 108,  32, 108,  97,
          110, 103,  61,  34, 101, 110,  45,  85,  83,  34,  62,  10,
           60, 104, 101,  97, 100,  62,  10,   9,  60, 109, 101, 116,
           97,  32, 104, 116, 116, 112,  45, 101, 113, 117, 105, 118,
           61,  34,  67, 111, 110, 116, 101, 110, 116,  45,  84, 121,
          112, 101,  34,  32,  99, 111, 110, 116, 101, 110, 116,  61,
           34, 116, 101, 120, 116,  47, 104, 116, 109, 108,  59,  32,
           99, 104,  97, 114,
          ... 2553 more items
        ],
        exitCode: 255,
        errors: ''
      },
      source: 'request'
    }
  }
}

Node.js v23.11.0
