file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/cli/index.js:237
        throw new Error(y, { cause: u });
              ^

Error: [18-May-2025 08:51:17 UTC] PHP Deprecated:  WP_SQLite_Information_Schema_Exception::__construct(): Implicitly marking parameter $previous as nullable is deprecated, the explicit nullable type must be used instead in /internal/shared/sqlite-database-integration/wp-includes/sqlite-ast/class-wp-sqlite-information-schema-exception.php on line 37
[18-May-2025 08:51:34 UTC] PHP Deprecated:  WPStaging\Vendor\lucatume\DI52\Builders\Resolver::cloneBuilder(): Implicitly marking parameter $afterBuildMethods as nullable is deprecated, the explicit nullable type must be used instead in /wordpress/wp-content/plugins/wp-staging/vendor_wpstg/lucatume/di52/src/Builders/Resolver.php on line 248
[18-May-2025 08:51:34 UTC] PHP Deprecated:  WPStaging\Vendor\lucatume\DI52\Builders\Factory::getBuilder(): Implicitly marking parameter $afterBuildMethods as nullable is deprecated, the explicit nullable type must be used instead in /wordpress/wp-content/plugins/wp-staging/vendor_wpstg/lucatume/di52/src/Builders/Factory.php on line 56
[18-May-2025 08:51:34 UTC] PHP Deprecated:  WPStaging\Vendor\lucatume\DI52\Builders\ClassBuilder::__construct(): Implicitly marking parameter $afterBuildMethods as nullable is deprecated, the explicit nullable type must be used instead in /wordpress/wp-content/plugins/wp-staging/vendor_wpstg/lucatume/di52/src/Builders/ClassBuilder.php on line 74
[18-May-2025 08:51:34 UTC] PHP Deprecated:  WPStaging\Vendor\lucatume\DI52\Builders\ClassBuilder::reinit(): Implicitly marking parameter $afterBuildMethods as nullable is deprecated, the explicit nullable type must be used instead in /wordpress/wp-content/plugins/wp-staging/vendor_wpstg/lucatume/di52/src/Builders/ClassBuilder.php on line 210
[18-May-2025 08:51:34 UTC] PHP Deprecated:  WPStaging\Vendor\lucatume\DI52\Builders\ReinitializableBuilderInterface::reinit(): Implicitly marking parameter $afterBuildMethods as nullable is deprecated, the explicit nullable type must be used instead in /wordpress/wp-content/plugins/wp-staging/vendor_wpstg/lucatume/di52/src/Builders/ReinitializableBuilderInterface.php on line 25
[18-May-2025 08:51:34 UTC] PHP Deprecated:  Constant E_STRICT is deprecated in /wordpress/wp-content/plugins/wp-staging/wp-staging-error-handler.php on line 98
[18-May-2025 08:51:48 UTC] PHP Deprecated:  WPStaging\Vendor\GuzzleHttp\Promise\queue(): Implicitly marking parameter $assign as nullable is deprecated, the explicit nullable type must be used instead in /wordpress/wp-content/plugins/wp-staging/vendor_wpstg/guzzlehttp/promises/src/functions.php on line 24
[18-May-2025 08:51:48 UTC] PHP Deprecated:  WPStaging\Vendor\GuzzleHttp\Promise\each(): Implicitly marking parameter $onFulfilled as nullable is deprecated, the explicit nullable type must be used instead in /wordpress/wp-content/plugins/wp-staging/vendor_wpstg/guzzlehttp/promises/src/functions.php on line 247
[18-May-2025 08:51:48 UTC] PHP Deprecated:  WPStaging\Vendor\GuzzleHttp\Promise\each(): Implicitly marking parameter $onRejected as nullable is deprecated, the explicit nullable type must be used instead in /wordpress/wp-content/plugins/wp-staging/vendor_wpstg/guzzlehttp/promises/src/functions.php on line 247
[18-May-2025 08:51:48 UTC] PHP Deprecated:  WPStaging\Vendor\GuzzleHttp\Promise\each_limit(): Implicitly marking parameter $onFulfilled as nullable is deprecated, the explicit nullable type must be used instead in /wordpress/wp-content/plugins/wp-staging/vendor_wpstg/guzzlehttp/promises/src/functions.php on line 268
[18-May-2025 08:51:48 UTC] PHP Deprecated:  WPStaging\Vendor\GuzzleHttp\Promise\each_limit(): Implicitly marking parameter $onRejected as nullable is deprecated, the explicit nullable type must be used instead in /wordpress/wp-content/plugins/wp-staging/vendor_wpstg/guzzlehttp/promises/src/functions.php on line 268
[18-May-2025 08:51:48 UTC] PHP Deprecated:  WPStaging\Vendor\GuzzleHttp\Promise\each_limit_all(): Implicitly marking parameter $onFulfilled as nullable is deprecated, the explicit nullable type must be used instead in /wordpress/wp-content/plugins/wp-staging/vendor_wpstg/guzzlehttp/promises/src/functions.php on line 285
[18-May-2025 08:51:48 UTC] PHP Deprecated:  WPStaging\Framework\DI\Container::bind(): Implicitly marking parameter $afterBuildMethods as nullable is deprecated, the explicit nullable type must be used instead in /wordpress/wp-content/plugins/wp-staging/Framework/DI/Container.php on line 138
[18-May-2025 08:51:48 UTC] PHP Deprecated:  WPStaging\Framework\DI\Container::singleton(): Implicitly marking parameter $afterBuildMethods as nullable is deprecated, the explicit nullable type must be used instead in /wordpress/wp-content/plugins/wp-staging/Framework/DI/Container.php on line 154
[18-May-2025 08:51:48 UTC] PHP Deprecated:  WPStaging\Vendor\lucatume\DI52\Container::singleton(): Implicitly marking parameter $afterBuildMethods as nullable is deprecated, the explicit nullable type must be used instead in /wordpress/wp-content/plugins/wp-staging/vendor_wpstg/lucatume/di52/src/Container.php on line 145
[18-May-2025 08:51:48 UTC] PHP Deprecated:  WPStaging\Vendor\lucatume\DI52\Container::bind(): Implicitly marking parameter $afterBuildMethods as nullable is deprecated, the explicit nullable type must be used instead in /wordpress/wp-content/plugins/wp-staging/vendor_wpstg/lucatume/di52/src/Container.php on line 486
[18-May-2025 08:51:48 UTC] PHP Deprecated:  WPStaging\Vendor\lucatume\DI52\Container::singletonDecorators(): Implicitly marking parameter $afterBuildMethods as nullable is deprecated, the explicit nullable type must be used instead in /wordpress/wp-content/plugins/wp-staging/vendor_wpstg/lucatume/di52/src/Container.php on line 530
[18-May-2025 08:51:48 UTC] PHP Deprecated:  WPStaging\Vendor\lucatume\DI52\Container::getDecoratorBuilder(): Implicitly marking parameter $afterBuildMethods as nullable is deprecated, the explicit nullable type must be used instead in /wordpress/wp-content/plugins/wp-staging/vendor_wpstg/lucatume/di52/src/Container.php on line 545
[18-May-2025 08:51:48 UTC] PHP Deprecated:  WPStaging\Vendor\lucatume\DI52\Container::bindDecorators(): Implicitly marking parameter $afterBuildMethods as nullable is deprecated, the explicit nullable type must be used instead in /wordpress/wp-content/plugins/wp-staging/vendor_wpstg/lucatume/di52/src/Container.php on line 575
[18-May-2025 08:51:48 UTC] PHP Deprecated:  WPStaging\Vendor\lucatume\DI52\Container::instance(): Implicitly marking parameter $afterBuildMethods as nullable is deprecated, the explicit nullable type must be used instead in /wordpress/wp-content/plugins/wp-staging/vendor_wpstg/lucatume/di52/src/Container.php on line 732
[18-May-2025 08:51:48 UTC] PHP Deprecated:  WPStaging\Framework\DI\Resolver::resolve(): Implicitly marking parameter $buildLine as nullable is deprecated, the explicit nullable type must be used instead in /wordpress/wp-content/plugins/wp-staging/Framework/DI/Resolver.php on line 15
[18-May-2025 08:51:48 UTC] PHP Deprecated:  WPStaging\Vendor\lucatume\DI52\Builders\Resolver::resolveWithArgs(): Implicitly marking parameter $afterBuildMethods as nullable is deprecated, the explicit nullable type must be used instead in /wordpress/wp-content/plugins/wp-staging/vendor_wpstg/lucatume/di52/src/Builders/Resolver.php on line 158
[18-May-2025 08:51:48 UTC] PHP Deprecated:  WPStaging\Vendor\lucatume\DI52\Builders\Resolver::resolve(): Implicitly marking parameter $buildLine as nullable is deprecated, the explicit nullable type must be used instead in /wordpress/wp-content/plugins/wp-staging/vendor_wpstg/lucatume/di52/src/Builders/Resolver.php on line 183
[18-May-2025 08:51:48 UTC] PHP Deprecated:  WPStaging\Vendor\lucatume\DI52\Builders\Resolver::cloneBuilder(): Implicitly marking parameter $afterBuildMethods as nullable is deprecated, the explicit nullable type must be used instead in /wordpress/wp-content/plugins/wp-staging/vendor_wpstg/lucatume/di52/src/Builders/Resolver.php on line 248
[18-May-2025 08:51:48 UTC] PHP Deprecated:  WPStaging\Vendor\lucatume\DI52\Builders\Factory::getBuilder(): Implicitly marking parameter $afterBuildMethods as nullable is deprecated, the explicit nullable type must be used instead in /wordpress/wp-content/plugins/wp-staging/vendor_wpstg/lucatume/di52/src/Builders/Factory.php on line 56
[18-May-2025 08:51:48 UTC] PHP Deprecated:  WPStaging\Vendor\lucatume\DI52\Builders\ClassBuilder::__construct(): Implicitly marking parameter $afterBuildMethods as nullable is deprecated, the explicit nullable type must be used instead in /wordpress/wp-content/plugins/wp-staging/vendor_wpstg/lucatume/di52/src/Builders/ClassBuilder.php on line 74
[18-May-2025 08:51:48 UTC] PHP Deprecated:  WPStaging\Vendor\lucatume\DI52\Builders\ClassBuilder::reinit(): Implicitly marking parameter $afterBuildMethods as nullable is deprecated, the explicit nullable type must be used instead in /wordpress/wp-content/plugins/wp-staging/vendor_wpstg/lucatume/di52/src/Builders/ClassBuilder.php on line 210
[18-May-2025 08:51:48 UTC] PHP Deprecated:  WPStaging\Vendor\lucatume\DI52\Builders\ReinitializableBuilderInterface::reinit(): Implicitly marking parameter $afterBuildMethods as nullable is deprecated, the explicit nullable type must be used instead in /wordpress/wp-content/plugins/wp-staging/vendor_wpstg/lucatume/di52/src/Builders/ReinitializableBuilderInterface.php on line 25
[18-May-2025 08:51:49 UTC] PHP Deprecated:  Constant E_STRICT is deprecated in /wordpress/wp-content/plugins/wp-staging/wp-staging-error-handler.php on line 98
[18-May-2025 08:51:50 UTC] PHP Deprecated:  WPStaging\Vendor\GuzzleHttp\Promise\queue(): Implicitly marking parameter $assign as nullable is deprecated, the explicit nullable type must be used instead in /wordpress/wp-content/plugins/wp-staging/vendor_wpstg/guzzlehttp/promises/src/functions.php on line 24
[18-May-2025 08:51:50 UTC] PHP Deprecated:  WPStaging\Vendor\GuzzleHttp\Promise\each(): Implicitly marking parameter $onFulfilled as nullable is deprecated, the explicit nullable type must be used instead in /wordpress/wp-content/plugins/wp-staging/vendor_wpstg/guzzlehttp/promises/src/functions.php on line 247
[18-May-2025 08:51:50 UTC] PHP Deprecated:  WPStaging\Vendor\GuzzleHttp\Promise\each(): Implicitly marking parameter $onRejected as nullable is deprecated, the explicit nullable type must be used instead in /wordpress/wp-content/plugins/wp-staging/vendor_wpstg/guzzlehttp/promises/src/functions.php on line 247
[18-May-2025 08:51:50 UTC] PHP Deprecated:  WPStaging\Vendor\GuzzleHttp\Promise\each_limit(): Implicitly marking parameter $onFulfilled as nullable is deprecated, the explicit nullable type must be used instead in /wordpress/wp-content/plugins/wp-staging/vendor_wpstg/guzzlehttp/promises/src/functions.php on line 268
[18-May-2025 08:51:50 UTC] PHP Deprecated:  WPStaging\Vendor\GuzzleHttp\Promise\each_limit(): Implicitly marking parameter $onRejected as nullable is deprecated, the explicit nullable type must be used instead in /wordpress/wp-content/plugins/wp-staging/vendor_wpstg/guzzlehttp/promises/src/functions.php on line 268
[18-May-2025 08:51:50 UTC] PHP Deprecated:  WPStaging\Vendor\GuzzleHttp\Promise\each_limit_all(): Implicitly marking parameter $onFulfilled as nullable is deprecated, the explicit nullable type must be used instead in /wordpress/wp-content/plugins/wp-staging/vendor_wpstg/guzzlehttp/promises/src/functions.php on line 285
[18-May-2025 08:51:50 UTC] PHP Deprecated:  WPStaging\Framework\DI\Container::bind(): Implicitly marking parameter $afterBuildMethods as nullable is deprecated, the explicit nullable type must be used instead in /wordpress/wp-content/plugins/wp-staging/Framework/DI/Container.php on line 138
[18-May-2025 08:51:50 UTC] PHP Deprecated:  WPStaging\Framework\DI\Container::singleton(): Implicitly marking parameter $afterBuildMethods as nullable is deprecated, the explicit nullable type must be used instead in /wordpress/wp-content/plugins/wp-staging/Framework/DI/Container.php on line 154
[18-May-2025 08:51:50 UTC] PHP Deprecated:  WPStaging\Vendor\lucatume\DI52\Container::singleton(): Implicitly marking parameter $afterBuildMethods as nullable is deprecated, the explicit nullable type must be used instead in /wordpress/wp-content/plugins/wp-staging/vendor_wpstg/lucatume/di52/src/Container.php on line 145
[18-May-2025 08:51:50 UTC] PHP Deprecated:  WPStaging\Vendor\lucatume\DI52\Container::bind(): Implicitly marking parameter $afterBuildMethods as nullable is deprecated, the explicit nullable type must be used instead in /wordpress/wp-content/plugins/wp-staging/vendor_wpstg/lucatume/di52/src/Container.php on line 486
[18-May-2025 08:51:50 UTC] PHP Deprecated:  WPStaging\Vendor\lucatume\DI52\Container::singletonDecorators(): Implicitly marking parameter $afterBuildMethods as nullable is deprecated, the explicit nullable type must be used instead in /wordpress/wp-content/plugins/wp-staging/vendor_wpstg/lucatume/di52/src/Container.php on line 530
[18-May-2025 08:51:50 UTC] PHP Deprecated:  WPStaging\Vendor\lucatume\DI52\Container::getDecoratorBuilder(): Implicitly marking parameter $afterBuildMethods as nullable is deprecated, the explicit nullable type must be used instead in /wordpress/wp-content/plugins/wp-staging/vendor_wpstg/lucatume/di52/src/Container.php on line 545
[18-May-2025 08:51:50 UTC] PHP Deprecated:  WPStaging\Vendor\lucatume\DI52\Container::bindDecorators(): Implicitly marking parameter $afterBuildMethods as nullable is deprecated, the explicit nullable type must be used instead in /wordpress/wp-content/plugins/wp-staging/vendor_wpstg/lucatume/di52/src/Container.php on line 575
[18-May-2025 08:51:50 UTC] PHP Deprecated:  WPStaging\Vendor\lucatume\DI52\Container::instance(): Implicitly marking parameter $afterBuildMethods as nullable is deprecated, the explicit nullable type must be used instead in /wordpress/wp-content/plugins/wp-staging/vendor_wpstg/lucatume/di52/src/Container.php on line 732
[18-May-2025 08:51:50 UTC] PHP Deprecated:  WPStaging\Framework\DI\Resolver::resolve(): Implicitly marking parameter $buildLine as nullable is deprecated, the explicit nullable type must be used instead in /wordpress/wp-content/plugins/wp-staging/Framework/DI/Resolver.php on line 15
[18-May-2025 08:51:50 UTC] PHP Deprecated:  WPStaging\Vendor\lucatume\DI52\Builders\Resolver::resolveWithArgs(): Implicitly marking parameter $afterBuildMethods as nullable is deprecated, the explicit nullable type must be used instead in /wordpress/wp-content/plugins/wp-staging/vendor_wpstg/lucatume/di52/src/Builders/Resolver.php on line 158
[18-May-2025 08:51:50 UTC] PHP Deprecated:  WPStaging\Vendor\lucatume\DI52\Builders\Resolver::resolve(): Implicitly marking parameter $buildLine as nullable is deprecated, the explicit nullable type must be used instead in /wordpress/wp-content/plugins/wp-staging/vendor_wpstg/lucatume/di52/src/Builders/Resolver.php on line 183
[18-May-2025 08:51:50 UTC] PHP Deprecated:  WPStaging\Vendor\lucatume\DI52\Builders\Resolver::cloneBuilder(): Implicitly marking parameter $afterBuildMethods as nullable is deprecated, the explicit nullable type must be used instead in /wordpress/wp-content/plugins/wp-staging/vendor_wpstg/lucatume/di52/src/Builders/Resolver.php on line 248
[18-May-2025 08:51:50 UTC] PHP Deprecated:  WPStaging\Vendor\lucatume\DI52\Builders\Factory::getBuilder(): Implicitly marking parameter $afterBuildMethods as nullable is deprecated, the explicit nullable type must be used instead in /wordpress/wp-content/plugins/wp-staging/vendor_wpstg/lucatume/di52/src/Builders/Factory.php on line 56
[18-May-2025 08:51:50 UTC] PHP Deprecated:  WPStaging\Vendor\lucatume\DI52\Builders\ClassBuilder::__construct(): Implicitly marking parameter $afterBuildMethods as nullable is deprecated, the explicit nullable type must be used instead in /wordpress/wp-content/plugins/wp-staging/vendor_wpstg/lucatume/di52/src/Builders/ClassBuilder.php on line 74
[18-May-2025 08:51:50 UTC] PHP Deprecated:  WPStaging\Vendor\lucatume\DI52\Builders\ClassBuilder::reinit(): Implicitly marking parameter $afterBuildMethods as nullable is deprecated, the explicit nullable type must be used instead in /wordpress/wp-content/plugins/wp-staging/vendor_wpstg/lucatume/di52/src/Builders/ClassBuilder.php on line 210
[18-May-2025 08:51:50 UTC] PHP Deprecated:  WPStaging\Vendor\lucatume\DI52\Builders\ReinitializableBuilderInterface::reinit(): Implicitly marking parameter $afterBuildMethods as nullable is deprecated, the explicit nullable type must be used instead in /wordpress/wp-content/plugins/wp-staging/vendor_wpstg/lucatume/di52/src/Builders/ReinitializableBuilderInterface.php on line 25
[18-May-2025 08:51:51 UTC] PHP Deprecated:  Constant E_STRICT is deprecated in /wordpress/wp-content/plugins/wp-staging/wp-staging-error-handler.php on line 98
[18-May-2025 08:51:55 UTC] PHP Deprecated:  WPStaging\Vendor\GuzzleHttp\Promise\queue(): Implicitly marking parameter $assign as nullable is deprecated, the explicit nullable type must be used instead in /wordpress/wp-content/plugins/wp-staging/vendor_wpstg/guzzlehttp/promises/src/functions.php on line 24
[18-May-2025 08:51:55 UTC] PHP Deprecated:  WPStaging\Vendor\GuzzleHttp\Promise\each(): Implicitly marking parameter $onFulfilled as nullable is deprecated, the explicit nullable type must be used instead in /wordpress/wp-content/plugins/wp-staging/vendor_wpstg/guzzlehttp/promises/src/functions.php on line 247
[18-May-2025 08:51:55 UTC] PHP Deprecated:  WPStaging\Vendor\GuzzleHttp\Promise\each(): Implicitly marking parameter $onRejected as nullable is deprecated, the explicit nullable type must be used instead in /wordpress/wp-content/plugins/wp-staging/vendor_wpstg/guzzlehttp/promises/src/functions.php on line 247
[18-May-2025 08:51:55 UTC] PHP Deprecated:  WPStaging\Vendor\GuzzleHttp\Promise\each_limit(): Implicitly marking parameter $onFulfilled as nullable is deprecated, the explicit nullable type must be used instead in /wordpress/wp-content/plugins/wp-staging/vendor_wpstg/guzzlehttp/promises/src/functions.php on line 268
[18-May-2025 08:51:55 UTC] PHP Deprecated:  WPStaging\Vendor\GuzzleHttp\Promise\each_limit(): Implicitly marking parameter $onRejected as nullable is deprecated, the explicit nullable type must be used instead in /wordpress/wp-content/plugins/wp-staging/vendor_wpstg/guzzlehttp/promises/src/functions.php on line 268
[18-May-2025 08:51:55 UTC] PHP Deprecated:  WPStaging\Vendor\GuzzleHttp\Promise\each_limit_all(): Implicitly marking parameter $onFulfilled as nullable is deprecated, the explicit nullable type must be used instead in /wordpress/wp-content/plugins/wp-staging/vendor_wpstg/guzzlehttp/promises/src/functions.php on line 285
[18-May-2025 08:51:55 UTC] PHP Deprecated:  WPStaging\Framework\DI\Container::bind(): Implicitly marking parameter $afterBuildMethods as nullable is deprecated, the explicit nullable type must be used instead in /wordpress/wp-content/plugins/wp-staging/Framework/DI/Container.php on line 138
[18-May-2025 08:51:55 UTC] PHP Deprecated:  WPStaging\Framework\DI\Container::singleton(): Implicitly marking parameter $afterBuildMethods as nullable is deprecated, the explicit nullable type must be used instead in /wordpress/wp-content/plugins/wp-staging/Framework/DI/Container.php on line 154
[18-May-2025 08:51:55 UTC] PHP Deprecated:  WPStaging\Vendor\lucatume\DI52\Container::singleton(): Implicitly marking parameter $afterBuildMethods as nullable is deprecated, the explicit nullable type must be used instead in /wordpress/wp-content/plugins/wp-staging/vendor_wpstg/lucatume/di52/src/Container.php on line 145
[18-May-2025 08:51:55 UTC] PHP Deprecated:  WPStaging\Vendor\lucatume\DI52\Container::bind(): Implicitly marking parameter $afterBuildMethods as nullable is deprecated, the explicit nullable type must be used instead in /wordpress/wp-content/plugins/wp-staging/vendor_wpstg/lucatume/di52/src/Container.php on line 486
[18-May-2025 08:51:55 UTC] PHP Deprecated:  WPStaging\Vendor\lucatume\DI52\Container::singletonDecorators(): Implicitly marking parameter $afterBuildMethods as nullable is deprecated, the explicit nullable type must be used instead in /wordpress/wp-content/plugins/wp-staging/vendor_wpstg/lucatume/di52/src/Container.php on line 530
[18-May-2025 08:51:55 UTC] PHP Deprecated:  WPStaging\Vendor\lucatume\DI52\Container::getDecoratorBuilder(): Implicitly marking parameter $afterBuildMethods as nullable is deprecated, the explicit nullable type must be used instead in /wordpress/wp-content/plugins/wp-staging/vendor_wpstg/lucatume/di52/src/Container.php on line 545
[18-May-2025 08:51:55 UTC] PHP Deprecated:  WPStaging\Vendor\lucatume\DI52\Container::bindDecorators(): Implicitly marking parameter $afterBuildMethods as nullable is deprecated, the explicit nullable type must be used instead in /wordpress/wp-content/plugins/wp-staging/vendor_wpstg/lucatume/di52/src/Container.php on line 575
[18-May-2025 08:51:55 UTC] PHP Deprecated:  WPStaging\Vendor\lucatume\DI52\Container::instance(): Implicitly marking parameter $afterBuildMethods as nullable is deprecated, the explicit nullable type must be used instead in /wordpress/wp-content/plugins/wp-staging/vendor_wpstg/lucatume/di52/src/Container.php on line 732
[18-May-2025 08:51:55 UTC] PHP Deprecated:  WPStaging\Framework\DI\Resolver::resolve(): Implicitly marking parameter $buildLine as nullable is deprecated, the explicit nullable type must be used instead in /wordpress/wp-content/plugins/wp-staging/Framework/DI/Resolver.php on line 15
[18-May-2025 08:51:55 UTC] PHP Deprecated:  WPStaging\Vendor\lucatume\DI52\Builders\Resolver::resolveWithArgs(): Implicitly marking parameter $afterBuildMethods as nullable is deprecated, the explicit nullable type must be used instead in /wordpress/wp-content/plugins/wp-staging/vendor_wpstg/lucatume/di52/src/Builders/Resolver.php on line 158
[18-May-2025 08:51:55 UTC] PHP Deprecated:  WPStaging\Vendor\lucatume\DI52\Builders\Resolver::resolve(): Implicitly marking parameter $buildLine as nullable is deprecated, the explicit nullable type must be used instead in /wordpress/wp-content/plugins/wp-staging/vendor_wpstg/lucatume/di52/src/Builders/Resolver.php on line 183
[18-May-2025 08:51:55 UTC] PHP Deprecated:  WPStaging\Vendor\lucatume\DI52\Builders\Resolver::cloneBuilder(): Implicitly marking parameter $afterBuildMethods as nullable is deprecated, the explicit nullable type must be used instead in /wordpress/wp-content/plugins/wp-staging/vendor_wpstg/lucatume/di52/src/Builders/Resolver.php on line 248
[18-May-2025 08:51:55 UTC] PHP Deprecated:  WPStaging\Vendor\lucatume\DI52\Builders\Factory::getBuilder(): Implicitly marking parameter $afterBuildMethods as nullable is deprecated, the explicit nullable type must be used instead in /wordpress/wp-content/plugins/wp-staging/vendor_wpstg/lucatume/di52/src/Builders/Factory.php on line 56
[18-May-2025 08:51:56 UTC] PHP Deprecated:  WPStaging\Vendor\lucatume\DI52\Builders\ClassBuilder::__construct(): Implicitly marking parameter $afterBuildMethods as nullable is deprecated, the explicit nullable type must be used instead in /wordpress/wp-content/plugins/wp-staging/vendor_wpstg/lucatume/di52/src/Builders/ClassBuilder.php on line 74
[18-May-2025 08:51:56 UTC] PHP Deprecated:  WPStaging\Vendor\lucatume\DI52\Builders\ClassBuilder::reinit(): Implicitly marking parameter $afterBuildMethods as nullable is deprecated, the explicit nullable type must be used instead in /wordpress/wp-content/plugins/wp-staging/vendor_wpstg/lucatume/di52/src/Builders/ClassBuilder.php on line 210
[18-May-2025 08:51:56 UTC] PHP Deprecated:  WPStaging\Vendor\lucatume\DI52\Builders\ReinitializableBuilderInterface::reinit(): Implicitly marking parameter $afterBuildMethods as nullable is deprecated, the explicit nullable type must be used instead in /wordpress/wp-content/plugins/wp-staging/vendor_wpstg/lucatume/di52/src/Builders/ReinitializableBuilderInterface.php on line 25
[18-May-2025 08:51:56 UTC] PHP Deprecated:  Constant E_STRICT is deprecated in /wordpress/wp-content/plugins/wp-staging/wp-staging-error-handler.php on line 98
[18-May-2025 08:51:56 UTC] PHP Deprecated:  WPStaging\Vendor\GuzzleHttp\Promise\queue(): Implicitly marking parameter $assign as nullable is deprecated, the explicit nullable type must be used instead in /wordpress/wp-content/plugins/wp-staging/vendor_wpstg/guzzlehttp/promises/src/functions.php on line 24
[18-May-2025 08:51:56 UTC] PHP Deprecated:  WPStaging\Vendor\GuzzleHttp\Promise\each(): Implicitly marking parameter $onFulfilled as nullable is deprecated, the explicit nullable type must be used instead in /wordpress/wp-content/plugins/wp-staging/vendor_wpstg/guzzlehttp/promises/src/functions.php on line 247
[18-May-2025 08:51:56 UTC] PHP Deprecated:  WPStaging\Vendor\GuzzleHttp\Promise\each(): Implicitly marking parameter $onRejected as nullable is deprecated, the explicit nullable type must be used instead in /wordpress/wp-content/plugins/wp-staging/vendor_wpstg/guzzlehttp/promises/src/functions.php on line 247
[18-May-2025 08:51:56 UTC] PHP Deprecated:  WPStaging\Vendor\GuzzleHttp\Promise\each_limit(): Implicitly marking parameter $onFulfilled as nullable is deprecated, the explicit nullable type must be used instead in /wordpress/wp-content/plugins/wp-staging/vendor_wpstg/guzzlehttp/promises/src/functions.php on line 268
[18-May-2025 08:51:56 UTC] PHP Deprecated:  WPStaging\Vendor\GuzzleHttp\Promise\each_limit(): Implicitly marking parameter $onRejected as nullable is deprecated, the explicit nullable type must be used instead in /wordpress/wp-content/plugins/wp-staging/vendor_wpstg/guzzlehttp/promises/src/functions.php on line 268
[18-May-2025 08:51:56 UTC] PHP Deprecated:  WPStaging\Vendor\GuzzleHttp\Promise\each_limit_all(): Implicitly marking parameter $onFulfilled as nullable is deprecated, the explicit nullable type must be used instead in /wordpress/wp-content/plugins/wp-staging/vendor_wpstg/guzzlehttp/promises/src/functions.php on line 285
[18-May-2025 08:51:56 UTC] PHP Deprecated:  WPStaging\Framework\DI\Container::bind(): Implicitly marking parameter $afterBuildMethods as nullable is deprecated, the explicit nullable type must be used instead in /wordpress/wp-content/plugins/wp-staging/Framework/DI/Container.php on line 138
[18-May-2025 08:51:56 UTC] PHP Deprecated:  WPStaging\Framework\DI\Container::singleton(): Implicitly marking parameter $afterBuildMethods as nullable is deprecated, the explicit nullable type must be used instead in /wordpress/wp-content/plugins/wp-staging/Framework/DI/Container.php on line 154
[18-May-2025 08:51:56 UTC] PHP Deprecated:  WPStaging\Vendor\lucatume\DI52\Container::singleton(): Implicitly marking parameter $afterBuildMethods as nullable is deprecated, the explicit nullable type must be used instead in /wordpress/wp-content/plugins/wp-staging/vendor_wpstg/lucatume/di52/src/Container.php on line 145
[18-May-2025 08:51:56 UTC] PHP Deprecated:  WPStaging\Vendor\lucatume\DI52\Container::bind(): Implicitly marking parameter $afterBuildMethods as nullable is deprecated, the explicit nullable type must be used instead in /wordpress/wp-content/plugins/wp-staging/vendor_wpstg/lucatume/di52/src/Container.php on line 486
[18-May-2025 08:51:56 UTC] PHP Deprecated:  WPStaging\Vendor\lucatume\DI52\Container::singletonDecorators(): Implicitly marking parameter $afterBuildMethods as nullable is deprecated, the explicit nullable type must be used instead in /wordpress/wp-content/plugins/wp-staging/vendor_wpstg/lucatume/di52/src/Container.php on line 530
[18-May-2025 08:51:56 UTC] PHP Deprecated:  WPStaging\Vendor\lucatume\DI52\Container::getDecoratorBuilder(): Implicitly marking parameter $afterBuildMethods as nullable is deprecated, the explicit nullable type must be used instead in /wordpress/wp-content/plugins/wp-staging/vendor_wpstg/lucatume/di52/src/Container.php on line 545
[18-May-2025 08:51:56 UTC] PHP Deprecated:  WPStaging\Vendor\lucatume\DI52\Container::bindDecorators(): Implicitly marking parameter $afterBuildMethods as nullable is deprecated, the explicit nullable type must be used instead in /wordpress/wp-content/plugins/wp-staging/vendor_wpstg/lucatume/di52/src/Container.php on line 575
[18-May-2025 08:51:56 UTC] PHP Deprecated:  WPStaging\Vendor\lucatume\DI52\Container::instance(): Implicitly marking parameter $afterBuildMethods as nullable is deprecated, the explicit nullable type must be used instead in /wordpress/wp-content/plugins/wp-staging/vendor_wpstg/lucatume/di52/src/Container.php on line 732
[18-May-2025 08:51:56 UTC] PHP Deprecated:  WPStaging\Framework\DI\Resolver::resolve(): Implicitly marking parameter $buildLine as nullable is deprecated, the explicit nullable type must be used instead in /wordpress/wp-content/plugins/wp-staging/Framework/DI/Resolver.php on line 15
[18-May-2025 08:51:56 UTC] PHP Deprecated:  WPStaging\Vendor\lucatume\DI52\Builders\Resolver::resolveWithArgs(): Implicitly marking parameter $afterBuildMethods as nullable is deprecated, the explicit nullable type must be used instead in /wordpress/wp-content/plugins/wp-staging/vendor_wpstg/lucatume/di52/src/Builders/Resolver.php on line 158
[18-May-2025 08:51:56 UTC] PHP Deprecated:  WPStaging\Vendor\lucatume\DI52\Builders\Resolver::resolve(): Implicitly marking parameter $buildLine as nullable is deprecated, the explicit nullable type must be used instead in /wordpress/wp-content/plugins/wp-staging/vendor_wpstg/lucatume/di52/src/Builders/Resolver.php on line 183
