file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/cli/index.js:237
        throw new Error(y, { cause: u });
              ^

Error: [07-May-2025 17:51:35 UTC] PHP Warning:  Undefined variable $theme in /wordpress/wp-content/plugins/wordpress-sand-box/sandbox.php on line 218
  thrown in /wordpress/wp-content/plugins/wp-simple-contact-form/wp-simple-contact-form.php on line 13
[07-May-2025 17:55:40 UTC] PHP Fatal error:  Uncaught Error: Call to undefined function create_function() in /wordpress/wp-content/plugins/wp-social-networks-widget/wp-social-networks-.php:323
Stack trace:
#0 /wordpress/wp-admin/includes/plugin.php(2387): include_once()
#1 /wordpress/wp-admin/includes/plugin.php(673): plugin_sandbox_scrape('wp-social-netwo...')
#2 /internal/eval.php(20): activate_plugin('wp-social-netwo...')
#3 {main}
  thrown in /wordpress/wp-content/plugins/wp-social-networks-widget/wp-social-networks-.php on line 323
[07-May-2025 17:55:48 UTC] PHP Fatal error:  Uncaught Error: Call to undefined function create_function() in /wordpress/wp-content/plugins/wp-social-networks-widget/wp-social-networks-.php:323
Stack trace:
#0 /wordpress/wp-admin/includes/plugin.php(2387): include_once()
#1 /wordpress/wp-admin/includes/plugin.php(673): plugin_sandbox_scrape('wp-social-netwo...')
#2 /internal/eval.php(20): activate_plugin('wp-social-netwo...')
#3 {main}
  thrown in /wordpress/wp-content/plugins/wp-social-networks-widget/wp-social-networks-.php on line 323
[07-May-2025 17:55:57 UTC] PHP Fatal error:  Uncaught Error: Call to undefined function create_function() in /wordpress/wp-content/plugins/wp-social-networks-widget/wp-social-networks-.php:323
Stack trace:
#0 /wordpress/wp-admin/includes/plugin.php(2387): include_once()
#1 /wordpress/wp-admin/includes/plugin.php(673): plugin_sandbox_scrape('wp-social-netwo...')
#2 /internal/eval.php(20): activate_plugin('wp-social-netwo...')
#3 {main}
  thrown in /wordpress/wp-content/plugins/wp-social-networks-widget/wp-social-networks-.php on line 323
[07-May-2025 17:56:06 UTC] PHP Warning:  Undefined variable $nm_visual_user_activity in /wordpress/wp-content/plugins/wp-visual-user-activity/wp-visual-user-activity.php on line 511
[07-May-2025 17:56:06 UTC] PHP Fatal error:  Uncaught TypeError: Unsupported operand types: null & nm_visual_user_activity in /wordpress/wp-content/plugins/wp-visual-user-activity/wp-visual-user-activity.php:511
Stack trace:
#0 /wordpress/wp-admin/includes/plugin.php(2387): include_once()
#1 /wordpress/wp-admin/includes/plugin.php(673): plugin_sandbox_scrape('wp-visual-user-...')
#2 /internal/eval.php(20): activate_plugin('wp-visual-user-...')
#3 {main}
  thrown in /wordpress/wp-content/plugins/wp-visual-user-activity/wp-visual-user-activity.php on line 511
[07-May-2025 17:56:14 UTC] PHP Warning:  Undefined variable $nm_visual_user_activity in /wordpress/wp-content/plugins/wp-visual-user-activity/wp-visual-user-activity.php on line 511
[07-May-2025 17:56:14 UTC] PHP Fatal error:  Uncaught TypeError: Unsupported operand types: null & nm_visual_user_activity in /wordpress/wp-content/plugins/wp-visual-user-activity/wp-visual-user-activity.php:511
Stack trace:
#0 /wordpress/wp-admin/includes/plugin.php(2387): include_once()
#1 /wordpress/wp-admin/includes/plugin.php(673): plugin_sandbox_scrape('wp-visual-user-...')
#2 /internal/eval.php(20): activate_plugin('wp-visual-user-...')
#3 {main}
  thrown in /wordpress/wp-content/plugins/wp-visual-user-activity/wp-visual-user-activity.php on line 511
[07-May-2025 17:56:22 UTC] PHP Warning:  Undefined variable $nm_visual_user_activity in /wordpress/wp-content/plugins/wp-visual-user-activity/wp-visual-user-activity.php on line 511
[07-May-2025 17:56:22 UTC] PHP Fatal error:  Uncaught TypeError: Unsupported operand types: null & nm_visual_user_activity in /wordpress/wp-content/plugins/wp-visual-user-activity/wp-visual-user-activity.php:511
Stack trace:
#0 /wordpress/wp-admin/includes/plugin.php(2387): include_once()
#1 /wordpress/wp-admin/includes/plugin.php(673): plugin_sandbox_scrape('wp-visual-user-...')
#2 /internal/eval.php(20): activate_plugin('wp-visual-user-...')
#3 {main}
  thrown in /wordpress/wp-content/plugins/wp-visual-user-activity/wp-visual-user-activity.php on line 511

    at Object.onBind (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/cli/index.js:237:15)
    at process.processTicksAndRejections (node:internal/process/task_queues:105:5)
    at async V (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/cli/index.js:64:10)
    at async ja (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/cli/cli.js:8161:12) {
  [cause]: Error: Error when executing the blueprint step #1 ({"step":"installPlugin","pluginData":{"resource":"wordpress.org/plugins","slug":"wc-custom-add-to-cart-labels"},"options":{"activate":true}}) : Plugin /wordpress/wp-content/plugins/wc-custom-add-to-cart-labels could not be activated – WordPress exited with no error. Sometimes, when $_SERVER or site options are not configured correctly, WordPress exits early with a 301 redirect. Inspect the "debug" logs in the console for more details.
      at Object.run (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/blueprints/index.js:12449:19)
      at process.processTicksAndRejections (node:internal/process/task_queues:105:5)
      at async ms (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/blueprints/index.js:12552:3)
      ... 2 lines matching cause stack trace ...
      at async ja (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/cli/cli.js:8161:12) {
    [cause]: Error: Plugin /wordpress/wp-content/plugins/wc-custom-add-to-cart-labels could not be activated – WordPress exited with no error. Sometimes, when $_SERVER or site options are not configured correctly, WordPress exits early with a 301 redirect. Inspect the "debug" logs in the console for more details.
        at wr (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/blueprints/index.js:119:51)
        at process.processTicksAndRejections (node:internal/process/task_queues:105:5)
        at async Object.gt [as installPlugin] (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/blueprints/index.js:974:42)
        at async g (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/blueprints/index.js:12517:30)
        at async Object.run (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/blueprints/index.js:12446:23)
        at async ms (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/blueprints/index.js:12552:3)
        at async Object.onBind (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/cli/index.js:227:48)
        at async V (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/cli/index.js:64:10)
        at async ja (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/cli/cli.js:8161:12)
  }
}

Node.js v23.11.0
