file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/cli/index.js:237
        throw new Error(y, { cause: u });
              ^

Error: [24-May-2025 14:52:57 UTC] PHP Warning:  Undefined variable $wp_error in /wordpress/wp-content/plugins/escape-rooms/escape-rooms-ii.php on line 308
[24-May-2025 14:53:18 UTC] PHP Warning:  Attempt to read property "ID" on null in /wordpress/wp-content/plugins/escape-rooms/escape-rooms-ii.php on line 239
[24-May-2025 14:53:18 UTC] PHP Warning:  Attempt to read property "ID" on null in /wordpress/wp-content/plugins/escape-rooms/escape-rooms-ii.php on line 240
[24-May-2025 14:53:18 UTC] PHP Warning:  Attempt to read property "ID" on null in /wordpress/wp-content/plugins/escape-rooms/escape-rooms-ii.php on line 241
[24-May-2025 14:53:18 UTC] PHP Warning:  Attempt to read property "ID" on null in /wordpress/wp-content/plugins/escape-rooms/escape-rooms-ii.php on line 242
[24-May-2025 14:53:18 UTC] PHP Warning:  Attempt to read property "ID" on null in /wordpress/wp-content/plugins/escape-rooms/escape-rooms-ii.php on line 243
[24-May-2025 14:53:18 UTC] PHP Warning:  Attempt to read property "ID" on null in /wordpress/wp-content/plugins/escape-rooms/escape-rooms-ii.php on line 244
[24-May-2025 14:53:18 UTC] PHP Warning:  Attempt to read property "ID" on null in /wordpress/wp-content/plugins/escape-rooms/escape-rooms-ii.php on line 245
[24-May-2025 14:53:18 UTC] PHP Warning:  Attempt to read property "ID" on null in /wordpress/wp-content/plugins/escape-rooms/escape-rooms-ii.php on line 246
[24-May-2025 14:53:18 UTC] PHP Warning:  Undefined array key "difficulty" in /wordpress/wp-content/plugins/escape-rooms/escape-rooms-ii.php on line 253
[24-May-2025 14:53:18 UTC] PHP Warning:  Undefined array key "terms" in /wordpress/wp-content/plugins/escape-rooms/escape-rooms-ii.php on line 254
[24-May-2025 14:53:18 UTC] PHP Warning:  Undefined array key "tagline" in /wordpress/wp-content/plugins/escape-rooms/escape-rooms-ii.php on line 255
[24-May-2025 14:53:18 UTC] PHP Warning:  Attempt to read property "ID" on null in /wordpress/wp-content/plugins/escape-rooms/escape-rooms-ii.php on line 258
[24-May-2025 14:53:18 UTC] PHP Warning:  Attempt to read property "ID" on null in /wordpress/wp-content/plugins/escape-rooms/escape-rooms-ii.php on line 259
[24-May-2025 14:53:18 UTC] PHP Warning:  Attempt to read property "ID" on null in /wordpress/wp-content/plugins/escape-rooms/escape-rooms-ii.php on line 260
[24-May-2025 14:53:18 UTC] PHP Warning:  Undefined array key "fullname" in /wordpress/wp-content/plugins/escape-rooms/escape-rooms-ii.php on line 267
[24-May-2025 14:53:18 UTC] PHP Warning:  Undefined array key "hours" in /wordpress/wp-content/plugins/escape-rooms/escape-rooms-ii.php on line 268
[24-May-2025 14:53:18 UTC] PHP Warning:  Undefined array key "telephone" in /wordpress/wp-content/plugins/escape-rooms/escape-rooms-ii.php on line 269
[24-May-2025 14:53:18 UTC] PHP Warning:  Undefined array key "email" in /wordpress/wp-content/plugins/escape-rooms/escape-rooms-ii.php on line 270
[24-May-2025 14:53:18 UTC] PHP Warning:  Undefined array key "datestamp" in /wordpress/wp-content/plugins/escape-rooms/escape-rooms-ii.php on line 271
[24-May-2025 14:53:18 UTC] PHP Warning:  Undefined array key "escaperoom" in /wordpress/wp-content/plugins/escape-rooms/escape-rooms-ii.php on line 272
[24-May-2025 14:53:18 UTC] PHP Warning:  Attempt to read property "ID" on null in /wordpress/wp-content/plugins/escape-rooms/escape-rooms-ii.php on line 275
[24-May-2025 14:53:18 UTC] PHP Warning:  Attempt to read property "ID" on null in /wordpress/wp-content/plugins/escape-rooms/escape-rooms-ii.php on line 276
[24-May-2025 14:53:18 UTC] PHP Warning:  Attempt to read property "ID" on null in /wordpress/wp-content/plugins/escape-rooms/escape-rooms-ii.php on line 277
[24-May-2025 14:53:18 UTC] PHP Warning:  Attempt to read property "ID" on null in /wordpress/wp-content/plugins/escape-rooms/escape-rooms-ii.php on line 278
[24-May-2025 14:53:18 UTC] PHP Warning:  Attempt to read property "ID" on null in /wordpress/wp-content/plugins/escape-rooms/escape-rooms-ii.php on line 279
[24-May-2025 14:53:50 UTC] PHP Fatal error:  Uncaught Error: Call to undefined function create_function() in /wordpress/wp-content/plugins/espn-headlines-widget/espn-headlines-widget.php:100
Stack trace:
#0 /wordpress/wp-admin/includes/plugin.php(2387): include_once()
#1 /wordpress/wp-admin/includes/plugin.php(673): plugin_sandbox_scrape('espn-headlines-...')
#2 /internal/eval.php(20): activate_plugin('espn-headlines-...')
#3 {main}
  thrown in /wordpress/wp-content/plugins/espn-headlines-widget/espn-headlines-widget.php on line 100
[24-May-2025 14:53:57 UTC] PHP Fatal error:  Uncaught Error: Call to undefined function create_function() in /wordpress/wp-content/plugins/espn-headlines-widget/espn-headlines-widget.php:100
Stack trace:
#0 /wordpress/wp-admin/includes/plugin.php(2387): include_once()
#1 /wordpress/wp-admin/includes/plugin.php(673): plugin_sandbox_scrape('espn-headlines-...')
#2 /internal/eval.php(20): activate_plugin('espn-headlines-...')
#3 {main}
  thrown in /wordpress/wp-content/plugins/espn-headlines-widget/espn-headlines-widget.php on line 100
[24-May-2025 14:54:05 UTC] PHP Fatal error:  Uncaught Error: Call to undefined function create_function() in /wordpress/wp-content/plugins/espn-headlines-widget/espn-headlines-widget.php:100
Stack trace:
#0 /wordpress/wp-admin/includes/plugin.php(2387): include_once()
#1 /wordpress/wp-admin/includes/plugin.php(673): plugin_sandbox_scrape('espn-headlines-...')
#2 /internal/eval.php(20): activate_plugin('espn-headlines-...')
#3 {main}
  thrown in /wordpress/wp-content/plugins/espn-headlines-widget/espn-headlines-widget.php on line 100

    at Object.onBind (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/cli/index.js:237:15)
    at process.processTicksAndRejections (node:internal/process/task_queues:105:5)
    at async V (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/cli/index.js:64:10)
    at async ja (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/cli/cli.js:8161:12) {
  [cause]: Error: Error when executing the blueprint step #1 ({"step":"installPlugin","pluginData":{"resource":"wordpress.org/plugins","slug":"extended-pagelist"},"options":{"activate":true}}) : Could not download "https://downloads.wordpress.org/plugin/extended-pagelist.latest-stable.zip".
  				Check if the URL is correct and the server is reachable.
  				If it is reachable, the server might be blocking the request.
  				Check the browser console and network tabs for more information.
  
  				## Does the console show the error "No 'Access-Control-Allow-Origin' header"?
  
  				This means the server that hosts your file does not allow requests from other sites
  				(cross-origin requests, or CORS).	You need to move the asset to a server that allows
  				cross-origin file downloads. Learn more about CORS at
  				https://developer.mozilla.org/en-US/docs/Web/HTTP/CORS.
  
  				If your file is on GitHub, load it from "raw.githubusercontent.com".
  				Here's how to do that:
  
  				1. Start with the original GitHub URL of the file. For example:
  				https://github.com/username/repository/blob/branch/filename.
  				2. Replace "github.com" with "raw.githubusercontent.com".
  				3. Remove the "/blob/" part of the URL.
  
  				The resulting URL should look like this:
  				https://raw.githubusercontent.com/username/repository/branch/filename
  
  				Error:
  				Error: Could not download "https://downloads.wordpress.org/plugin/extended-pagelist.latest-stable.zip"
      at Object.run (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/blueprints/index.js:12449:19)
      at process.processTicksAndRejections (node:internal/process/task_queues:105:5)
      at async ms (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/blueprints/index.js:12552:3)
      at async Object.onBind (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/cli/index.js:227:48)
      at async V (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/cli/index.js:64:10)
      at async ja (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/cli/cli.js:8161:12) {
    [cause]: Error: Could not download "https://downloads.wordpress.org/plugin/extended-pagelist.latest-stable.zip".
    				Check if the URL is correct and the server is reachable.
    				If it is reachable, the server might be blocking the request.
    				Check the browser console and network tabs for more information.
    
    				## Does the console show the error "No 'Access-Control-Allow-Origin' header"?
    
    				This means the server that hosts your file does not allow requests from other sites
    				(cross-origin requests, or CORS).	You need to move the asset to a server that allows
    				cross-origin file downloads. Learn more about CORS at
    				https://developer.mozilla.org/en-US/docs/Web/HTTP/CORS.
    
    				If your file is on GitHub, load it from "raw.githubusercontent.com".
    				Here's how to do that:
    
    				1. Start with the original GitHub URL of the file. For example:
    				https://github.com/username/repository/blob/branch/filename.
    				2. Replace "github.com" with "raw.githubusercontent.com".
    				3. Remove the "/blob/" part of the URL.
    
    				The resulting URL should look like this:
    				https://raw.githubusercontent.com/username/repository/branch/filename
    
    				Error:
    				Error: Could not download "https://downloads.wordpress.org/plugin/extended-pagelist.latest-stable.zip"
        at Ct.resolve (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/blueprints/index.js:1472:13)
        at process.processTicksAndRejections (node:internal/process/task_queues:105:5)
        at async _.run (file:///home/runner/work/playground-tester/playground-tester/node_modules/@php-wasm/util/index.js:45:14)
  }
}

Node.js v23.11.0
