file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/cli/run-cli-j-geJYS3.js:325
        throw new Error($, { cause: h });
              ^

Error: [19-Jun-2025 20:52:33 UTC] PHP Fatal error:  Uncaught Error: Undefined constant "WPLANG" in /wordpress/wp-content/plugins/wp-simple-contact-form/wp-simple-contact-form.php:13
[19-Jun-2025 20:54:08 UTC] PHP Warning:  Undefined variable $wpsi_modo_php in /wordpress/wp-content/plugins/wp-smart-image-ii/wpsi.php on line 81
[19-Jun-2025 20:54:08 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/wp-smart-image-ii/wpsi.php on line 81
[19-Jun-2025 20:54:08 UTC] PHP Warning:  Undefined variable $wpsi_modo_php in /wordpress/wp-content/plugins/wp-smart-image-ii/wpsi.php on line 81
[19-Jun-2025 20:54:08 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/wp-smart-image-ii/wpsi.php on line 81
[19-Jun-2025 20:54:08 UTC] PHP Warning:  Undefined variable $wpsi_modo_php in /wordpress/wp-content/plugins/wp-smart-image-ii/wpsi.php on line 81
[19-Jun-2025 20:54:08 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/wp-smart-image-ii/wpsi.php on line 81
[19-Jun-2025 20:54:08 UTC] PHP Warning:  Undefined variable $wpsi_modo_php in /wordpress/wp-content/plugins/wp-smart-image-ii/wpsi.php on line 81
[19-Jun-2025 20:54:08 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/wp-smart-image-ii/wpsi.php on line 81
[19-Jun-2025 20:54:08 UTC] PHP Warning:  Undefined variable $wpsi_modo_php in /wordpress/wp-content/plugins/wp-smart-image-ii/wpsi.php on line 81
[19-Jun-2025 20:54:08 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/wp-smart-image-ii/wpsi.php on line 81
[19-Jun-2025 20:54:08 UTC] PHP Warning:  Undefined variable $wpsi_modo_php in /wordpress/wp-content/plugins/wp-smart-image-ii/wpsi.php on line 81
[19-Jun-2025 20:54:08 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/wp-smart-image-ii/wpsi.php on line 81
[19-Jun-2025 20:54:08 UTC] PHP Warning:  Undefined variable $wpsi_modo_php in /wordpress/wp-content/plugins/wp-smart-image-ii/wpsi.php on line 81
[19-Jun-2025 20:54:08 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/wp-smart-image-ii/wpsi.php on line 81
[19-Jun-2025 20:54:08 UTC] PHP Warning:  Undefined variable $wpsi_modo_php in /wordpress/wp-content/plugins/wp-smart-image-ii/wpsi.php on line 81
[19-Jun-2025 20:54:08 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/wp-smart-image-ii/wpsi.php on line 81
[19-Jun-2025 20:54:08 UTC] PHP Warning:  Undefined variable $wpsi_modo_php in /wordpress/wp-content/plugins/wp-smart-image-ii/wpsi.php on line 81
[19-Jun-2025 20:54:08 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/wp-smart-image-ii/wpsi.php on line 81
[19-Jun-2025 20:54:08 UTC] PHP Warning:  Undefined variable $wpsi_modo_php in /wordpress/wp-content/plugins/wp-smart-image-ii/wpsi.php on line 81
[19-Jun-2025 20:54:08 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/wp-smart-image-ii/wpsi.php on line 81
[19-Jun-2025 20:54:08 UTC] PHP Warning:  Undefined variable $wpsi_modo_php in /wordpress/wp-content/plugins/wp-smart-image-ii/wpsi.php on line 81
[19-Jun-2025 20:54:08 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/wp-smart-image-ii/wpsi.php on line 81
[19-Jun-2025 20:54:08 UTC] PHP Warning:  Undefined variable $wpsi_modo_php in /wordpress/wp-content/plugins/wp-smart-image-ii/wpsi.php on line 81
[19-Jun-2025 20:54:08 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/wp-smart-image-ii/wpsi.php on line 81
[19-Jun-2025 20:54:08 UTC] PHP Warning:  Undefined variable $wpsi_modo_php in /wordpress/wp-content/plugins/wp-smart-image-ii/wpsi.php on line 81
[19-Jun-2025 20:54:08 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/wp-smart-image-ii/wpsi.php on line 81
[19-Jun-2025 20:54:08 UTC] PHP Warning:  Undefined variable $wpsi_modo_php in /wordpress/wp-content/plugins/wp-smart-image-ii/wpsi.php on line 81
[19-Jun-2025 20:54:08 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/wp-smart-image-ii/wpsi.php on line 81
[19-Jun-2025 20:54:08 UTC] PHP Warning:  Undefined variable $wpsi_modo_php in /wordpress/wp-content/plugins/wp-smart-image-ii/wpsi.php on line 81
[19-Jun-2025 20:54:08 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/wp-smart-image-ii/wpsi.php on line 81
[19-Jun-2025 20:54:08 UTC] PHP Warning:  Undefined variable $wpsi_modo_php in /wordpress/wp-content/plugins/wp-smart-image-ii/wpsi.php on line 81
[19-Jun-2025 20:54:08 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/wp-smart-image-ii/wpsi.php on line 81
[19-Jun-2025 20:54:08 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/wp-smart-image-ii/wpsi.php on line 777
[19-Jun-2025 20:54:08 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/wp-smart-image-ii/wpsi.php on line 778
[19-Jun-2025 20:54:08 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/wp-smart-image-ii/wpsi.php on line 779
[19-Jun-2025 20:54:08 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/wp-smart-image-ii/wpsi.php on line 780
[19-Jun-2025 20:54:10 UTC] PHP Warning:  Undefined array key "DOCUMENT_ROOT" in /wordpress/wp-content/plugins/wp-smart-image-ii/wpsi.php on line 52
[19-Jun-2025 20:54:10 UTC] PHP Warning:  Undefined variable $wpsi_modo_php in /wordpress/wp-content/plugins/wp-smart-image-ii/wpsi.php on line 81
[19-Jun-2025 20:54:10 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/wp-smart-image-ii/wpsi.php on line 81
[19-Jun-2025 20:54:10 UTC] PHP Warning:  Undefined variable $wpsi_modo_php in /wordpress/wp-content/plugins/wp-smart-image-ii/wpsi.php on line 81
[19-Jun-2025 20:54:10 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/wp-smart-image-ii/wpsi.php on line 81
[19-Jun-2025 20:54:10 UTC] PHP Warning:  Undefined variable $wpsi_modo_php in /wordpress/wp-content/plugins/wp-smart-image-ii/wpsi.php on line 81
[19-Jun-2025 20:54:10 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/wp-smart-image-ii/wpsi.php on line 81
[19-Jun-2025 20:54:10 UTC] PHP Warning:  Undefined variable $wpsi_modo_php in /wordpress/wp-content/plugins/wp-smart-image-ii/wpsi.php on line 81
[19-Jun-2025 20:54:10 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/wp-smart-image-ii/wpsi.php on line 81
[19-Jun-2025 20:54:10 UTC] PHP Warning:  Undefined variable $wpsi_modo_php in /wordpress/wp-content/plugins/wp-smart-image-ii/wpsi.php on line 81
[19-Jun-2025 20:54:10 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/wp-smart-image-ii/wpsi.php on line 81
[19-Jun-2025 20:54:10 UTC] PHP Warning:  Undefined variable $wpsi_modo_php in /wordpress/wp-content/plugins/wp-smart-image-ii/wpsi.php on line 81
[19-Jun-2025 20:54:10 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/wp-smart-image-ii/wpsi.php on line 81
[19-Jun-2025 20:54:10 UTC] PHP Warning:  Undefined variable $wpsi_modo_php in /wordpress/wp-content/plugins/wp-smart-image-ii/wpsi.php on line 81
[19-Jun-2025 20:54:10 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/wp-smart-image-ii/wpsi.php on line 81
[19-Jun-2025 20:54:10 UTC] PHP Warning:  Undefined variable $wpsi_modo_php in /wordpress/wp-content/plugins/wp-smart-image-ii/wpsi.php on line 81
[19-Jun-2025 20:54:10 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/wp-smart-image-ii/wpsi.php on line 81
[19-Jun-2025 20:54:10 UTC] PHP Warning:  Undefined variable $wpsi_modo_php in /wordpress/wp-content/plugins/wp-smart-image-ii/wpsi.php on line 81
[19-Jun-2025 20:54:10 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/wp-smart-image-ii/wpsi.php on line 81
[19-Jun-2025 20:54:10 UTC] PHP Warning:  Undefined variable $wpsi_modo_php in /wordpress/wp-content/plugins/wp-smart-image-ii/wpsi.php on line 81
[19-Jun-2025 20:54:10 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/wp-smart-image-ii/wpsi.php on line 81
[19-Jun-2025 20:54:10 UTC] PHP Warning:  Undefined variable $wpsi_modo_php in /wordpress/wp-content/plugins/wp-smart-image-ii/wpsi.php on line 81
[19-Jun-2025 20:54:10 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/wp-smart-image-ii/wpsi.php on line 81
[19-Jun-2025 20:54:10 UTC] PHP Warning:  Undefined variable $wpsi_modo_php in /wordpress/wp-content/plugins/wp-smart-image-ii/wpsi.php on line 81
[19-Jun-2025 20:54:10 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/wp-smart-image-ii/wpsi.php on line 81
[19-Jun-2025 20:54:10 UTC] PHP Warning:  Undefined variable $wpsi_modo_php in /wordpress/wp-content/plugins/wp-smart-image-ii/wpsi.php on line 81
[19-Jun-2025 20:54:10 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/wp-smart-image-ii/wpsi.php on line 81
[19-Jun-2025 20:54:10 UTC] PHP Warning:  Undefined variable $wpsi_modo_php in /wordpress/wp-content/plugins/wp-smart-image-ii/wpsi.php on line 81
[19-Jun-2025 20:54:10 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/wp-smart-image-ii/wpsi.php on line 81
[19-Jun-2025 20:54:10 UTC] PHP Warning:  Undefined variable $wpsi_modo_php in /wordpress/wp-content/plugins/wp-smart-image-ii/wpsi.php on line 81
[19-Jun-2025 20:54:10 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/wp-smart-image-ii/wpsi.php on line 81
[19-Jun-2025 20:54:10 UTC] PHP Warning:  Undefined variable $wpsi_modo_php in /wordpress/wp-content/plugins/wp-smart-image-ii/wpsi.php on line 81
[19-Jun-2025 20:54:10 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/wp-smart-image-ii/wpsi.php on line 81
[19-Jun-2025 20:54:10 UTC] PHP Warning:  Undefined variable $wpsi_modo_php in /wordpress/wp-content/plugins/wp-smart-image-ii/wpsi.php on line 81
[19-Jun-2025 20:54:10 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/wp-smart-image-ii/wpsi.php on line 81
[19-Jun-2025 20:54:10 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/wp-smart-image-ii/wpsi.php on line 777
[19-Jun-2025 20:54:10 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/wp-smart-image-ii/wpsi.php on line 778
[19-Jun-2025 20:54:10 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/wp-smart-image-ii/wpsi.php on line 779
[19-Jun-2025 20:54:10 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/wp-smart-image-ii/wpsi.php on line 780
[19-Jun-2025 20:54:54 UTC] PHP Fatal error:  Uncaught Error: Call to undefined function post_exists() in /wordpress/wp-content/plugins/wpcargo/admin/classes/class-wpc-admin.php:31
Stack trace:
#0 /wordpress/wp-includes/class-wp-hook.php(324): WPC_Admin::add_wpc_custom_pages(false)
#1 /wordpress/wp-includes/class-wp-hook.php(348): WP_Hook->apply_filters(NULL, Array)
#2 /wordpress/wp-includes/plugin.php(517): WP_Hook->do_action(Array)
#3 /wordpress/wp-admin/includes/plugin.php(703): do_action('activate_wpcarg...', false)
#4 /internal/eval.php(20): activate_plugin('wpcargo/wpcargo...')
#5 {main}
  thrown in /wordpress/wp-content/plugins/wpcargo/admin/classes/class-wpc-admin.php on line 31
[19-Jun-2025 20:55:08 UTC] PHP Fatal error:  Uncaught Error: Call to undefined function post_exists() in /wordpress/wp-content/plugins/wpcargo/admin/classes/class-wpc-admin.php:31
Stack trace:
#0 /wordpress/wp-includes/class-wp-hook.php(324): WPC_Admin::add_wpc_custom_pages(false)
#1 /wordpress/wp-includes/class-wp-hook.php(348): WP_Hook->apply_filters(NULL, Array)
#2 /wordpress/wp-includes/plugin.php(517): WP_Hook->do_action(Array)
#3 /wordpress/wp-admin/includes/plugin.php(703): do_action('activate_wpcarg...', false)
#4 /internal/eval.php(20): activate_plugin('wpcargo/wpcargo...')
#5 {main}
  thrown in /wordpress/wp-content/plugins/wpcargo/admin/classes/class-wpc-admin.php on line 31
[19-Jun-2025 20:55:21 UTC] PHP Fatal error:  Uncaught Error: Call to undefined function post_exists() in /wordpress/wp-content/plugins/wpcargo/admin/classes/class-wpc-admin.php:31
Stack trace:
#0 /wordpress/wp-includes/class-wp-hook.php(324): WPC_Admin::add_wpc_custom_pages(false)
#1 /wordpress/wp-includes/class-wp-hook.php(348): WP_Hook->apply_filters(NULL, Array)
#2 /wordpress/wp-includes/plugin.php(517): WP_Hook->do_action(Array)
#3 /wordpress/wp-admin/includes/plugin.php(703): do_action('activate_wpcarg...', false)
#4 /internal/eval.php(20): activate_plugin('wpcargo/wpcargo...')
#5 {main}
  thrown in /wordpress/wp-content/plugins/wpcargo/admin/classes/class-wpc-admin.php on line 31
[19-Jun-2025 20:55:33 UTC] PHP Warning:  require_once(/wordpress/wp-content/plugins/wpec-targetpay-for-wp-e-commerce/../wp-e-commerce/wpsc-includes/merchant.class.php): Failed to open stream: No such file or directory in /wordpress/wp-content/plugins/wpec-targetpay-for-wp-e-commerce/wpec-targetpay.php on line 17
[19-Jun-2025 20:55:33 UTC] PHP Fatal error:  Uncaught Error: Failed opening required '/wordpress/wp-content/plugins/wpec-targetpay-for-wp-e-commerce/../wp-e-commerce/wpsc-includes/merchant.class.php' (include_path='.:') in /wordpress/wp-content/plugins/wpec-targetpay-for-wp-e-commerce/wpec-targetpay.php:17
Stack trace:
#0 /wordpress/wp-admin/includes/plugin.php(2387): include_once()
#1 /wordpress/wp-admin/includes/plugin.php(673): plugin_sandbox_scrape('wpec-targetpay-...')
#2 /internal/eval.php(20): activate_plugin('wpec-targetpay-...')
#3 {main}
  thrown in /wordpress/wp-content/plugins/wpec-targetpay-for-wp-e-commerce/wpec-targetpay.php on line 17
[19-Jun-2025 20:55:43 UTC] PHP Warning:  require_once(/wordpress/wp-content/plugins/wpec-targetpay-for-wp-e-commerce/../wp-e-commerce/wpsc-includes/merchant.class.php): Failed to open stream: No such file or directory in /wordpress/wp-content/plugins/wpec-targetpay-for-wp-e-commerce/wpec-targetpay.php on line 17
[19-Jun-2025 20:55:43 UTC] PHP Fatal error:  Uncaught Error: Failed opening required '/wordpress/wp-content/plugins/wpec-targetpay-for-wp-e-commerce/../wp-e-commerce/wpsc-includes/merchant.class.php' (include_path='.:') in /wordpress/wp-content/plugins/wpec-targetpay-for-wp-e-commerce/wpec-targetpay.php:17
Stack trace:
#0 /wordpress/wp-admin/includes/plugin.php(2387): include_once()
#1 /wordpress/wp-admin/includes/plugin.php(673): plugin_sandbox_scrape('wpec-targetpay-...')
#2 /internal/eval.php(20): activate_plugin('wpec-targetpay-...')
#3 {main}
  thrown in /wordpress/wp-content/plugins/wpec-targetpay-for-wp-e-commerce/wpec-targetpay.php on line 17
[19-Jun-2025 20:55:55 UTC] PHP Warning:  require_once(/wordpress/wp-content/plugins/wpec-targetpay-for-wp-e-commerce/../wp-e-commerce/wpsc-includes/merchant.class.php): Failed to open stream: No such file or directory in /wordpress/wp-content/plugins/wpec-targetpay-for-wp-e-commerce/wpec-targetpay.php on line 17
[19-Jun-2025 20:55:55 UTC] PHP Fatal error:  Uncaught Error: Failed opening required '/wordpress/wp-content/plugins/wpec-targetpay-for-wp-e-commerce/../wp-e-commerce/wpsc-includes/merchant.class.php' (include_path='.:') in /wordpress/wp-content/plugins/wpec-targetpay-for-wp-e-commerce/wpec-targetpay.php:17
Stack trace:
#0 /wordpress/wp-admin/includes/plugin.php(2387): include_once()
#1 /wordpress/wp-admin/includes/plugin.php(673): plugin_sandbox_scrape('wpec-targetpay-...')
#2 /internal/eval.php(20): activate_plugin('wpec-targetpay-...')
#3 {main}
  thrown in /wordpress/wp-content/plugins/wpec-targetpay-for-wp-e-commerce/wpec-targetpay.php on line 17
[19-Jun-2025 20:59:09 UTC] PHP Deprecated:  Required parameter $assign_id follows optional parameter $object_data in /wordpress/wp-content/plugins/web-portal-lite-client-portal-secure-file-sharing-private-messaging/includes/class.common.php on line 1710
[19-Jun-2025 20:59:09 UTC] PHP Deprecated:  Required parameter $assign_id follows optional parameter $assign_type in /wordpress/wp-content/plugins/web-portal-lite-client-portal-secure-file-sharing-private-messaging/includes/class.common.php on line 1762
[19-Jun-2025 20:59:09 UTC] PHP Fatal error:  Uncaught Error: Call to undefined function create_function() in /wordpress/wp-content/plugins/web-portal-lite-client-portal-secure-file-sharing-private-messaging/includes/widget.php:248
Stack trace:
#0 /wordpress/wp-content/plugins/web-portal-lite-client-portal-secure-file-sharing-private-messaging/web-portal-lite-client-portal-secure-file-sharing-private-messaging.php(43): require_once()
#1 /wordpress/wp-admin/includes/plugin.php(2387): include_once('/wordpress/wp-c...')
#2 /wordpress/wp-admin/includes/plugin.php(673): plugin_sandbox_scrape('web-portal-lite...')
#3 /internal/eval.php(20): activate_plugin('web-portal-lite...')
#4 {main}
  thrown in /wordpress/wp-content/plugins/web-portal-lite-client-portal-secure-file-sharing-private-messaging/includes/widget.php on line 248
[19-Jun-2025 20:59:23 UTC] PHP Deprecated:  Required parameter $assign_id follows optional parameter $object_data in /wordpress/wp-content/plugins/web-portal-lite-client-portal-secure-file-sharing-private-messaging/includes/class.common.php on line 1710
[19-Jun-2025 20:59:23 UTC] PHP Deprecated:  Required parameter $assign_id follows optional parameter $assign_type in /wordpress/wp-content/plugins/web-portal-lite-client-portal-secure-file-sharing-private-messaging/includes/class.common.php on line 1762
[19-Jun-2025 20:59:23 UTC] PHP Fatal error:  Uncaught Error: Call to undefined function create_function() in /wordpress/wp-content/plugins/web-portal-lite-client-portal-secure-file-sharing-private-messaging/includes/widget.php:248
Stack trace:
#0 /wordpress/wp-content/plugins/web-portal-lite-client-portal-secure-file-sharing-private-messaging/web-portal-lite-client-portal-secure-file-sharing-private-messaging.php(43): require_once()
#1 /wordpress/wp-admin/includes/plugin.php(2387): include_once('/wordpress/wp-c...')
#2 /wordpress/wp-admin/includes/plugin.php(673): plugin_sandbox_scrape('web-portal-lite...')
#3 /internal/eval.php(20): activate_plugin('web-portal-lite...')
#4 {main}
  thrown in /wordpress/wp-content/plugins/web-portal-lite-client-portal-secure-file-sharing-private-messaging/includes/widget.php on line 248
[19-Jun-2025 20:59:36 UTC] PHP Deprecated:  Required parameter $assign_id follows optional parameter $object_data in /wordpress/wp-content/plugins/web-portal-lite-client-portal-secure-file-sharing-private-messaging/includes/class.common.php on line 1710
[19-Jun-2025 20:59:36 UTC] PHP Deprecated:  Required parameter $assign_id follows optional parameter $assign_type in /wordpress/wp-content/plugins/web-portal-lite-client-portal-secure-file-sharing-private-messaging/includes/class.common.php on line 1762
[19-Jun-2025 20:59:36 UTC] PHP Fatal error:  Uncaught Error: Call to undefined function create_function() in /wordpress/wp-content/plugins/web-portal-lite-client-portal-secure-file-sharing-private-messaging/includes/widget.php:248
Stack trace:
#0 /wordpress/wp-content/plugins/web-portal-lite-client-portal-secure-file-sharing-private-messaging/web-portal-lite-client-portal-secure-file-sharing-private-messaging.php(43): require_once()
#1 /wordpress/wp-admin/includes/plugin.php(2387): include_once('/wordpress/wp-c...')
#2 /wordpress/wp-admin/includes/plugin.php(673): plugin_sandbox_scrape('web-portal-lite...')
#3 /internal/eval.php(20): activate_plugin('web-portal-lite...')
#4 {main}
  thrown in /wordpress/wp-content/plugins/web-portal-lite-client-portal-secure-file-sharing-private-messaging/includes/widget.php on line 248

    at Object.onBind (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/cli/run-cli-j-geJYS3.js:325:15)
    at process.processTicksAndRejections (node:internal/process/task_queues:105:5)
    at async re (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/cli/run-cli-j-geJYS3.js:149:10) {
  [cause]: Error: Error when executing the blueprint step #1 ({"step":"installPlugin","pluginData":{"resource":"wordpress.org/plugins","slug":"web-portal-lite-client-portal-secure-file-sharing-private-messaging"},"options":{"activate":true}}) : PHP.run() failed with exit code 255 and the following output: 
      at Object.run (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/blueprints/index.js:12093:19)
      at process.processTicksAndRejections (node:internal/process/task_queues:105:5)
      at async ys (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/blueprints/index.js:12196:3)
      at async Object.onBind (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/cli/run-cli-j-geJYS3.js:315:48)
      at async re (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/cli/run-cli-j-geJYS3.js:149:10) {
    [cause]: PHPExecutionFailureError: PHP.run() failed with exit code 255 and the following output: 
        at PHP.run (file:///home/runner/work/playground-tester/playground-tester/node_modules/@php-wasm/universal/index.js:1034:19)
        at process.processTicksAndRejections (node:internal/process/task_queues:105:5)
        at async wr (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/blueprints/index.js:34:39)
        at async Object.gt [as installPlugin] (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/blueprints/index.js:631:42)
        at async g (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/blueprints/index.js:12161:30)
        at async Object.run (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/blueprints/index.js:12090:23)
        at async ys (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/blueprints/index.js:12196:3)
        at async Object.onBind (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/cli/run-cli-j-geJYS3.js:315:48)
        at async re (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/cli/run-cli-j-geJYS3.js:149:10) {
      response: PHPResponse {
        httpStatusCode: 500,
        headers: {
          'x-powered-by': [ 'PHP/8.0.30-dev' ],
          'content-type': [ 'text/html; charset=UTF-8' ]
        },
        bytes: Uint8Array(0) [],
        exitCode: 255,
        errors: ''
      },
      source: 'request'
    }
  }
}

Node.js v23.11.0
