file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/cli/index.js:237
        throw new Error(y, { cause: u });
              ^

Error: [19-May-2025 14:27:57 UTC] PHP Deprecated:  WP_SQLite_Information_Schema_Exception::__construct(): Implicitly marking parameter $previous as nullable is deprecated, the explicit nullable type must be used instead in /internal/shared/sqlite-database-integration/wp-includes/sqlite-ast/class-wp-sqlite-information-schema-exception.php on line 37
[19-May-2025 14:28:18 UTC] PHP Deprecated:  FL\Assistant\System\Contracts\RepositoryAbstract::paginate(): Implicitly marking parameter $transform as nullable is deprecated, the explicit nullable type must be used instead in /wordpress/wp-content/plugins/assistant/backend/src/System/Contracts/RepositoryAbstract.php on line 15
[19-May-2025 14:28:18 UTC] PHP Deprecated:  FL\Assistant\Data\Repository\PostsRepository::find(): Implicitly marking parameter $transform as nullable is deprecated, the explicit nullable type must be used instead in /wordpress/wp-content/plugins/assistant/backend/src/Data/Repository/PostsRepository.php on line 28
[19-May-2025 14:28:18 UTC] PHP Deprecated:  FL\Assistant\Data\Repository\PostsRepository::find_where(): Implicitly marking parameter $transform as nullable is deprecated, the explicit nullable type must be used instead in /wordpress/wp-content/plugins/assistant/backend/src/Data/Repository/PostsRepository.php on line 44
[19-May-2025 14:28:18 UTC] PHP Deprecated:  FL\Assistant\Data\Repository\PostsRepository::find_by_label(): Implicitly marking parameter $transform as nullable is deprecated, the explicit nullable type must be used instead in /wordpress/wp-content/plugins/assistant/backend/src/Data/Repository/PostsRepository.php on line 60
[19-May-2025 14:28:18 UTC] PHP Deprecated:  FL\Assistant\Data\Repository\PostsRepository::paginate(): Implicitly marking parameter $transform as nullable is deprecated, the explicit nullable type must be used instead in /wordpress/wp-content/plugins/assistant/backend/src/Data/Repository/PostsRepository.php on line 90
[19-May-2025 14:28:19 UTC] PHP Deprecated:  FL\Assistant\Data\Repository\TermsRepository::find(): Implicitly marking parameter $transform as nullable is deprecated, the explicit nullable type must be used instead in /wordpress/wp-content/plugins/assistant/backend/src/Data/Repository/TermsRepository.php on line 21
[19-May-2025 14:28:19 UTC] PHP Deprecated:  FL\Assistant\Data\Repository\TermsRepository::find_where(): Implicitly marking parameter $transform as nullable is deprecated, the explicit nullable type must be used instead in /wordpress/wp-content/plugins/assistant/backend/src/Data/Repository/TermsRepository.php on line 36
[19-May-2025 14:28:19 UTC] PHP Deprecated:  FL\Assistant\Data\Repository\TermsRepository::paginate(): Implicitly marking parameter $transform as nullable is deprecated, the explicit nullable type must be used instead in /wordpress/wp-content/plugins/assistant/backend/src/Data/Repository/TermsRepository.php on line 50
[19-May-2025 14:28:19 UTC] PHP Deprecated:  FL\Assistant\Data\Repository\TermsRepository::get_child_terms(): Implicitly marking parameter $transformer as nullable is deprecated, the explicit nullable type must be used instead in /wordpress/wp-content/plugins/assistant/backend/src/Data/Repository/TermsRepository.php on line 76
[19-May-2025 14:28:49 UTC] PHP Notice:  Function add_shortcode was called <strong>incorrectly</strong>. Invalid shortcode name: tribeUsers . Do not use spaces or reserved characters: &amp; /  [ ] = Please see <a href="https://developer.wordpress.org/advanced-administration/debug/debug-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 4.4.0.) in /wordpress/wp-includes/functions.php on line 6121
[19-May-2025 14:28:50 UTC] PHP Notice:  Function wp_enqueue_style was called <strong>incorrectly</strong>. Scripts and styles should not be registered or enqueued until the <code>wp_enqueue_scripts</code>, <code>admin_enqueue_scripts</code>, or <code>login_enqueue_scripts</code> hooks. This notice was triggered by the <code>atomicreachstyles</code> handle. Please see <a href="https://developer.wordpress.org/advanced-administration/debug/debug-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 3.3.0.) in /wordpress/wp-includes/functions.php on line 6121
[19-May-2025 14:28:50 UTC] PHP Notice:  Function is_feed was called <strong>incorrectly</strong>. Conditional query tags do not work before the query is run. Before then, they always return false. Please see <a href="https://developer.wordpress.org/advanced-administration/debug/debug-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 3.1.0.) in /wordpress/wp-includes/functions.php on line 6121
[19-May-2025 14:28:50 UTC] PHP Notice:  Function add_shortcode was called <strong>incorrectly</strong>. Invalid shortcode name: tribeUsers . Do not use spaces or reserved characters: &amp; /  [ ] = Please see <a href="https://developer.wordpress.org/advanced-administration/debug/debug-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 4.4.0.) in /wordpress/wp-includes/functions.php on line 6121
[19-May-2025 14:28:58 UTC] PHP Notice:  Function add_shortcode was called <strong>incorrectly</strong>. Invalid shortcode name: tribeUsers . Do not use spaces or reserved characters: &amp; /  [ ] = Please see <a href="https://developer.wordpress.org/advanced-administration/debug/debug-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 4.4.0.) in /wordpress/wp-includes/functions.php on line 6121
[19-May-2025 14:28:59 UTC] PHP Notice:  Function wp_enqueue_style was called <strong>incorrectly</strong>. Scripts and styles should not be registered or enqueued until the <code>wp_enqueue_scripts</code>, <code>admin_enqueue_scripts</code>, or <code>login_enqueue_scripts</code> hooks. This notice was triggered by the <code>atomicreachstyles</code> handle. Please see <a href="https://developer.wordpress.org/advanced-administration/debug/debug-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 3.3.0.) in /wordpress/wp-includes/functions.php on line 6121
[19-May-2025 14:28:59 UTC] PHP Notice:  Function is_feed was called <strong>incorrectly</strong>. Conditional query tags do not work before the query is run. Before then, they always return false. Please see <a href="https://developer.wordpress.org/advanced-administration/debug/debug-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 3.1.0.) in /wordpress/wp-includes/functions.php on line 6121
[19-May-2025 14:28:59 UTC] PHP Notice:  Function add_shortcode was called <strong>incorrectly</strong>. Invalid shortcode name: tribeUsers . Do not use spaces or reserved characters: &amp; /  [ ] = Please see <a href="https://developer.wordpress.org/advanced-administration/debug/debug-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 4.4.0.) in /wordpress/wp-includes/functions.php on line 6121
[19-May-2025 14:29:07 UTC] PHP Notice:  Function add_shortcode was called <strong>incorrectly</strong>. Invalid shortcode name: tribeUsers . Do not use spaces or reserved characters: &amp; /  [ ] = Please see <a href="https://developer.wordpress.org/advanced-administration/debug/debug-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 4.4.0.) in /wordpress/wp-includes/functions.php on line 6121
[19-May-2025 14:29:08 UTC] PHP Notice:  Function wp_enqueue_style was called <strong>incorrectly</strong>. Scripts and styles should not be registered or enqueued until the <code>wp_enqueue_scripts</code>, <code>admin_enqueue_scripts</code>, or <code>login_enqueue_scripts</code> hooks. This notice was triggered by the <code>atomicreachstyles</code> handle. Please see <a href="https://developer.wordpress.org/advanced-administration/debug/debug-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 3.3.0.) in /wordpress/wp-includes/functions.php on line 6121
[19-May-2025 14:29:08 UTC] PHP Notice:  Function is_feed was called <strong>incorrectly</strong>. Conditional query tags do not work before the query is run. Before then, they always return false. Please see <a href="https://developer.wordpress.org/advanced-administration/debug/debug-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 3.1.0.) in /wordpress/wp-includes/functions.php on line 6121
[19-May-2025 14:29:08 UTC] PHP Notice:  Function add_shortcode was called <strong>incorrectly</strong>. Invalid shortcode name: tribeUsers . Do not use spaces or reserved characters: &amp; /  [ ] = Please see <a href="https://developer.wordpress.org/advanced-administration/debug/debug-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 4.4.0.) in /wordpress/wp-includes/functions.php on line 6121
[19-May-2025 14:29:43 UTC] PHP Fatal error:  Uncaught Error: Attempt to assign property "title" on null in /wordpress/wp-content/plugins/aceti-dynamic-seo/aceti_admin.php:830
Stack trace:
#0 /wordpress/wp-content/plugins/aceti-dynamic-seo/aceti_seo.php(92): ac_defaults()
#1 /wordpress/wp-content/plugins/aceti-dynamic-seo/aceti_seo.php(61): ac_install()
#2 /wordpress/wp-content/plugins/aceti-dynamic-seo/aceti_seo.php(66): get_ac_settings()
#3 /wordpress/wp-admin/includes/plugin.php(2387): include_once('/wordpress/wp-c...')
#4 /wordpress/wp-admin/includes/plugin.php(673): plugin_sandbox_scrape('aceti-dynamic-s...')
#5 /internal/eval.php(20): activate_plugin('aceti-dynamic-s...')
#6 {main}
  thrown in /wordpress/wp-content/plugins/aceti-dynamic-seo/aceti_admin.php on line 830
[19-May-2025 14:29:51 UTC] PHP Fatal error:  Uncaught Error: Attempt to assign property "title" on null in /wordpress/wp-content/plugins/aceti-dynamic-seo/aceti_admin.php:830
Stack trace:
#0 /wordpress/wp-content/plugins/aceti-dynamic-seo/aceti_seo.php(92): ac_defaults()
#1 /wordpress/wp-content/plugins/aceti-dynamic-seo/aceti_seo.php(61): ac_install()
#2 /wordpress/wp-content/plugins/aceti-dynamic-seo/aceti_seo.php(66): get_ac_settings()
#3 /wordpress/wp-admin/includes/plugin.php(2387): include_once('/wordpress/wp-c...')
#4 /wordpress/wp-admin/includes/plugin.php(673): plugin_sandbox_scrape('aceti-dynamic-s...')
#5 /internal/eval.php(20): activate_plugin('aceti-dynamic-s...')
#6 {main}
  thrown in /wordpress/wp-content/plugins/aceti-dynamic-seo/aceti_admin.php on line 830
[19-May-2025 14:29:59 UTC] PHP Fatal error:  Uncaught Error: Attempt to assign property "title" on null in /wordpress/wp-content/plugins/aceti-dynamic-seo/aceti_admin.php:830
Stack trace:
#0 /wordpress/wp-content/plugins/aceti-dynamic-seo/aceti_seo.php(92): ac_defaults()
#1 /wordpress/wp-content/plugins/aceti-dynamic-seo/aceti_seo.php(61): ac_install()
#2 /wordpress/wp-content/plugins/aceti-dynamic-seo/aceti_seo.php(66): get_ac_settings()
#3 /wordpress/wp-admin/includes/plugin.php(2387): include_once('/wordpress/wp-c...')
#4 /wordpress/wp-admin/includes/plugin.php(673): plugin_sandbox_scrape('aceti-dynamic-s...')
#5 /internal/eval.php(20): activate_plugin('aceti-dynamic-s...')
#6 {main}
  thrown in /wordpress/wp-content/plugins/aceti-dynamic-seo/aceti_admin.php on line 830
[19-May-2025 14:30:08 UTC] PHP Deprecated:  Function register_sidebar_widget is <strong>deprecated</strong> since version 2.8.0! Use wp_register_sidebar_widget() instead. in /wordpress/wp-includes/functions.php on line 6121
[19-May-2025 14:30:09 UTC] PHP Deprecated:  Function register_sidebar_widget is <strong>deprecated</strong> since version 2.8.0! Use wp_register_sidebar_widget() instead. in /wordpress/wp-includes/functions.php on line 6121
[19-May-2025 14:30:17 UTC] PHP Deprecated:  Function register_sidebar_widget is <strong>deprecated</strong> since version 2.8.0! Use wp_register_sidebar_widget() instead. in /wordpress/wp-includes/functions.php on line 6121
[19-May-2025 14:30:18 UTC] PHP Deprecated:  Function register_sidebar_widget is <strong>deprecated</strong> since version 2.8.0! Use wp_register_sidebar_widget() instead. in /wordpress/wp-includes/functions.php on line 6121
[19-May-2025 14:30:27 UTC] PHP Deprecated:  Function register_sidebar_widget is <strong>deprecated</strong> since version 2.8.0! Use wp_register_sidebar_widget() instead. in /wordpress/wp-includes/functions.php on line 6121
[19-May-2025 14:30:27 UTC] PHP Deprecated:  Function register_sidebar_widget is <strong>deprecated</strong> since version 2.8.0! Use wp_register_sidebar_widget() instead. in /wordpress/wp-includes/functions.php on line 6121
[19-May-2025 14:32:22 UTC] PHP Fatal error:  Uncaught Error: Call to undefined function get_home_path() in /wordpress/wp-content/plugins/brozzme-db-prefix-change/brozzme_db_prefix.php:140
Stack trace:
#0 /wordpress/wp-includes/class-wp-hook.php(324): brozzme_db_prefix->activate(false)
#1 /wordpress/wp-includes/class-wp-hook.php(348): WP_Hook->apply_filters('', Array)
#2 /wordpress/wp-includes/plugin.php(517): WP_Hook->do_action(Array)
#3 /wordpress/wp-admin/includes/plugin.php(703): do_action('activate_brozzm...', false)
#4 /internal/eval.php(20): activate_plugin('brozzme-db-pref...')
#5 {main}
  thrown in /wordpress/wp-content/plugins/brozzme-db-prefix-change/brozzme_db_prefix.php on line 140
[19-May-2025 14:32:30 UTC] PHP Fatal error:  Uncaught Error: Call to undefined function get_home_path() in /wordpress/wp-content/plugins/brozzme-db-prefix-change/brozzme_db_prefix.php:140
Stack trace:
#0 /wordpress/wp-includes/class-wp-hook.php(324): brozzme_db_prefix->activate(false)
#1 /wordpress/wp-includes/class-wp-hook.php(348): WP_Hook->apply_filters('', Array)
#2 /wordpress/wp-includes/plugin.php(517): WP_Hook->do_action(Array)
#3 /wordpress/wp-admin/includes/plugin.php(703): do_action('activate_brozzm...', false)
#4 /internal/eval.php(20): activate_plugin('brozzme-db-pref...')
#5 {main}
  thrown in /wordpress/wp-content/plugins/brozzme-db-prefix-change/brozzme_db_prefix.php on line 140
[19-May-2025 14:32:38 UTC] PHP Fatal error:  Uncaught Error: Call to undefined function get_home_path() in /wordpress/wp-content/plugins/brozzme-db-prefix-change/brozzme_db_prefix.php:140
Stack trace:
#0 /wordpress/wp-includes/class-wp-hook.php(324): brozzme_db_prefix->activate(false)
#1 /wordpress/wp-includes/class-wp-hook.php(348): WP_Hook->apply_filters('', Array)
#2 /wordpress/wp-includes/plugin.php(517): WP_Hook->do_action(Array)
#3 /wordpress/wp-admin/includes/plugin.php(703): do_action('activate_brozzm...', false)
#4 /internal/eval.php(20): activate_plugin('brozzme-db-pref...')
#5 {main}
  thrown in /wordpress/wp-content/plugins/brozzme-db-prefix-change/brozzme_db_prefix.php on line 140
[19-May-2025 14:32:50 UTC] PHP Deprecated:  Function get_page_by_title is <strong>deprecated</strong> since version 6.2.0! Use WP_Query instead. in /wordpress/wp-includes/functions.php on line 6121
[19-May-2025 14:33:02 UTC] PHP Deprecated:  Function get_page_by_title is <strong>deprecated</strong> since version 6.2.0! Use WP_Query instead. in /wordpress/wp-includes/functions.php on line 6121
[19-May-2025 14:33:15 UTC] PHP Deprecated:  Function get_page_by_title is <strong>deprecated</strong> since version 6.2.0! Use WP_Query instead. in /wordpress/wp-includes/functions.php on line 6121
[19-May-2025 14:34:08 UTC] PHP Fatal error:  Uncaught Error: Call to undefined function create_function() in /wordpress/wp-content/plugins/adspace-platform/adspaceplatform.php:234
Stack trace:
#0 /wordpress/wp-admin/includes/plugin.php(2387): include_once()
#1 /wordpress/wp-admin/includes/plugin.php(673): plugin_sandbox_scrape('adspace-platfor...')
#2 /internal/eval.php(20): activate_plugin('adspace-platfor...')
#3 {main}
  thrown in /wordpress/wp-content/plugins/adspace-platform/adspaceplatform.php on line 234
[19-May-2025 14:34:15 UTC] PHP Fatal error:  Uncaught Error: Call to undefined function create_function() in /wordpress/wp-content/plugins/adspace-platform/adspaceplatform.php:234
Stack trace:
#0 /wordpress/wp-admin/includes/plugin.php(2387): include_once()
#1 /wordpress/wp-admin/includes/plugin.php(673): plugin_sandbox_scrape('adspace-platfor...')
#2 /internal/eval.php(20): activate_plugin('adspace-platfor...')
#3 {main}
  thrown in /wordpress/wp-content/plugins/adspace-platform/adspaceplatform.php on line 234
[19-May-2025 14:34:23 UTC] PHP Fatal error:  Uncaught Error: Call to undefined function create_function() in /wordpress/wp-content/plugins/adspace-platform/adspaceplatform.php:234
Stack trace:
#0 /wordpress/wp-admin/includes/plugin.php(2387): include_once()
#1 /wordpress/wp-admin/includes/plugin.php(673): plugin_sandbox_scrape('adspace-platfor...')
#2 /internal/eval.php(20): activate_plugin('adspace-platfor...')
#3 {main}
  thrown in /wordpress/wp-content/plugins/adspace-platform/adspaceplatform.php on line 234
[19-May-2025 14:35:55 UTC] PHP Deprecated:  Required parameter $column_name follows optional parameter $empty in /wordpress/wp-content/plugins/ajax-event-calendar/ajax-event-calendar.php on line 1758
[19-May-2025 14:35:55 UTC] PHP Deprecated:  Required parameter $user_id follows optional parameter $empty in /wordpress/wp-content/plugins/ajax-event-calendar/ajax-event-calendar.php on line 1758
[19-May-2025 14:35:55 UTC] PHP Fatal error:  Declaration of aec_contributor_list::form() must be compatible with WP_Widget::form($instance) in /wordpress/wp-content/plugins/ajax-event-calendar/inc/widget-contributors.php on line 61
[19-May-2025 14:36:03 UTC] PHP Deprecated:  Required parameter $column_name follows optional parameter $empty in /wordpress/wp-content/plugins/ajax-event-calendar/ajax-event-calendar.php on line 1758
[19-May-2025 14:36:03 UTC] PHP Deprecated:  Required parameter $user_id follows optional parameter $empty in /wordpress/wp-content/plugins/ajax-event-calendar/ajax-event-calendar.php on line 1758
[19-May-2025 14:36:03 UTC] PHP Fatal error:  Declaration of aec_contributor_list::form() must be compatible with WP_Widget::form($instance) in /wordpress/wp-content/plugins/ajax-event-calendar/inc/widget-contributors.php on line 61
[19-May-2025 14:36:11 UTC] PHP Deprecated:  Required parameter $column_name follows optional parameter $empty in /wordpress/wp-content/plugins/ajax-event-calendar/ajax-event-calendar.php on line 1758
[19-May-2025 14:36:11 UTC] PHP Deprecated:  Required parameter $user_id follows optional parameter $empty in /wordpress/wp-content/plugins/ajax-event-calendar/ajax-event-calendar.php on line 1758
[19-May-2025 14:36:11 UTC] PHP Fatal error:  Declaration of aec_contributor_list::form() must be compatible with WP_Widget::form($instance) in /wordpress/wp-content/plugins/ajax-event-calendar/inc/widget-contributors.php on line 61
[19-May-2025 14:37:05 UTC] PHP Fatal error:  Uncaught TypeError: call_user_func_array(): Argument #1 ($callback) must be a valid callback, non-static method AklamatorWidgetPro::set_up_optionsPro() cannot be called statically in /wordpress/wp-includes/class-wp-hook.php:324
Stack trace:
#0 /wordpress/wp-includes/class-wp-hook.php(348): WP_Hook->apply_filters('', Array)
#1 /wordpress/wp-includes/plugin.php(517): WP_Hook->do_action(Array)
#2 /wordpress/wp-admin/includes/plugin.php(703): do_action('activate_aklama...', false)
#3 /internal/eval.php(20): activate_plugin('aklamator-pro-a...')
#4 {main}
  thrown in /wordpress/wp-includes/class-wp-hook.php on line 324
[19-May-2025 14:37:12 UTC] PHP Fatal error:  Uncaught TypeError: call_user_func_array(): Argument #1 ($callback) must be a valid callback, non-static method AklamatorWidgetPro::set_up_optionsPro() cannot be called statically in /wordpress/wp-includes/class-wp-hook.php:324
Stack trace:
#0 /wordpress/wp-includes/class-wp-hook.php(348): WP_Hook->apply_filters('', Array)
#1 /wordpress/wp-includes/plugin.php(517): WP_Hook->do_action(Array)
#2 /wordpress/wp-admin/includes/plugin.php(703): do_action('activate_aklama...', false)
#3 /internal/eval.php(20): activate_plugin('aklamator-pro-a...')
#4 {main}
  thrown in /wordpress/wp-includes/class-wp-hook.php on line 324

    at Object.onBind (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/cli/index.js:237:15)
    at process.processTicksAndRejections (node:internal/process/task_queues:105:5)
    at async V (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/cli/index.js:64:10)
    at async ja (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/cli/cli.js:8161:12) {
  [cause]: Error: Error when executing the blueprint step #1 ({"step":"installPlugin","pluginData":{"resource":"wordpress.org/plugins","slug":"aklamator-pro-adsense"},"options":{"activate":true}}) : PHP.run() failed with exit code 255 and the following output: 
      at Object.run (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/blueprints/index.js:12449:19)
      at process.processTicksAndRejections (node:internal/process/task_queues:105:5)
      at async ms (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/blueprints/index.js:12552:3)
      ... 2 lines matching cause stack trace ...
      at async ja (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/cli/cli.js:8161:12) {
    [cause]: PHPExecutionFailureError: PHP.run() failed with exit code 255 and the following output: 
        at PHP.run (file:///home/runner/work/playground-tester/playground-tester/node_modules/@php-wasm/universal/index.js:987:19)
        at process.processTicksAndRejections (node:internal/process/task_queues:105:5)
        at async wr (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/blueprints/index.js:33:39)
        at async Object.gt [as installPlugin] (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/blueprints/index.js:974:42)
        at async g (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/blueprints/index.js:12517:30)
        at async Object.run (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/blueprints/index.js:12446:23)
        at async ms (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/blueprints/index.js:12552:3)
        at async Object.onBind (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/cli/index.js:227:48)
        at async V (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/cli/index.js:64:10)
        at async ja (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/cli/cli.js:8161:12) {
      response: PHPResponse {
        httpStatusCode: 500,
        headers: {
          'x-powered-by': [ 'PHP/8.0.30-dev' ],
          'content-type': [ 'text/html; charset=UTF-8' ]
        },
        bytes: Uint8Array(0) [],
        exitCode: 255,
        errors: ''
      },
      source: 'request'
    }
  }
}

Node.js v23.11.0
