file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/cli/run-cli-j-geJYS3.js:325
        throw new Error($, { cause: h });
              ^

Error: [15-Jun-2025 14:24:17 UTC] PHP Warning:  Undefined array key "vcos_category" in /wordpress/wp-content/plugins/vcos/vcos.php on line 558
[15-Jun-2025 14:25:07 UTC] PHP Warning:  Undefined variable $post_data in /wordpress/wp-content/plugins/vdpetform/includes/class-vdpetform-activator.php on line 79
[15-Jun-2025 14:25:07 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/vdpetform/includes/class-vdpetform-activator.php on line 79
[15-Jun-2025 14:25:07 UTC] PHP Warning:  Undefined variable $post_data in /wordpress/wp-content/plugins/vdpetform/includes/class-vdpetform-activator.php on line 80
[15-Jun-2025 14:25:07 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/vdpetform/includes/class-vdpetform-activator.php on line 80
[15-Jun-2025 14:25:07 UTC] PHP Warning:  Undefined variable $post_data in /wordpress/wp-content/plugins/vdpetform/includes/class-vdpetform-activator.php on line 81
[15-Jun-2025 14:25:07 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/vdpetform/includes/class-vdpetform-activator.php on line 81
[15-Jun-2025 14:25:07 UTC] PHP Warning:  Undefined variable $post_data in /wordpress/wp-content/plugins/vdpetform/includes/class-vdpetform-activator.php on line 82
[15-Jun-2025 14:25:07 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/vdpetform/includes/class-vdpetform-activator.php on line 82
[15-Jun-2025 14:25:07 UTC] PHP Warning:  Undefined variable $post_data in /wordpress/wp-content/plugins/vdpetform/includes/class-vdpetform-activator.php on line 83
[15-Jun-2025 14:25:07 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/vdpetform/includes/class-vdpetform-activator.php on line 83
[15-Jun-2025 14:25:07 UTC] PHP Warning:  Undefined variable $post_data in /wordpress/wp-content/plugins/vdpetform/includes/class-vdpetform-activator.php on line 84
[15-Jun-2025 14:25:07 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/vdpetform/includes/class-vdpetform-activator.php on line 84
[15-Jun-2025 14:25:07 UTC] PHP Warning:  Undefined variable $post_data in /wordpress/wp-content/plugins/vdpetform/includes/class-vdpetform-activator.php on line 85
[15-Jun-2025 14:25:07 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/vdpetform/includes/class-vdpetform-activator.php on line 85
[15-Jun-2025 14:25:07 UTC] PHP Warning:  Undefined variable $post_data in /wordpress/wp-content/plugins/vdpetform/includes/class-vdpetform-activator.php on line 86
[15-Jun-2025 14:25:07 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/vdpetform/includes/class-vdpetform-activator.php on line 86
[15-Jun-2025 14:25:07 UTC] PHP Warning:  Undefined variable $post_data in /wordpress/wp-content/plugins/vdpetform/includes/class-vdpetform-activator.php on line 87
[15-Jun-2025 14:25:07 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/vdpetform/includes/class-vdpetform-activator.php on line 87
[15-Jun-2025 14:25:07 UTC] PHP Warning:  Undefined variable $post_data in /wordpress/wp-content/plugins/vdpetform/includes/class-vdpetform-activator.php on line 77
[15-Jun-2025 14:25:07 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/vdpetform/includes/class-vdpetform-activator.php on line 77
[15-Jun-2025 14:25:07 UTC] PHP Warning:  Undefined variable $post_data in /wordpress/wp-content/plugins/vdpetform/includes/class-vdpetform-activator.php on line 78
[15-Jun-2025 14:25:07 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/vdpetform/includes/class-vdpetform-activator.php on line 78
[15-Jun-2025 14:25:07 UTC] PHP Warning:  Undefined variable $post_data in /wordpress/wp-content/plugins/vdpetform/includes/class-vdpetform-activator.php on line 79
[15-Jun-2025 14:25:07 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/vdpetform/includes/class-vdpetform-activator.php on line 79
[15-Jun-2025 14:25:07 UTC] PHP Warning:  Undefined variable $post_data in /wordpress/wp-content/plugins/vdpetform/includes/class-vdpetform-activator.php on line 80
[15-Jun-2025 14:25:07 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/vdpetform/includes/class-vdpetform-activator.php on line 80
[15-Jun-2025 14:25:07 UTC] PHP Warning:  Undefined variable $post_data in /wordpress/wp-content/plugins/vdpetform/includes/class-vdpetform-activator.php on line 81
[15-Jun-2025 14:25:07 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/vdpetform/includes/class-vdpetform-activator.php on line 81
[15-Jun-2025 14:25:07 UTC] PHP Warning:  Undefined variable $post_data in /wordpress/wp-content/plugins/vdpetform/includes/class-vdpetform-activator.php on line 82
[15-Jun-2025 14:25:07 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/vdpetform/includes/class-vdpetform-activator.php on line 82
[15-Jun-2025 14:25:07 UTC] PHP Warning:  Undefined variable $post_data in /wordpress/wp-content/plugins/vdpetform/includes/class-vdpetform-activator.php on line 83
[15-Jun-2025 14:25:07 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/vdpetform/includes/class-vdpetform-activator.php on line 83
[15-Jun-2025 14:25:07 UTC] PHP Warning:  Undefined variable $post_data in /wordpress/wp-content/plugins/vdpetform/includes/class-vdpetform-activator.php on line 84
[15-Jun-2025 14:25:07 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/vdpetform/includes/class-vdpetform-activator.php on line 84
[15-Jun-2025 14:25:07 UTC] PHP Warning:  Undefined variable $post_data in /wordpress/wp-content/plugins/vdpetform/includes/class-vdpetform-activator.php on line 85
[15-Jun-2025 14:25:07 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/vdpetform/includes/class-vdpetform-activator.php on line 85
[15-Jun-2025 14:25:07 UTC] PHP Warning:  Undefined variable $post_data in /wordpress/wp-content/plugins/vdpetform/includes/class-vdpetform-activator.php on line 86
[15-Jun-2025 14:25:07 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/vdpetform/includes/class-vdpetform-activator.php on line 86
[15-Jun-2025 14:25:07 UTC] PHP Warning:  Undefined variable $post_data in /wordpress/wp-content/plugins/vdpetform/includes/class-vdpetform-activator.php on line 87
[15-Jun-2025 14:25:07 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/vdpetform/includes/class-vdpetform-activator.php on line 87
[15-Jun-2025 14:25:08 UTC] PHP Warning:  Undefined variable $plugin_basename in /wordpress/wp-content/plugins/vdpetform/includes/class-vdpetform.php on line 154
[15-Jun-2025 14:30:07 UTC] PHP Fatal error:  Uncaught TypeError: property_exists(): Argument #1 ($object_or_class) must be of type object|string, null given in /wordpress/wp-content/plugins/verbato/verbato.php:344
Stack trace:
#0 /wordpress/wp-content/plugins/verbato/verbato.php(344): property_exists(NULL, 'error')
#1 /wordpress/wp-includes/class-wp-hook.php(324): verbato_plugin_activate(false)
#2 /wordpress/wp-includes/class-wp-hook.php(348): WP_Hook->apply_filters('', Array)
#3 /wordpress/wp-includes/plugin.php(517): WP_Hook->do_action(Array)
#4 /wordpress/wp-admin/includes/plugin.php(703): do_action('activate_verbat...', false)
#5 /internal/eval.php(20): activate_plugin('verbato/verbato...')
#6 {main}
  thrown in /wordpress/wp-content/plugins/verbato/verbato.php on line 344
[15-Jun-2025 14:30:17 UTC] PHP Fatal error:  Uncaught TypeError: property_exists(): Argument #1 ($object_or_class) must be of type object|string, null given in /wordpress/wp-content/plugins/verbato/verbato.php:344
Stack trace:
#0 /wordpress/wp-content/plugins/verbato/verbato.php(344): property_exists(NULL, 'error')
#1 /wordpress/wp-includes/class-wp-hook.php(324): verbato_plugin_activate(false)
#2 /wordpress/wp-includes/class-wp-hook.php(348): WP_Hook->apply_filters('', Array)
#3 /wordpress/wp-includes/plugin.php(517): WP_Hook->do_action(Array)
#4 /wordpress/wp-admin/includes/plugin.php(703): do_action('activate_verbat...', false)
#5 /internal/eval.php(20): activate_plugin('verbato/verbato...')
#6 {main}
  thrown in /wordpress/wp-content/plugins/verbato/verbato.php on line 344
[15-Jun-2025 14:30:27 UTC] PHP Fatal error:  Uncaught TypeError: property_exists(): Argument #1 ($object_or_class) must be of type object|string, null given in /wordpress/wp-content/plugins/verbato/verbato.php:344
Stack trace:
#0 /wordpress/wp-content/plugins/verbato/verbato.php(344): property_exists(NULL, 'error')
#1 /wordpress/wp-includes/class-wp-hook.php(324): verbato_plugin_activate(false)
#2 /wordpress/wp-includes/class-wp-hook.php(348): WP_Hook->apply_filters('', Array)
#3 /wordpress/wp-includes/plugin.php(517): WP_Hook->do_action(Array)
#4 /wordpress/wp-admin/includes/plugin.php(703): do_action('activate_verbat...', false)
#5 /internal/eval.php(20): activate_plugin('verbato/verbato...')
#6 {main}
  thrown in /wordpress/wp-content/plugins/verbato/verbato.php on line 344
[15-Jun-2025 14:32:36 UTC] PHP Fatal error:  'break' not in the 'loop' or 'switch' context in /wordpress/wp-content/plugins/verse-links/verselinks.php on line 53
[15-Jun-2025 14:32:44 UTC] PHP Fatal error:  'break' not in the 'loop' or 'switch' context in /wordpress/wp-content/plugins/verse-links/verselinks.php on line 53
[15-Jun-2025 14:32:52 UTC] PHP Fatal error:  'break' not in the 'loop' or 'switch' context in /wordpress/wp-content/plugins/verse-links/verselinks.php on line 53
[15-Jun-2025 14:33:32 UTC] PHP Fatal error:  Uncaught Error: Call to a member function find() on bool in /wordpress/wp-content/plugins/versions/versions.php:181
Stack trace:
#0 [internal function]: Versions::filter_output('', 11)
#1 /internal/eval.php(34): ob_end_clean()
#2 {main}
  thrown in /wordpress/wp-content/plugins/versions/versions.php on line 181
[15-Jun-2025 14:33:42 UTC] PHP Fatal error:  Uncaught Error: Call to a member function find() on bool in /wordpress/wp-content/plugins/versions/versions.php:181
Stack trace:
#0 [internal function]: Versions::filter_output('', 11)
#1 /internal/eval.php(34): ob_end_clean()
#2 {main}
  thrown in /wordpress/wp-content/plugins/versions/versions.php on line 181
[15-Jun-2025 14:33:53 UTC] PHP Fatal error:  Uncaught Error: Call to a member function find() on bool in /wordpress/wp-content/plugins/versions/versions.php:181
Stack trace:
#0 [internal function]: Versions::filter_output('', 11)
#1 /internal/eval.php(34): ob_end_clean()
#2 {main}
  thrown in /wordpress/wp-content/plugins/versions/versions.php on line 181
[15-Jun-2025 14:34:02 UTC] PHP Fatal error:  Uncaught Error: Call to undefined function create_function() in /wordpress/wp-content/plugins/u-twitter-widget/u.twitter.widget.php:60
Stack trace:
#0 /wordpress/wp-admin/includes/plugin.php(2387): include_once()
#1 /wordpress/wp-admin/includes/plugin.php(673): plugin_sandbox_scrape('u-twitter-widge...')
#2 /internal/eval.php(20): activate_plugin('u-twitter-widge...')
#3 {main}
  thrown in /wordpress/wp-content/plugins/u-twitter-widget/u.twitter.widget.php on line 60
[15-Jun-2025 14:34:10 UTC] PHP Fatal error:  Uncaught Error: Call to undefined function create_function() in /wordpress/wp-content/plugins/u-twitter-widget/u.twitter.widget.php:60
Stack trace:
#0 /wordpress/wp-admin/includes/plugin.php(2387): include_once()
#1 /wordpress/wp-admin/includes/plugin.php(673): plugin_sandbox_scrape('u-twitter-widge...')
#2 /internal/eval.php(20): activate_plugin('u-twitter-widge...')
#3 {main}
  thrown in /wordpress/wp-content/plugins/u-twitter-widget/u.twitter.widget.php on line 60
[15-Jun-2025 14:34:19 UTC] PHP Fatal error:  Uncaught Error: Call to undefined function create_function() in /wordpress/wp-content/plugins/u-twitter-widget/u.twitter.widget.php:60
Stack trace:
#0 /wordpress/wp-admin/includes/plugin.php(2387): include_once()
#1 /wordpress/wp-admin/includes/plugin.php(673): plugin_sandbox_scrape('u-twitter-widge...')
#2 /internal/eval.php(20): activate_plugin('u-twitter-widge...')
#3 {main}
  thrown in /wordpress/wp-content/plugins/u-twitter-widget/u.twitter.widget.php on line 60
[15-Jun-2025 14:34:30 UTC] PHP Notice:  Function _load_textdomain_just_in_time was called <strong>incorrectly</strong>. Translation loading for the <code>udssl</code> domain was triggered too early. This is usually an indicator for some code in the plugin or theme running too early. Translations should be loaded at the <code>init</code> action or later. Please see <a href="https://developer.wordpress.org/advanced-administration/debug/debug-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 6.7.0.) in /wordpress/wp-includes/functions.php on line 6121
[15-Jun-2025 14:34:40 UTC] PHP Notice:  Function _load_textdomain_just_in_time was called <strong>incorrectly</strong>. Translation loading for the <code>udssl</code> domain was triggered too early. This is usually an indicator for some code in the plugin or theme running too early. Translations should be loaded at the <code>init</code> action or later. Please see <a href="https://developer.wordpress.org/advanced-administration/debug/debug-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 6.7.0.) in /wordpress/wp-includes/functions.php on line 6121
[15-Jun-2025 14:34:50 UTC] PHP Notice:  Function _load_textdomain_just_in_time was called <strong>incorrectly</strong>. Translation loading for the <code>udssl</code> domain was triggered too early. This is usually an indicator for some code in the plugin or theme running too early. Translations should be loaded at the <code>init</code> action or later. Please see <a href="https://developer.wordpress.org/advanced-administration/debug/debug-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 6.7.0.) in /wordpress/wp-includes/functions.php on line 6121
[15-Jun-2025 14:35:32 UTC] WordPress database error <div style="clear:both">&nbsp;</div>
<div class="queries" style="clear:both;margin-bottom:2px;border:red dotted thin;">
<p>MySQL query:</p>
<p>CREATE  TABLE IF NOT EXISTS wp_cest_uiform_fields (
        `fmf_id` int(6) NOT NULL AUTO_INCREMENT,
        `fmf_uniqueid` varchar(255) DEFAULT NULL,
        `fmf_data` MEDIUMTEXT NULL ,
        `fmf_fieldname` varchar(255) DEFAULT NULL,
        `flag_status` smallint(5) DEFAULT NULL,
        `created_date` timestamp NOT NULL DEFAULT '0000-00-00 00:00:00',
        `updated_date` timestamp NOT NULL DEFAULT CURRENT_TIMESTAMP,
        `created_ip` varchar(20) DEFAULT NULL,
        `updated_ip` varchar(20) DEFAULT NULL,
        `created_by` int(6) DEFAULT NULL,
        `updated_by` int(6) DEFAULT NULL,
        `fmf_status_qu` smallint(5) NOT NULL DEFAULT '0',
        `type_fby_id` int(6) NOT NULL,
        `form_fmb_id` int(6) NOT NULL,
        `order_frm` smallint(5) DEFAULT NULL,
        `order_rec` smallint(5) DEFAULT NULL, 
        PRIMARY KEY (`fmf_id`,`form_fmb_id`) ) ;</p>
<p>Queries made or created this session were:</p>
<ol>
<li>Executing: BEGIN IMMEDIATE | (no parameters)</li>
<li>Executing: SELECT 1 FROM `_wp_sqlite_mysql_information_schema_tables` WHERE table_schema = ? AND table_name = ? | parameters: database_name_here, wp_cest_uiform_fields</li>
<li>Executing: INSERT INTO `_wp_sqlite_mysql_information_schema_tables` (`table_schema`, `table_name`, `table_type`, `engine`, `row_format`, `table_collation`, `table_comment`) VALUES (?, ?, ?, ?, ?, ?, ?) | parameters: database_name_here, wp_cest_uiform_fields, BASE TABLE, InnoDB, Dynamic, utf8mb4_general_ci, </li>
<li>Executing: INSERT INTO `_wp_sqlite_mysql_information_schema_columns` (`table_schema`, `table_name`, `column_name`, `ordinal_position`, `column_default`, `is_nullable`, `data_type`, `character_maximum_length`, `character_octet_length`, `numeric_precision`, `numeric_scale`, `datetime_precision`, `character_set_name`, `collation_name`, `column_type`, `column_key`, `extra`, `privileges`, `column_comment`, `generation_expression`, `srs_id`) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) | parameters: database_name_here, wp_cest_uiform_fields, fmf_id, 1, , NO, int, , , 10, 0, , , , int(6), , auto_increment, select,insert,update,references, , , </li>
<li>Executing: INSERT INTO `_wp_sqlite_mysql_information_schema_columns` (`table_schema`, `table_name`, `column_name`, `ordinal_position`, `column_default`, `is_nullable`, `data_type`, `character_maximum_length`, `character_octet_length`, `numeric_precision`, `numeric_scale`, `datetime_precision`, `character_set_name`, `collation_name`, `column_type`, `column_key`, `extra`, `privileges`, `column_comment`, `generation_expression`, `srs_id`) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) | parameters: database_name_here, wp_cest_uiform_fields, fmf_uniqueid, 2, , YES, varchar, 255, 1020, , , , utf8mb4, utf8mb4_general_ci, varchar(255), , , select,insert,update,references, , , </li>
<li>Executing: INSERT INTO `_wp_sqlite_mysql_information_schema_columns` (`table_schema`, `table_name`, `column_name`, `ordinal_position`, `column_default`, `is_nullable`, `data_type`, `character_maximum_length`, `character_octet_length`, `numeric_precision`, `numeric_scale`, `datetime_precision`, `character_set_name`, `collation_name`, `column_type`, `column_key`, `extra`, `privileges`, `column_comment`, `generation_expression`, `srs_id`) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) | parameters: database_name_here, wp_cest_uiform_fields, fmf_data, 3, , YES, mediumtext, 16777215, 16777215, , , , utf8mb4, utf8mb4_general_ci, mediumtext, , , select,insert,update,references, , , </li>
<li>Executing: INSERT INTO `_wp_sqlite_mysql_information_schema_columns` (`table_schema`, `table_name`, `column_name`, `ordinal_position`, `column_default`, `is_nullable`, `data_type`, `character_maximum_length`, `character_octet_length`, `numeric_precision`, `numeric_scale`, `datetime_precision`, `character_set_name`, `collation_name`, `column_type`, `column_key`, `extra`, `privileges`, `column_comment`, `generation_expression`, `srs_id`) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) | parameters: database_name_here, wp_cest_uiform_fields, fmf_fieldname, 4, , YES, varchar, 255, 1020, , , , utf8mb4, utf8mb4_general_ci, varchar(255), , , select,insert,update,references, , , </li>
<li>Executing: INSERT INTO `_wp_sqlite_mysql_information_schema_columns` (`table_schema`, `table_name`, `column_name`, `ordinal_position`, `column_default`, `is_nullable`, `data_type`, `character_maximum_length`, `character_octet_length`, `numeric_precision`, `numeric_scale`, `datetime_precision`, `character_set_name`, `collation_name`, `column_type`, `column_key`, `extra`, `privileges`, `column_comment`, `generation_expression`, `srs_id`) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) | parameters: database_name_here, wp_cest_uiform_fields, flag_status, 5, , YES, smallint, , , 5, 0, , , , smallint(5), , , select,insert,update,references, , , </li>
<li>Executing: INSERT INTO `_wp_sqlite_mysql_information_schema_columns` (`table_schema`, `table_name`, `column_name`, `ordinal_position`, `column_default`, `is_nullable`, `data_type`, `character_maximum_length`, `character_octet_length`, `numeric_precision`, `numeric_scale`, `datetime_precision`, `character_set_name`, `collation_name`, `column_type`, `column_key`, `extra`, `privileges`, `column_comment`, `generation_expression`, `srs_id`) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) | parameters: database_name_here, wp_cest_uiform_fields, created_date, 6, 0000-00-00 00:00:00, NO, timestamp, , , , , 0, , , timestamp, , , select,insert,update,references, , , </li>
<li>Executing: INSERT INTO `_wp_sqlite_mysql_information_schema_columns` (`table_schema`, `table_name`, `column_name`, `ordinal_position`, `column_default`, `is_nullable`, `data_type`, `character_maximum_length`, `character_octet_length`, `numeric_precision`, `numeric_scale`, `datetime_precision`, `character_set_name`, `collation_name`, `column_type`, `column_key`, `extra`, `privileges`, `column_comment`, `generation_expression`, `srs_id`) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) | parameters: database_name_here, wp_cest_uiform_fields, updated_date, 7, CURRENT_TIMESTAMP, NO, timestamp, , , , , 0, , , timestamp, , DEFAULT_GENERATED, select,insert,update,references, , , </li>
<li>Executing: INSERT INTO `_wp_sqlite_mysql_information_schema_columns` (`table_schema`, `table_name`, `column_name`, `ordinal_position`, `column_default`, `is_nullable`, `data_type`, `character_maximum_length`, `character_octet_length`, `numeric_precision`, `numeric_scale`, `datetime_precision`, `character_set_name`, `collation_name`, `column_type`, `column_key`, `extra`, `privileges`, `column_comment`, `generation_expression`, `srs_id`) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) | parameters: database_name_here, wp_cest_uiform_fields, created_ip, 8, , YES, varchar, 20, 80, , , , utf8mb4, utf8mb4_general_ci, varchar(20), , , select,insert,update,references, , , </li>
<li>Executing: INSERT INTO `_wp_sqlite_mysql_information_schema_columns` (`table_schema`, `table_name`, `column_name`, `ordinal_position`, `column_default`, `is_nullable`, `data_type`, `character_maximum_length`, `character_octet_length`, `numeric_precision`, `numeric_scale`, `datetime_precision`, `character_set_name`, `collation_name`, `column_type`, `column_key`, `extra`, `privileges`, `column_comment`, `generation_expression`, `srs_id`) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) | parameters: database_name_here, wp_cest_uiform_fields, updated_ip, 9, , YES, varchar, 20, 80, , , , utf8mb4, utf8mb4_general_ci, varchar(20), , , select,insert,update,references, , , </li>
<li>Executing: INSERT INTO `_wp_sqlite_mysql_information_schema_columns` (`table_schema`, `table_name`, `column_name`, `ordinal_position`, `column_default`, `is_nullable`, `data_type`, `character_maximum_length`, `character_octet_length`, `numeric_precision`, `numeric_scale`, `datetime_precision`, `character_set_name`, `collation_name`, `column_type`, `column_key`, `extra`, `privileges`, `column_comment`, `generation_expression`, `srs_id`) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) | parameters: database_name_here, wp_cest_uiform_fields, created_by, 10, , YES, int, , , 10, 0, , , , int(6), , , select,insert,update,references, , , </li>
<li>Executing: INSERT INTO `_wp_sqlite_mysql_information_schema_columns` (`table_schema`, `table_name`, `column_name`, `ordinal_position`, `column_default`, `is_nullable`, `data_type`, `character_maximum_length`, `character_octet_length`, `numeric_precision`, `numeric_scale`, `datetime_precision`, `character_set_name`, `collation_name`, `column_type`, `column_key`, `extra`, `privileges`, `column_comment`, `generation_expression`, `srs_id`) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) | parameters: database_name_here, wp_cest_uiform_fields, updated_by, 11, , YES, int, , , 10, 0, , , , int(6), , , select,insert,update,references, , , </li>
<li>Executing: INSERT INTO `_wp_sqlite_mysql_information_schema_columns` (`table_schema`, `table_name`, `column_name`, `ordinal_position`, `column_default`, `is_nullable`, `data_type`, `character_maximum_length`, `character_octet_length`, `numeric_precision`, `numeric_scale`, `datetime_precision`, `character_set_name`, `collation_name`, `column_type`, `column_key`, `extra`, `privileges`, `column_comment`, `generation_expression`, `srs_id`) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) | parameters: database_name_here, wp_cest_uiform_fields, fmf_status_qu, 12, 0, NO, smallint, , , 5, 0, , , , smallint(5), , , select,insert,update,references, , , </li>
<li>Executing: INSERT INTO `_wp_sqlite_mysql_information_schema_columns` (`table_schema`, `table_name`, `column_name`, `ordinal_position`, `column_default`, `is_nullable`, `data_type`, `character_maximum_length`, `character_octet_length`, `numeric_precision`, `numeric_scale`, `datetime_precision`, `character_set_name`, `collation_name`, `column_type`, `column_key`, `extra`, `privileges`, `column_comment`, `generation_expression`, `srs_id`) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) | parameters: database_name_here, wp_cest_uiform_fields, type_fby_id, 13, , NO, int, , , 10, 0, , , , int(6), , , select,insert,update,references, , , </li>
<li>Executing: INSERT INTO `_wp_sqlite_mysql_information_schema_columns` (`table_schema`, `table_name`, `column_name`, `ordinal_position`, `column_default`, `is_nullable`, `data_type`, `character_maximum_length`, `character_octet_length`, `numeric_precision`, `numeric_scale`, `datetime_precision`, `character_set_name`, `collation_name`, `column_type`, `column_key`, `extra`, `privileges`, `column_comment`, `generation_expression`, `srs_id`) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) | parameters: database_name_here, wp_cest_uiform_fields, form_fmb_id, 14, , NO, int, , , 10, 0, , , , int(6), , , select,insert,update,references, , , </li>
<li>Executing: INSERT INTO `_wp_sqlite_mysql_information_schema_columns` (`table_schema`, `table_name`, `column_name`, `ordinal_position`, `column_default`, `is_nullable`, `data_type`, `character_maximum_length`, `character_octet_length`, `numeric_precision`, `numeric_scale`, `datetime_precision`, `character_set_name`, `collation_name`, `column_type`, `column_key`, `extra`, `privileges`, `column_comment`, `generation_expression`, `srs_id`) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) | parameters: database_name_here, wp_cest_uiform_fields, order_frm, 15, , YES, smallint, , , 5, 0, , , , smallint(5), , , select,insert,update,references, , , </li>
<li>Executing: INSERT INTO `_wp_sqlite_mysql_information_schema_columns` (`table_schema`, `table_name`, `column_name`, `ordinal_position`, `column_default`, `is_nullable`, `data_type`, `character_maximum_length`, `character_octet_length`, `numeric_precision`, `numeric_scale`, `datetime_precision`, `character_set_name`, `collation_name`, `column_type`, `column_key`, `extra`, `privileges`, `column_comment`, `generation_expression`, `srs_id`) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) | parameters: database_name_here, wp_cest_uiform_fields, order_rec, 16, , YES, smallint, , , 5, 0, , , , smallint(5), , , select,insert,update,references, , , </li>
<li>Executing: 
					SELECT column_name, data_type, is_nullable, character_maximum_length
					FROM `_wp_sqlite_mysql_information_schema_columns`
					WHERE table_schema = ?
					AND table_name = ?
					AND column_name IN (?,?)
				 | parameters: database_name_here, wp_cest_uiform_fields, fmf_id, form_fmb_id</li>
<li>Executing: INSERT INTO `_wp_sqlite_mysql_information_schema_statistics` (`table_schema`, `table_name`, `non_unique`, `index_schema`, `index_name`, `seq_in_index`, `column_name`, `collation`, `cardinality`, `sub_part`, `packed`, `nullable`, `index_type`, `comment`, `index_comment`, `is_visible`, `expression`) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) | parameters: database_name_here, wp_cest_uiform_fields, 0, database_name_here, PRIMARY, 1, fmf_id, A, 0, , , , BTREE, , , YES, </li>
<li>Executing: INSERT INTO `_wp_sqlite_mysql_information_schema_statistics` (`table_schema`, `table_name`, `non_unique`, `index_schema`, `index_name`, `seq_in_index`, `column_name`, `collation`, `cardinality`, `sub_part`, `packed`, `nullable`, `index_type`, `comment`, `index_comment`, `is_visible`, `expression`) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) | parameters: database_name_here, wp_cest_uiform_fields, 0, database_name_here, PRIMARY, 2, form_fmb_id, A, 0, , , , BTREE, , , YES, </li>
